time,energy,event_type,wattmin,epower
287076,3.33374e+09,e,90900,10420
287076,3.33375e+09,e,90900,10340
287079,3.33378e+09,e,90900,10260
287080,3.33379e+09,e,90900,10180
287340,3.33642e+09,s,90900,10100
287340,3.33642e+09,s,90900,10100
287340,3.33642e+09,e,90900,10100
287340,3.33642e+09,e,90900,10100
287340,3.33642e+09,s,90900,10100
287345,3.33647e+09,e,90900,10180
287520,3.33823e+09,s,90900,10100
287521,3.33824e+09,e,90900,10100
287521,3.33824e+09,s,90900,10100
287523,3.33826e+09,e,90900,10180
293760,3.40126e+09,s,90900,10100
293760,3.40126e+09,e,90900,10100
293760,3.40126e+09,s,90900,10100
293761,3.40126e+09,e,90900,10180
293880,3.40247e+09,s,90900,10100
293880,3.40247e+09,e,90900,10100
293880,3.40247e+09,s,90900,10100
293880,3.40247e+09,s,90900,10180
293881,3.40248e+09,e,90900,10260
293881,3.40248e+09,e,90900,10180
294000,3.40368e+09,s,90900,10100
294000,3.40368e+09,s,90900,10100
294000,3.40368e+09,e,90900,10100
294000,3.40368e+09,s,90900,10100
294000,3.40369e+09,e,90900,10180
294000,3.40369e+09,s,90900,10180
294001,3.40369e+09,e,90900,10260
294004,3.40372e+09,e,90900,10180
294120,3.40489e+09,s,90900,10100
294120,3.40489e+09,s,90900,10100
294120,3.40489e+09,s,90900,10100
294120,3.40489e+09,s,90900,10100
294120,3.40489e+09,s,90900,10100
294120,3.40489e+09,s,90900,10100
294120,3.40489e+09,s,90900,10100
294120,3.40489e+09,s,90900,10100
294120,3.4049e+09,e,90900,10100
294120,3.4049e+09,e,90900,10100
294120,3.4049e+09,s,90900,10100
294120,3.4049e+09,e,90900,10180
294120,3.4049e+09,e,90900,10180
294120,3.4049e+09,s,90900,10180
294120,3.4049e+09,e,90900,10260
294120,3.4049e+09,s,90900,10260
294120,3.4049e+09,e,90900,10340
294120,3.4049e+09,s,90900,10340
294120,3.4049e+09,e,90900,10420
294120,3.4049e+09,s,90900,10420
294121,3.4049e+09,e,90900,10500
294121,3.4049e+09,s,90900,10500
294126,3.40496e+09,e,90900,10580
294131,3.40501e+09,e,90900,10500
294132,3.40502e+09,e,90900,10420
294137,3.40507e+09,e,90900,10340
294141,3.40512e+09,e,90900,10260
294173,3.40544e+09,e,90900,10180
294180,3.40551e+09,s,90900,10100
294180,3.40551e+09,s,90900,10100
294190,3.40562e+09,e,90900,10100
294190,3.40562e+09,s,90900,10100
294190,3.40562e+09,e,90900,10180
294190,3.40562e+09,s,90900,10180
294190,3.40562e+09,s,90900,10260
294190,3.40562e+09,s,90900,10340
294190,3.40562e+09,s,90900,10420
294190,3.40562e+09,s,90900,10500
294300,3.40677e+09,s,90900,10580
294302,3.4068e+09,e,90900,10660
294308,3.40686e+09,e,90900,10580
294324,3.40703e+09,e,90900,10500
294332,3.40711e+09,e,90900,10420
294337,3.40716e+09,e,90900,10340
294345,3.40724e+09,e,90900,10260
294360,3.4074e+09,s,90900,10180
294360,3.4074e+09,s,90900,10260
294360,3.4074e+09,e,90900,10340
294363,3.40743e+09,e,90900,10260
294366,3.40746e+09,e,90900,10180
294660,3.41043e+09,s,90900,10100
294660,3.41043e+09,s,90900,10180
294661,3.41044e+09,e,90900,10260
294739,3.41123e+09,e,90900,10180
294840,3.41225e+09,s,90900,10100
294896,3.41282e+09,e,90900,10180
294960,3.41347e+09,s,90900,10100
294960,3.41347e+09,s,90900,10100
294960,3.41347e+09,s,90900,10100
294960,3.41347e+09,s,90900,10100
294960,3.41347e+09,e,90900,10100
294960,3.41347e+09,e,90900,10100
294960,3.41347e+09,s,90900,10100
294960,3.41347e+09,e,90900,10180
294960,3.41347e+09,s,90900,10180
294960,3.41347e+09,e,90900,10260
294960,3.41347e+09,s,90900,10260
294967,3.41354e+09,e,90900,10340
294969,3.41356e+09,e,90900,10260
295021,3.41409e+09,e,90900,10180
295260,3.4165e+09,s,90900,10100
295260,3.4165e+09,s,90900,10100
295260,3.41651e+09,e,90900,10100
295260,3.41651e+09,e,90900,10100
295260,3.41651e+09,s,90900,10100
295268,3.41658e+09,e,90900,10180
295560,3.41954e+09,s,90900,10100
295560,3.41954e+09,e,90900,10100
295560,3.41954e+09,s,90900,10100
295587,3.41981e+09,e,90900,10180
295740,3.42136e+09,s,90900,10100
295740,3.42136e+09,s,90900,10100
295740,3.42136e+09,e,90900,10100
295750,3.42146e+09,e,90900,10100
295750,3.42146e+09,s,90900,10100
295750,3.42146e+09,s,90900,10180
295750,3.42146e+09,s,90900,10260
295750,3.42146e+09,s,90900,10340
295750,3.42146e+09,s,90900,10420
295750,3.42146e+09,s,90900,10500
295799,3.42198e+09,e,90900,10580
295803,3.42202e+09,e,90900,10500
295820,3.4222e+09,e,90900,10420
295834,3.42234e+09,e,90900,10340
295841,3.42241e+09,e,90900,10260
295845,3.42245e+09,e,90900,10180
295860,3.4226e+09,s,90900,10100
295929,3.4233e+09,e,90900,10180
295980,3.42382e+09,s,90900,10100
295980,3.42382e+09,s,90900,10180
295980,3.42382e+09,s,90900,10260
296022,3.42425e+09,e,90900,10340
296031,3.42435e+09,e,90900,10260
296042,3.42446e+09,e,90900,10180
296340,3.42747e+09,s,90900,10100
296340,3.42747e+09,s,90900,10180
296340,3.42747e+09,s,90900,10260
296375,3.42783e+09,e,90900,10340
296377,3.42785e+09,e,90900,10260
296377,3.42785e+09,e,90900,10180
296520,3.4293e+09,s,90900,10100
296700,3.43113e+09,s,90900,10180
296700,3.43113e+09,s,90900,10180
296700,3.43113e+09,s,90900,10180
296700,3.43113e+09,s,90900,10180
296700,3.43113e+09,s,90900,10180
296700,3.43113e+09,s,90900,10180
296700,3.43113e+09,s,90900,10180
296700,3.43113e+09,s,90900,10180
296700,3.43113e+09,s,90900,10180
296700,3.43113e+09,e,90900,10260
296700,3.43113e+09,s,90900,10260
296700,3.43113e+09,e,90900,10340
296700,3.43113e+09,s,90900,10340
296700,3.43113e+09,e,90900,10420
296700,3.43113e+09,s,90900,10420
296700,3.43113e+09,e,90900,10500
296700,3.43113e+09,e,90900,10500
296700,3.43113e+09,s,90900,10500
296700,3.43113e+09,e,90900,10580
296700,3.43113e+09,s,90900,10580
296700,3.43113e+09,e,90900,10660
296700,3.43113e+09,s,90900,10660
296700,3.43113e+09,e,90900,10740
296700,3.43113e+09,s,90900,10740
296760,3.43177e+09,e,90900,10820
296769,3.43187e+09,e,90900,10740
296784,3.43203e+09,e,90900,10660
296787,3.43206e+09,e,90900,10580
296788,3.43208e+09,e,90900,10500
296796,3.43216e+09,e,90900,10420
296815,3.43236e+09,e,90900,10340
296816,3.43236e+09,e,90900,10260
296883,3.43304e+09,e,90900,10180
297060,3.43484e+09,s,90900,10100
297060,3.43484e+09,s,90900,10100
297060,3.43484e+09,e,90900,10100
297060,3.43484e+09,e,90900,10100
297060,3.43484e+09,s,90900,10100
297079,3.43503e+09,e,90900,10180
297600,3.44029e+09,s,90900,10100
297600,3.44029e+09,e,90900,10100
297600,3.44029e+09,s,90900,10100
297600,3.44029e+09,s,90900,10180
297601,3.4403e+09,e,90900,10260
297615,3.44044e+09,e,90900,10180
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,s,90900,10100
297780,3.44211e+09,e,90900,10180
297780,3.44211e+09,e,90900,10180
297780,3.44211e+09,e,90900,10180
297780,3.44211e+09,s,90900,10180
297780,3.44211e+09,e,90900,10260
297780,3.44211e+09,e,90900,10260
297780,3.44211e+09,s,90900,10260
297780,3.44211e+09,e,90900,10340
297780,3.44211e+09,s,90900,10340
297780,3.44211e+09,e,90900,10420
297780,3.44211e+09,s,90900,10420
297781,3.44212e+09,e,90900,10500
297781,3.44212e+09,s,90900,10500
297781,3.44212e+09,e,90900,10580
297781,3.44212e+09,s,90900,10580
297836,3.44271e+09,e,90900,10660
297838,3.44273e+09,e,90900,10580
297860,3.44296e+09,e,90900,10500
297883,3.4432e+09,e,90900,10420
297900,3.44337e+09,s,90900,10340
297900,3.44338e+09,e,90900,10340
297900,3.44338e+09,s,90900,10340
297905,3.44343e+09,e,90900,10420
297920,3.44358e+09,e,90900,10340
297927,3.44365e+09,e,90900,10260
297978,3.44417e+09,e,90900,10180
298020,3.4446e+09,s,90900,10100
298020,3.4446e+09,e,90900,10100
298020,3.4446e+09,s,90900,10100
298020,3.4446e+09,s,90900,10180
298020,3.4446e+09,s,90900,10260
298020,3.4446e+09,s,90900,10340
298020,3.4446e+09,s,90900,10420
298020,3.4446e+09,s,90900,10500
298080,3.44523e+09,s,90900,10580
298080,3.44523e+09,s,90900,10580
298080,3.44523e+09,e,90900,10580
298080,3.44523e+09,e,90900,10580
298080,3.44523e+09,s,90900,10580
298081,3.44524e+09,e,90900,10660
298120,3.44565e+09,e,90900,10580
298137,3.44583e+09,e,90900,10500
298162,3.44609e+09,e,90900,10420
298181,3.44629e+09,e,90900,10340
298666,3.45127e+09,e,90900,10260
298736,3.45198e+09,e,90900,10180
300900,3.47384e+09,s,90900,10100
300900,3.47384e+09,e,90900,10100
300900,3.47384e+09,s,90900,10100
300900,3.47384e+09,e,90900,10180
302100,3.48596e+09,s,90900,10100
302100,3.48596e+09,e,90900,10100
302100,3.48596e+09,s,90900,10100
302100,3.48596e+09,s,90900,10180
302150,3.48646e+09,e,90900,10260
302168,3.48665e+09,e,90900,10180
302460,3.4896e+09,s,90900,10100
302460,3.4896e+09,s,90900,10100
302460,3.4896e+09,e,90900,10100
302460,3.4896e+09,e,90900,10100
302460,3.4896e+09,s,90900,10100
302522,3.49023e+09,e,90900,10180
302760,3.49264e+09,s,90900,10100
302760,3.49264e+09,s,90900,10100
302760,3.49264e+09,s,90900,10100
302760,3.49264e+09,s,90900,10100
302760,3.49264e+09,e,90900,10100
302760,3.49264e+09,e,90900,10100
302760,3.49264e+09,s,90900,10100
302761,3.49264e+09,e,90900,10180
302761,3.49264e+09,s,90900,10180
302761,3.49265e+09,e,90900,10260
302761,3.49265e+09,s,90900,10260
302775,3.49279e+09,e,90900,10340
302795,3.49299e+09,e,90900,10260
302806,3.4931e+09,e,90900,10180
302820,3.49325e+09,s,90900,10100
302820,3.49325e+09,s,90900,10100
302820,3.49325e+09,s,90900,10100
302820,3.49325e+09,e,90900,10180
302820,3.49325e+09,s,90900,10180
302820,3.49325e+09,e,90900,10260
302820,3.49325e+09,s,90900,10260
302879,3.49386e+09,e,90900,10340
302886,3.49393e+09,e,90900,10260
302892,3.49399e+09,e,90900,10180
303840,3.50357e+09,s,90900,10100
303840,3.50357e+09,s,90900,10100
303840,3.50357e+09,e,90900,10100
303840,3.50357e+09,e,90900,10100
303840,3.50357e+09,s,90900,10100
303850,3.50367e+09,e,90900,10180
304260,3.50781e+09,s,90900,10100
304260,3.50781e+09,s,90900,10100
304260,3.50781e+09,e,90900,10100
304260,3.50781e+09,e,90900,10100
304260,3.50781e+09,s,90900,10100
304260,3.50781e+09,s,90900,10180
304325,3.50847e+09,e,90900,10260
304413,3.50937e+09,e,90900,10180
304500,3.51025e+09,s,90900,10100
304500,3.51025e+09,e,90900,10100
304500,3.51025e+09,s,90900,10100
304630,3.51157e+09,e,90900,10180
304680,3.51208e+09,s,90900,10100
304680,3.51208e+09,s,90900,10100
304680,3.51208e+09,s,90900,10180
304680,3.51208e+09,e,90900,10260
304680,3.51208e+09,s,90900,10260
304681,3.51209e+09,e,90900,10340
304681,3.51209e+09,e,90900,10260
304706,3.51235e+09,e,90900,10180
304740,3.51269e+09,s,90900,10100
304740,3.51269e+09,s,90900,10100
304740,3.51269e+09,s,90900,10100
304740,3.51269e+09,s,90900,10100
304740,3.51269e+09,e,90900,10100
304740,3.51269e+09,s,90900,10100
304740,3.51269e+09,e,90900,10180
304740,3.51269e+09,s,90900,10180
304740,3.51269e+09,e,90900,10260
304740,3.51269e+09,s,90900,10260
304741,3.51269e+09,e,90900,10340
304741,3.51269e+09,s,90900,10340
304741,3.51269e+09,e,90900,10420
304741,3.51269e+09,e,90900,10340
304773,3.51303e+09,e,90900,10260
304782,3.51311e+09,e,90900,10180
305520,3.52057e+09,s,90900,10100
305520,3.52057e+09,s,90900,10100
305520,3.52057e+09,e,90900,10100
305520,3.52057e+09,e,90900,10100
305520,3.52057e+09,s,90900,10100
305526,3.52063e+09,e,90900,10180
306660,3.53209e+09,s,90900,10100
306670,3.53219e+09,e,90900,10100
306670,3.53219e+09,s,90900,10100
306670,3.53219e+09,s,90900,10180
306670,3.53219e+09,s,90900,10260
306670,3.53219e+09,s,90900,10340
306670,3.53219e+09,s,90900,10420
306670,3.53219e+09,s,90900,10500
306701,3.53252e+09,e,90900,10580
306718,3.53269e+09,e,90900,10500
306723,3.53275e+09,e,90900,10420
306725,3.53276e+09,e,90900,10340
306729,3.53281e+09,e,90900,10260
306785,3.53338e+09,e,90900,10180
306960,3.53514e+09,s,90900,10100
307015,3.5357e+09,e,90900,10180
307140,3.53697e+09,s,90900,10100
307140,3.53697e+09,s,90900,10180
307157,3.53714e+09,e,90900,10260
307176,3.53733e+09,e,90900,10180
308640,3.55212e+09,s,90900,10100
308640,3.55212e+09,s,90900,10180
308640,3.55212e+09,s,90900,10260
308664,3.55237e+09,e,90900,10340
308680,3.55254e+09,e,90900,10260
308700,3.55273e+09,e,90900,10180
308940,3.55516e+09,s,90900,10100
309180,3.5576e+09,s,90900,10180
309180,3.5576e+09,s,90900,10180
309180,3.5576e+09,s,90900,10180
309180,3.55761e+09,e,90900,10260
309180,3.55761e+09,s,90900,10260
309180,3.55761e+09,e,90900,10340
309180,3.55761e+09,s,90900,10340
309212,3.55793e+09,e,90900,10420
309213,3.55795e+09,e,90900,10340
309240,3.55822e+09,s,90900,10260
309240,3.55822e+09,s,90900,10260
309240,3.55822e+09,s,90900,10260
309240,3.55822e+09,s,90900,10340
309240,3.55823e+09,e,90900,10420
309240,3.55823e+09,s,90900,10420
309240,3.55823e+09,e,90900,10500
309240,3.55823e+09,s,90900,10500
309257,3.5584e+09,e,90900,10580
309258,3.55842e+09,e,90900,10500
309259,3.55842e+09,e,90900,10420
309259,3.55843e+09,e,90900,10340
309259,3.55843e+09,e,90900,10260
309283,3.55867e+09,e,90900,10180
309480,3.56066e+09,s,90900,10100
309480,3.56066e+09,e,90900,10100
309480,3.56066e+09,s,90900,10100
309565,3.56152e+09,e,90900,10180
310140,3.56733e+09,s,90900,10100
310140,3.56734e+09,e,90900,10100
310140,3.56734e+09,s,90900,10100
310242,3.56837e+09,e,90900,10180
315480,3.62127e+09,s,90900,10100
315480,3.62128e+09,e,90900,10100
315480,3.62128e+09,s,90900,10100
315480,3.62128e+09,s,90900,10180
315488,3.62135e+09,e,90900,10260
315491,3.62138e+09,e,90900,10180
315720,3.6237e+09,s,90900,10100
315720,3.6237e+09,s,90900,10100
315720,3.6237e+09,s,90900,10100
315720,3.6237e+09,s,90900,10100
315720,3.6237e+09,s,90900,10100
315720,3.6237e+09,s,90900,10100
315720,3.6237e+09,s,90900,10100
315720,3.6237e+09,e,90900,10180
315720,3.6237e+09,e,90900,10180
315720,3.6237e+09,e,90900,10180
315720,3.6237e+09,e,90900,10180
315720,3.6237e+09,s,90900,10180
315721,3.62371e+09,e,90900,10260
315721,3.62371e+09,s,90900,10260
315721,3.62371e+09,e,90900,10340
315721,3.62371e+09,e,90900,10260
315721,3.62371e+09,s,90900,10260
315726,3.62376e+09,e,90900,10340
315731,3.62381e+09,e,90900,10260
315747,3.62397e+09,e,90900,10180
315900,3.62552e+09,s,90900,10100
315900,3.62552e+09,s,90900,10100
315900,3.62552e+09,e,90900,10100
315900,3.62552e+09,e,90900,10100
315900,3.62552e+09,s,90900,10100
315925,3.62577e+09,e,90900,10180
316620,3.6328e+09,s,90900,10100
316630,3.6329e+09,e,90900,10100
316630,3.6329e+09,s,90900,10100
316630,3.6329e+09,s,90900,10180
316630,3.6329e+09,s,90900,10260
316630,3.6329e+09,s,90900,10340
316630,3.6329e+09,s,90900,10420
316630,3.6329e+09,s,90900,10500
316720,3.63385e+09,e,90900,10580
316721,3.63386e+09,e,90900,10500
316725,3.63391e+09,e,90900,10420
316726,3.63391e+09,e,90900,10340
316728,3.63393e+09,e,90900,10260
316772,3.63438e+09,e,90900,10180
316980,3.63648e+09,s,90900,10100
316980,3.63648e+09,s,90900,10180
316980,3.63648e+09,s,90900,10260
317015,3.63685e+09,e,90900,10340
317015,3.63685e+09,e,90900,10260
317037,3.63707e+09,e,90900,10180
317700,3.64376e+09,s,90900,10100
317700,3.64376e+09,s,90900,10180
317745,3.64422e+09,e,90900,10260
317760,3.64438e+09,s,90900,10180
317771,3.64449e+09,e,90900,10260
317828,3.64507e+09,e,90900,10180
318480,3.65165e+09,s,90900,10100
318480,3.65165e+09,s,90900,10180
318480,3.65165e+09,s,90900,10260
318521,3.65208e+09,e,90900,10340
318522,3.65209e+09,e,90900,10260
318536,3.65223e+09,e,90900,10180
319680,3.66379e+09,s,90900,10100
319860,3.66562e+09,s,90900,10180
319860,3.66562e+09,s,90900,10180
319860,3.66562e+09,s,90900,10180
319860,3.66562e+09,s,90900,10180
319860,3.66562e+09,e,90900,10180
319860,3.66562e+09,s,90900,10180
319860,3.66562e+09,e,90900,10260
319860,3.66562e+09,s,90900,10260
319860,3.66562e+09,e,90900,10340
319860,3.66562e+09,s,90900,10340
319860,3.66562e+09,e,90900,10420
319860,3.66562e+09,s,90900,10420
319861,3.66562e+09,e,90900,10500
319861,3.66562e+09,e,90900,10420
319861,3.66562e+09,e,90900,10340
319874,3.66576e+09,e,90900,10260
319920,3.66623e+09,s,90900,10180
319920,3.66623e+09,s,90900,10180
319920,3.66623e+09,s,90900,10180
319920,3.66623e+09,s,90900,10180
319920,3.66623e+09,s,90900,10180
319920,3.66623e+09,e,90900,10180
319920,3.66623e+09,s,90900,10180
319920,3.66623e+09,e,90900,10260
319920,3.66623e+09,e,90900,10260
319920,3.66623e+09,s,90900,10260
319920,3.66623e+09,e,90900,10340
319920,3.66623e+09,s,90900,10340
319920,3.66623e+09,e,90900,10420
319920,3.66623e+09,s,90900,10420
319921,3.66624e+09,e,90900,10500
319949,3.66653e+09,e,90900,10420
319961,3.66665e+09,e,90900,10340
319963,3.66667e+09,e,90900,10260
319968,3.66672e+09,e,90900,10180
320040,3.66746e+09,s,90900,10100
320040,3.66746e+09,e,90900,10100
320040,3.66746e+09,s,90900,10100
320061,3.66767e+09,e,90900,10180
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67412e+09,s,90900,10100
320700,3.67413e+09,e,90900,10100
320700,3.67413e+09,e,90900,10100
320700,3.67413e+09,e,90900,10100
320700,3.67413e+09,e,90900,10100
320700,3.67413e+09,e,90900,10100
320700,3.67413e+09,e,90900,10100
320700,3.67413e+09,s,90900,10100
320700,3.67413e+09,s,90900,10180
320700,3.67413e+09,s,90900,10260
320700,3.67413e+09,s,90900,10340
320700,3.67413e+09,s,90900,10420
320700,3.67413e+09,s,90900,10500
320700,3.67413e+09,s,90900,10580
320700,3.67413e+09,s,90900,10660
320700,3.67413e+09,s,90900,10740
320700,3.67413e+09,s,90900,10820
320700,3.67413e+09,s,90900,10900
320700,3.67413e+09,s,90900,10980
320700,3.67413e+09,s,90900,11060
320700,3.67413e+09,s,90900,11140
320700,3.67413e+09,s,90900,11220
320700,3.67413e+09,s,90900,11300
320700,3.67413e+09,s,90900,11380
320700,3.67413e+09,s,90900,11460
320700,3.67413e+09,s,90900,11540
320700,3.67413e+09,s,90900,11620
320700,3.67413e+09,s,90900,11700
320700,3.67413e+09,s,90900,11780
320700,3.67413e+09,s,90900,11860
320700,3.67413e+09,s,90900,11940
320700,3.67413e+09,s,90900,12020
320700,3.67413e+09,s,90900,12100
320700,3.67413e+09,s,90900,12180
320700,3.67413e+09,s,90900,12260
320700,3.67413e+09,s,90900,12340
320700,3.67413e+09,s,90900,12420
320700,3.67413e+09,s,90900,12500
320700,3.67413e+09,s,90900,12580
320700,3.67413e+09,s,90900,12660
320700,3.67413e+09,s,90900,12740
320700,3.67413e+09,s,90900,12820
320700,3.67413e+09,s,90900,12900
320700,3.67413e+09,s,90900,12980
320700,3.67413e+09,s,90900,13060
320700,3.67413e+09,s,90900,13140
320700,3.67413e+09,s,90900,13220
320700,3.67413e+09,s,90900,13300
320701,3.67414e+09,e,90900,13380
320701,3.67414e+09,s,90900,13380
320701,3.67414e+09,s,90900,13460
320701,3.67414e+09,e,90900,13540
320701,3.67414e+09,s,90900,13421.2
320701,3.67414e+09,s,90900,13620
320701,3.67414e+09,s,90900,13700
320701,3.67414e+09,s,90900,13780
320701,3.67414e+09,s,90900,13860
320701,3.67414e+09,s,90900,13940
320701,3.67414e+09,e,90900,14020
320701,3.67414e+09,s,90900,13901.2
320701,3.67414e+09,s,90900,14100
320701,3.67414e+09,s,90900,14180
320701,3.67414e+09,s,90900,14260
320701,3.67414e+09,s,90900,14340
320701,3.67414e+09,e,90900,14420
320701,3.67414e+09,s,90900,14301.2
320701,3.67414e+09,s,90900,14500
320701,3.67414e+09,s,90900,14580
320701,3.67414e+09,s,90900,14660
320701,3.67414e+09,s,90900,14740
320701,3.67414e+09,s,90900,14820
320701,3.67414e+09,e,90900,14900
320701,3.67414e+09,s,90900,14781.2
320701,3.67414e+09,s,90900,14980
320701,3.67414e+09,s,90900,15060
320701,3.67414e+09,e,90900,15140
320701,3.67414e+09,s,90900,15021.2
320701,3.67414e+09,s,90900,15220
320701,3.67414e+09,s,90900,15300
320701,3.67414e+09,s,90900,15380
320701,3.67414e+09,s,90900,15460
320701,3.67414e+09,e,90900,15540
320701,3.67414e+09,s,90900,15421.2
320701,3.67414e+09,s,90900,15620
320701,3.67414e+09,s,90900,15700
320701,3.67414e+09,s,90900,15780
320701,3.67414e+09,s,90900,15860
320701,3.67414e+09,s,90900,15940
320701,3.67414e+09,s,90900,16020
320701,3.67414e+09,s,90900,16100
320701,3.67414e+09,s,90900,16180
320701,3.67414e+09,s,90900,16260
320701,3.67414e+09,s,90900,16340
320701,3.67414e+09,s,90900,16420
320701,3.67414e+09,s,90900,16500
320701,3.67414e+09,s,90900,16580
320701,3.67414e+09,s,90900,16660
320701,3.67414e+09,s,90900,16740
320701,3.67414e+09,s,90900,16820
320701,3.67414e+09,s,90900,16900
320701,3.67414e+09,s,90900,16980
320701,3.67414e+09,s,90900,17060
320701,3.67414e+09,s,90900,17140
320701,3.67414e+09,s,90900,17220
320701,3.67414e+09,s,90900,17300
320701,3.67414e+09,s,90900,17380
320701,3.67414e+09,s,90900,17460
320701,3.67414e+09,s,90900,17540
320701,3.67414e+09,s,90900,17620
320701,3.67414e+09,s,90900,17700
320701,3.67414e+09,s,90900,17780
320701,3.67414e+09,s,90900,17860
320701,3.67414e+09,s,90900,17940
320701,3.67414e+09,s,90900,18020
320701,3.67414e+09,s,90900,18100
320701,3.67414e+09,s,90900,18180
320701,3.67414e+09,s,90900,18260
320701,3.67414e+09,s,90900,18340
320701,3.67414e+09,s,90900,18420
320701,3.67414e+09,s,90900,18500
320701,3.67414e+09,s,90900,18580
320701,3.67414e+09,s,90900,18660
320701,3.67414e+09,s,90900,18740
320701,3.67414e+09,s,90900,18820
320701,3.67414e+09,s,90900,18900
320701,3.67414e+09,s,90900,18980
320701,3.67414e+09,s,90900,19060
320701,3.67414e+09,s,90900,19140
320701,3.67414e+09,s,90900,19220
320701,3.67414e+09,s,90900,19300
320701,3.67414e+09,s,90900,19380
320701,3.67414e+09,s,90900,19460
320701,3.67414e+09,s,90900,19540
320701,3.67414e+09,s,90900,19620
320701,3.67414e+09,s,90900,19700
320701,3.67414e+09,s,90900,19780
320789,3.67589e+09,e,90900,19860
320799,3.67607e+09,e,90900,19780
320840,3.67689e+09,e,90900,19700
320868,3.67744e+09,e,90900,19620
320980,3.67962e+09,e,90900,19540
321015,3.6803e+09,e,90900,19460
321020,3.68041e+09,e,90900,19380
321054,3.68105e+09,e,90900,19300
321114,3.68221e+09,e,90900,19220
321179,3.68346e+09,e,90900,19140
321360,3.6869e+09,e,90900,19060
321369,3.68708e+09,e,90900,18980
321372,3.68713e+09,e,90900,18900
321395,3.68757e+09,e,90900,18820
321408,3.68782e+09,e,90900,18740
321414,3.68791e+09,e,90900,18660
321430,3.68822e+09,e,90900,18580
321431,3.68824e+09,e,90900,18500
321433,3.68827e+09,e,90900,18420
321436,3.68833e+09,e,90900,18340
321441,3.68842e+09,e,90900,18260
321463,3.68881e+09,e,90900,18180
321463,3.68883e+09,e,90900,18100
321497,3.68944e+09,e,90900,18020
323060,3.71747e+09,e,90900,17940
323069,3.71764e+09,e,90900,17860
323080,3.71784e+09,e,90900,17780
323138,3.71886e+09,e,90900,17700
323207,3.72008e+09,e,90900,17620
323209,3.72011e+09,e,90900,17540
323215,3.72022e+09,e,90900,17460
323226,3.7204e+09,e,90900,17380
323232,3.72051e+09,e,90900,17300
323246,3.72074e+09,e,90900,17220
323247,3.72076e+09,e,90900,17140
323256,3.72092e+09,e,90900,17060
323268,3.72112e+09,e,90900,16980
323348,3.72247e+09,e,90900,16900
323390,3.72318e+09,e,90900,16820
323494,3.72493e+09,e,90900,16740
323721,3.7287e+09,e,90900,16660
323760,3.72935e+09,s,90900,16580
323760,3.72935e+09,s,90900,16580
323761,3.72937e+09,e,90900,16580
323761,3.72937e+09,s,90900,16580
323761,3.72937e+09,s,90900,16660
323761,3.72937e+09,e,90900,16740
323761,3.72937e+09,s,90900,16830.1
323761,3.72937e+09,s,90900,16820
323761,3.72937e+09,s,90900,16900
323761,3.72937e+09,s,90900,16980
323761,3.72937e+09,s,90900,17060
323761,3.72937e+09,s,90900,17140
323761,3.72937e+09,s,90900,17220
323761,3.72937e+09,s,90900,17300
323761,3.72937e+09,s,90900,17380
323761,3.72937e+09,s,90900,17460
323761,3.72937e+09,s,90900,17540
323761,3.72937e+09,s,90900,17620
323761,3.72937e+09,s,90900,17700
323761,3.72937e+09,s,90900,17780
323761,3.72937e+09,s,90900,17860
323761,3.72937e+09,s,90900,17940
323761,3.72937e+09,s,90900,18020
323761,3.72937e+09,s,90900,18100
323761,3.72937e+09,s,90900,18180
324000,3.73373e+09,s,90900,18260
324000,3.73374e+09,e,90900,18260
324000,3.73374e+09,s,90900,18260
324001,3.73374e+09,e,90900,18340
324120,3.73592e+09,s,90900,18260
324120,3.73593e+09,e,90900,18260
324120,3.73593e+09,s,90900,18260
324120,3.73593e+09,s,90900,18340
324126,3.73604e+09,e,90900,18420
324167,3.73679e+09,e,90900,18340
324300,3.73921e+09,s,90900,18260
324300,3.73921e+09,s,90900,18260
324300,3.73921e+09,s,90900,18260
324300,3.73921e+09,s,90900,18260
324300,3.73921e+09,s,90900,18260
324300,3.73921e+09,s,90900,18260
324300,3.73921e+09,s,90900,18260
324300,3.73921e+09,s,90900,18260
324300,3.73922e+09,e,90900,18340
324300,3.73922e+09,e,90900,18340
324300,3.73922e+09,s,90900,18340
324300,3.73922e+09,e,90900,18420
324300,3.73922e+09,s,90900,18420
324301,3.73922e+09,e,90900,18500
324301,3.73922e+09,s,90900,18500
324301,3.73922e+09,e,90900,18580
324301,3.73922e+09,s,90900,18580
