batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
v3.0.0-185-g1e5a792,15046879185.115536,1209600.000060,66.285442,308760.000060,5470.297693,1.406036,2107.638569,136.194591,1024,0,17962,17962,608,0,17354,0,266.300947,1246.323734,0.966151,35414076.436642,701765608.424832,0.000000,0.000000,0.000000,0.000000
