,time,transfer_history.first_attached_node,transfer_history.last_chunk_id,transfer_history.last_completion_date_string,transfer_history.last_creation_date_string,transfer_history.last_data_type,transfer_history.last_data_type_1,transfer_history.last_direction,transfer_history.last_qbox,transfer_history.last_qguid,transfer_history.last_remote_location_name,transfer_history.last_session,transfer_history.last_state,transfer_history.last_task,transfer_history.last_transfer_direction,transfer_history.last_transfer_type,transfer_history.last_transfer_type_1,transfer_history.mean_actually_transferred_size,transfer_history.mean_cached_data_size,transfer_history.mean_time_transfer_sec,transfer_history.mean_transfer_size
13656,2019-03-15T02:03:20.000Z,QBOX-8000-0000-0000-000000000004,0.0,15/03/2019\ 02:02:04,15/03/2019\ 02:02:02,UserResult,UserResult,Up,QBOX-6000-0000-0000-000000000005,SCDL-f936-318d-6bc3-a4391f44e459,868d7478dee6b185d654900ed54336458c451c0dcf9370874770e1b6d2508aac,00000000-0000-0000-0000-000000000000,Completed,QSES-0315-0301-e7f4-ccdd0e2f2131,Down,Docker,S3,89.0,14616704.8,10.3,13529532.8
13657,2019-03-15T02:03:30.000Z,QBOX-5000-0000-0000-000000000004,,15/03/2019\ 02:03:33,15/03/2019\ 02:03:32,,,,QBOX-4000-0000-1000-000000000005,SCDL-1c85-d85a-a87d-0b2e0f5c6549,,QSES-0315-0301-e016-28a964142912,Completed,QJOB-0315-0301-e3e4-a035c955e5d2,Down,QDisk,,0.0,445.0,1.0,0.0
13658,2019-03-15T02:03:40.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 02:03:39,15/03/2019\ 02:03:32,,,,QBOX-8000-0000-0000-000000000004,SCDL-20b1-4fdd-3d05-db3bdc5a5ee6,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
13663,2019-03-15T02:04:30.000Z,QBOX-9000-0000-0000-000000000005,0.0,15/03/2019\ 02:04:24,15/03/2019\ 02:04:21,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-03b3-0105-0f82-9f9ebf9bb29d,0dd7ef36585633d533c0e6655eb7e6ff641e5589fced7841bbefb25f11d086a3,QSES-0315-0301-bef8-4d9c202f83e2,Completed,QJOB-0315-0301-c202-2b1752e6086a,Up,S3,S3,445.0,0.0,3.0,445.0
13665,2019-03-15T02:04:50.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:04:46,15/03/2019\ 02:04:43,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-4ee6-9360-db47-095b4c57f9ea,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0315-0304-a6c4-5c70e238ab4f,Down,Docker,Docker,0.0,36541317.0,4.5,33823609.5
13667,2019-03-15T02:05:10.000Z,QBOX-6000-0000-0000-000000000005,,15/03/2019\ 02:05:08,15/03/2019\ 02:05:04,,,,QBOX-6000-0000-0000-000000000005,SCDL-bf72-eb63-838a-0d5920ae323a,,00000000-0000-0000-0000-000000000000,Completed,QSES-0315-0305-070d-898c7fd3d706,Down,Docker,,0.0,36541317.0,5.5,33823609.5
13675,2019-03-15T02:06:30.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 02:06:33,15/03/2019\ 02:06:28,,,,QBOX-4000-0000-1000-000000000005,SCDL-be14-e123-f151-191547f1c7d9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0306-6abb-3051550bc5e7,Down,QDisk,,0.0,37899035.0,4.0,34275425.0
13676,2019-03-15T02:06:40.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:06:46,15/03/2019\ 02:06:41,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000005,SCDL-ae6c-27c2-c9d9-fbb2b5c1f3ad,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QSES-0315-0306-9c77-819dd073fcde,Down,Docker,S3,0.0,27745417.25,5.708333333333332,25480661.0
13677,2019-03-15T02:06:50.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 02:06:55,15/03/2019\ 02:06:47,,,,QBOX-4000-0000-1000-000000000005,SCDL-f7f3-2613-64c7-35fcc9a4d2f7,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0306-b1e1-dbbfe3086d79,Down,QDisk,,0.0,36541317.0,9.0,33823609.5
13678,2019-03-15T02:07:00.000Z,QBOX-5000-0000-0000-000000000004,,15/03/2019\ 02:07:05,15/03/2019\ 02:06:59,,,,QBOX-5000-0000-0000-000000000004,SCDL-c476-dbb3-b814-97852e55080f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0306-de96-a76913242c9e,Down,QDisk,,0.0,35183599.0,4.5,33371794.0
13679,2019-03-15T02:07:10.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 02:07:12,15/03/2019\ 02:07:05,,,,QBOX-6000-0000-0000-000000000005,SCDL-e80a-9ae4-ff6b-55cb2221b7db,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,38023680.2,5.65,35376423.9
13680,2019-03-15T02:07:20.000Z,QBOX-5000-0000-0000-000000000004,,15/03/2019\ 02:07:14,15/03/2019\ 02:07:10,,,,QBOX-5000-0000-0000-000000000004,SCDL-30de-987e-2f48-cc44c51cb462,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0307-2115-969e9374cc7a,Down,Docker,,0.0,37123196.14285714,5.7142857142857135,34017244.71428572
13681,2019-03-15T02:07:30.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 02:07:34,15/03/2019\ 02:07:28,,,,QBOX-4000-0000-1000-000000000005,SCDL-d77d-ab8b-ef26-951d41accf72,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0307-6b84-a7671b38b3c8,Down,QDisk,,0.0,35183599.0,4.0,33371794.0
13688,2019-03-15T02:08:40.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:08:39,15/03/2019\ 02:08:32,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-4d39-33e5-a636-c491a1d1c687,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0308-7c43-c86d15eefa37,Down,S3,S3,0.0,37899035.0,6.0,34275425.0
13689,2019-03-15T02:08:50.000Z,QBOX-6000-0000-0000-000000000005,,15/03/2019\ 02:08:57,15/03/2019\ 02:08:52,,,,QBOX-6000-0000-0000-000000000005,SCDL-525d-e62a-038c-a6fecc7bcac4,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0308-c33f-a6e9c8223c8f,Down,QDisk,,0.0,35183599.0,3.0,33371794.0
13690,2019-03-15T02:09:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:08:55,15/03/2019\ 02:08:53,Docker,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-fc52-f2d6-cbe2-17ec075328ad,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0308-d142-b60da3fb4229,Down,Docker,Docker,0.0,36541317.0,4.5,33823609.5
13695,2019-03-15T02:09:50.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:09:45,15/03/2019\ 02:09:43,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-d32e-e92c-ff3b-1f5f81b04e57,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0309-a8ec-2312b37d6fce,Down,Docker,Docker,0.0,36541317.0,3.5,33823609.5
13699,2019-03-15T02:10:30.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 02:10:17,15/03/2019\ 02:10:14,,,,QBOX-8000-0000-0000-000000000004,SCDL-9c9c-8f01-bf80-635231538074,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0310-3527-3e1459ff4047,Down,Docker,,0.0,36541317.0,4.5,33823609.5
13700,2019-03-15T02:10:40.000Z,QBOX-6000-0000-0000-000000000005,,15/03/2019\ 02:10:43,15/03/2019\ 02:10:36,,,,QBOX-6000-0000-0000-000000000005,SCDL-9f4c-d16f-5c15-afbfc5c1dd52,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,6.0,44627521.0
13704,2019-03-15T02:11:20.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:11:13,15/03/2019\ 02:11:12,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-ac9a-4ab2-d7d4-d7e65ecb2c45,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0311-2e9e-0edd7bcc12eb,Down,Docker,Docker,0.0,1738570745.8,2.2,1737483484.8
13707,2019-03-15T02:11:50.000Z,QBOX-2000-0000-0000-000000000004,,15/03/2019\ 02:11:38,15/03/2019\ 02:11:36,,,,QBOX-2000-0000-0000-000000000004,SCDL-fa3d-33fc-e141-fe3054d46316,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0311-865e-40999e87b98f,Down,Docker,,0.0,1826449825.6666667,4.0,1824637872.3333333
13709,2019-03-15T02:12:10.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 02:12:02,15/03/2019\ 02:11:57,,,,QBOX-8000-0000-0000-000000000004,SCDL-c87b-92cd-0f75-717b6579d63d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,4.0,44627521.0
13716,2019-03-15T02:13:20.000Z,QBOX-9000-0000-0000-000000000005,0.0,15/03/2019\ 02:13:19,15/03/2019\ 02:13:18,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-639f-1a8e-7bda-7b0e0f3bdc85,8418eb4264bd53468eabf7f595e3d99d80e6600c79235ed8658811f0663b97a2,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0311-2e9e-0edd7bcc12eb,Up,S3,S3,445.0,0.0,1.0,445.0
13718,2019-03-15T02:13:40.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:13:38,15/03/2019\ 02:13:32,Docker,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-67ad-e483-e74d-bb612c4f01d1,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QSES-0315-0313-7d90-c457d3212dbe,Down,QDisk,Docker,0.0,2489474307.0,4.285714285714286,2487144843.428571
13726,2019-03-15T02:15:00.000Z,QBOX-2000-0000-0000-000000000004,,15/03/2019\ 02:14:51,15/03/2019\ 02:14:49,,,,QBOX-2000-0000-0000-000000000004,SCDL-bbea-8084-095f-3656ab3d9602,,00000000-0000-0000-0000-000000000000,Completed,QSES-0315-0314-bb0c-aa0f1cfcaaf8,Down,Docker,,0.0,2739674516.0,3.5,2736956808.5
13727,2019-03-15T02:15:10.000Z,QBOX-5000-0000-0000-000000000005,,15/03/2019\ 02:13:16,15/03/2019\ 02:12:17,,,,QBOX-5000-0000-0000-000000000005,SCDL-ef02-ede8-c034-1a835be53a34,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0312-3ad4-cefc33c0255f,Down,QDisk,,65445864.0,947294317.0,82.2,318035535.0
13730,2019-03-15T02:15:40.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 02:15:45,15/03/2019\ 02:15:43,,,,QBOX-4000-0000-1000-000000000005,SCDL-be14-34bd-4b6d-d1b791201e6e,,QSES-0315-0313-7d90-c457d3212dbe,Completed,QJOB-0315-0313-91c8-7231a7f071d2,Down,QDisk,,1250.0,0.0,2.0,1250.0
13731,2019-03-15T02:15:50.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 02:15:48,15/03/2019\ 02:15:47,,,,QBOX-4000-0000-1000-000000000005,SCDL-f280-4ee3-de54-30b211da06c9,,QSES-0315-0313-7d90-c457d3212dbe,Completed,QJOB-0315-0313-a8fd-a7a026201061,Down,QDisk,,0.0,1254.5454545454545,3.4545454545454546,0.0
13732,2019-03-15T02:16:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:16:00,15/03/2019\ 02:15:59,UserData,UserData,Down,QBOX-9000-0000-0000-000000000005,SCDL-2747-3275-0628-c2d02e6b8e9a,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0315-0313-7d90-c457d3212dbe,Completed,QJOB-0315-0313-c066-d34bfde47580,Down,S3,S3,212.5,1002.0833333333335,2.1666666666666665,212.5
13733,2019-03-15T02:16:10.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:16:09,15/03/2019\ 02:16:07,UserData,UserData,Down,QBOX-9000-0000-0000-000000000005,SCDL-af27-6dcc-5055-1f7b96119178,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0315-0313-7d90-c457d3212dbe,Completed,QJOB-0315-0313-cbc4-554576ad399f,Down,S3,S3,9.090909090909092,963.6363636363636,2.4545454545454546,9.090909090909092
13734,2019-03-15T02:16:20.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:16:12,15/03/2019\ 02:16:10,UserData,UserData,Down,QBOX-9000-0000-0000-000000000005,SCDL-095c-4dec-afe1-4f2558a87077,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0315-0313-7d90-c457d3212dbe,Completed,QJOB-0315-0313-d70c-fada1a6e9edd,Down,S3,S3,13.636363636363635,738.6363636363636,2.636363636363636,13.636363636363635
13743,2019-03-15T02:17:50.000Z,QBOX-2000-0000-0000-000000000004,,15/03/2019\ 02:17:47,15/03/2019\ 02:17:39,,,,QBOX-2000-0000-0000-000000000004,SCDL-3eac-0245-33fb-6a27fe3fb06f,,QSES-0315-0314-bb0c-aa0f1cfcaaf8,Completed,QJOB-0315-0315-2862-dff4b4dda28a,Down,QDisk,,208.33333333333331,1041.6666666666667,8.75,208.33333333333331
13744,2019-03-15T02:18:00.000Z,QBOX-2000-0000-0000-000000000004,,15/03/2019\ 02:17:59,15/03/2019\ 02:17:56,,,,QBOX-2000-0000-0000-000000000004,SCDL-d8e1-0a86-de3a-c2db330ed6c2,,QSES-0315-0314-bb0c-aa0f1cfcaaf8,Completed,QJOB-0315-0315-4971-f622bc4e84be,Down,QDisk,,0.0,1262.5,6.3125,0.0
13745,2019-03-15T02:18:10.000Z,QBOX-9000-0000-0000-000000000005,-1.0,15/03/2019\ 02:18:12,15/03/2019\ 02:18:05,UserData,UserData,Down,QBOX-2000-0000-0000-000000000004,SCDL-3997-4b8f-1fd7-37be0a424717,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0315-0314-bb0c-aa0f1cfcaaf8,Completed,QJOB-0315-0315-7258-00f32fd0b732,Down,QDisk,S3,0.0,1546.0,4.76,0.0
13746,2019-03-15T02:18:20.000Z,QBOX-9000-0000-0000-000000000005,0.0,15/03/2019\ 02:18:21,15/03/2019\ 02:18:08,UserResult,UserResult,Up,QBOX-2000-0000-0000-000000000004,SCDL-1a6f-0aeb-1a03-795c3148e2dc,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0315-0314-bb0c-aa0f1cfcaaf8,Completed,QJOB-0315-0315-9819-cd1b8a6ee1f4,Down,QDisk,S3,8.552631578947368,1117.7631578947369,5.078947368421051,8.552631578947368
13747,2019-03-15T02:18:30.000Z,QBOX-9000-0000-0000-000000000005,0.0,15/03/2019\ 02:18:30,15/03/2019\ 02:18:23,UserResult,UserResult,Up,QBOX-2000-0000-0000-000000000004,SCDL-2085-3d29-9eec-1b3a093b2561,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0315-0314-bb0c-aa0f1cfcaaf8,Completed,QJOB-0315-0315-cae6-6a6e75b4041b,Down,QDisk,S3,7.608695652173912,1353.804347826087,5.282608695652174,7.608695652173912
13748,2019-03-15T02:18:40.000Z,QBOX-9000-0000-0000-000000000005,0.0,15/03/2019\ 02:18:39,15/03/2019\ 02:18:39,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-249e-cfed-73be-ca04d779f69a,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0315-0313-7d90-c457d3212dbe,Completed,QJOB-0315-0314-341d-bc429d75f6e5,Up,S3,S3,19.0,526.0,1.64,19.0
13751,2019-03-15T02:19:10.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 02:19:16,15/03/2019\ 02:19:11,,,,QBOX-6000-0000-0000-000000000005,SCDL-c6b1-c593-d9ba-70d53a5905a6,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0319-1e71-9cfc9b8f4e1a,Down,QDisk,,0.0,37123196.14285714,5.571428571428571,34017244.71428572
13760,2019-03-15T02:20:40.000Z,QBOX-5000-0000-0000-000000000004,,15/03/2019\ 02:20:43,15/03/2019\ 02:20:37,,,,QBOX-5000-0000-0000-000000000004,SCDL-709d-5560-4bb8-cb2824910160,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0320-86e3-8660fa8dc28a,Down,QDisk,,0.0,35183599.0,4.0,33371794.0
13761,2019-03-15T02:20:50.000Z,QBOX-8000-0000-0000-000000000004,-1.0,15/03/2019\ 02:20:44,15/03/2019\ 02:20:42,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-df36-f66b-9a18-e8227ebea3f4,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0320-a550-399762a5e218,Down,Docker,Docker,0.0,35959437.85714286,4.142857142857143,33629974.28571428
13763,2019-03-15T02:21:10.000Z,QBOX-6000-0000-0000-000000000005,,15/03/2019\ 02:21:07,15/03/2019\ 02:21:03,,,,QBOX-6000-0000-0000-000000000005,SCDL-bda9-b4a3-c5e4-55805e4b90f0,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
13769,2019-03-15T02:22:10.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 02:22:16,15/03/2019\ 02:22:09,,,,QBOX-6000-0000-0000-000000000005,SCDL-e2a8-c036-f278-d0d7eee5b723,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0322-1f4e-5f9678b63019,Down,QDisk,,0.0,25266171.66666667,3.888888888888889,22850283.33333333
13771,2019-03-15T02:22:30.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 02:22:24,15/03/2019\ 02:22:18,,,,QBOX-8000-0000-0000-000000000004,SCDL-7655-f7c6-2066-1283a2dcbe84,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
13779,2019-03-15T02:23:50.000Z,QBOX-8000-0000-0000-000000000004,-1.0,15/03/2019\ 02:23:56,15/03/2019\ 02:23:37,Docker,Basesystem,Down,QBOX-5000-0000-0000-000000000004,SCDL-982e-50d1-52eb-e34864e52768,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0323-86cc-4850a1ae14ff,Down,QDisk,S3,9833940.864864863,47847147.27027027,9.324324324324325,54889929.08108108
13780,2019-03-15T02:24:00.000Z,QBOX-6000-0000-0000-000000000005,,15/03/2019\ 02:23:56,15/03/2019\ 02:23:53,,,,QBOX-6000-0000-0000-000000000005,SCDL-3d97-2637-38dc-824b6210d3d8,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
13789,2019-03-15T02:25:30.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 02:25:36,15/03/2019\ 02:25:29,,,,QBOX-6000-0000-0000-000000000005,SCDL-9b26-f826-a489-38c7c1cd8e88,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0325-70f8-23cca616a46a,Down,QDisk,,0.0,49226927.44444445,4.5555555555555545,47531253.55555555
13798,2019-03-15T02:27:00.000Z,QBOX-5000-0000-0000-000000000004,,15/03/2019\ 02:27:06,15/03/2019\ 02:26:59,,,,QBOX-5000-0000-0000-000000000004,SCDL-f26f-dd0f-705a-0f588e21b58e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0326-de60-5b9ae8893690,Down,QDisk,,0.0,341324370.0,2.5,335286956.25
13799,2019-03-15T02:27:10.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 02:27:04,15/03/2019\ 02:26:59,,,,QBOX-8000-0000-0000-000000000004,SCDL-d973-0265-c9c8-1cc4728f3cbb,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0326-de60-5b9ae8893690,Down,QDisk,,0.0,665477282.25,2.75,661779148.5
13800,2019-03-15T02:27:20.000Z,QBOX-6000-0000-0000-000000000005,,15/03/2019\ 02:27:21,15/03/2019\ 02:27:14,,,,QBOX-6000-0000-0000-000000000005,SCDL-8f28-6001-b3e5-e742020e7559,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,6.0,44627521.0
13810,2019-03-15T02:29:00.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 02:28:56,15/03/2019\ 02:28:50,,,,QBOX-8000-0000-0000-000000000004,SCDL-b373-4ed9-657c-9b5cb75f743c,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,4.666666666666667,44627521.0
14109,2019-03-15T03:18:50.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 03:14:20,15/03/2019\ 03:12:04,,,,QBOX-6000-0000-0000-000000000004,SCDL-b55b-c30b-d0e0-6794fd009941,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0412-0655-836e740068ca,Down,Docker,,607774681.0,483306067.3333333,180.33333333333331,787599588.0
14451,2019-03-15T04:15:50.000Z,QBOX-6000-0000-0000-000000000005,,15/03/2019\ 04:13:33,15/03/2019\ 04:12:10,,,,QBOX-6000-0000-0000-000000000005,SCDL-9483-e909-a6c3-c9fc5ebdf6d4,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0512-2525-b7e9996b5608,Down,Docker,,37402629.0,920333784.4,82.0,608457824.0
14498,2019-03-15T04:23:40.000Z,QBOX-6000-0000-0000-000000000005,,15/03/2019\ 04:23:44,15/03/2019\ 04:23:37,,,,QBOX-6000-0000-0000-000000000005,SCDL-e71c-7a03-4e0c-8f2d401197b9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,6.0,44627521.0
14829,2019-03-15T05:18:50.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 05:14:32,15/03/2019\ 05:12:06,,,,QBOX-8000-0000-0000-000000000004,SCDL-5894-b339-4421-beb2a0b14458,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0612-1426-82f70d638c2e,Down,Docker,,797979018.8,509504366.6,220.0,981428729.6
14874,2019-03-15T05:26:20.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 05:26:12,15/03/2019\ 05:26:06,,,,QBOX-8000-0000-0000-000000000004,SCDL-a7db-d5ab-7e60-16c952ba2ec0,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,4.0,47826896.0
15166,2019-03-15T06:15:00.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 06:13:05,15/03/2019\ 06:12:02,,,,QBOX-8000-0000-0000-000000000004,SCDL-66fc-ee3d-b0e5-a7c3ad0fa7db,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0711-ea34-acd5c623e033,Down,Docker,,30662184.4,1279943396.6,93.8,602918831.6
15211,2019-03-15T06:22:30.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 06:22:20,15/03/2019\ 06:22:15,,,,QBOX-8000-0000-0000-000000000004,SCDL-8324-b8f3-463e-8769be2d41e3,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
15526,2019-03-15T07:15:00.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 07:13:05,15/03/2019\ 07:12:04,,,,QBOX-8000-0000-0000-000000000004,SCDL-f0ea-8d20-500c-8fb5be3179b6,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0812-053e-6d539f0e91ae,Down,QDisk,,32273741.6,996206944.2,81.8,316564455.8
15571,2019-03-15T07:22:30.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 07:22:30,15/03/2019\ 07:22:25,,,,QBOX-8000-0000-0000-000000000004,SCDL-bb9f-09c3-37db-795c1b14a845,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
15635,2019-03-15T07:33:10.000Z,QBOX-2000-0000-0000-000000000003,,15/03/2019\ 07:33:05,15/03/2019\ 07:33:01,,,,QBOX-2000-0000-0000-000000000003,SCDL-b224-78ff-9cba-d61939ed96de,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
15738,2019-03-15T07:50:20.000Z,QBOX-2000-0000-0000-000000000001,,15/03/2019\ 07:50:22,15/03/2019\ 07:50:19,,,,QBOX-2000-0000-0000-000000000001,SCDL-d771-451e-31c4-096abc074df8,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
15876,2019-03-15T08:13:20.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 08:13:15,15/03/2019\ 08:12:03,,,,QBOX-8000-0000-0000-000000000004,SCDL-f722-0d14-ad99-417ce515871e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0912-07c5-724d356cc86d,Down,QDisk,,20802954.0,817409723.25,28.5,389674396.75
15900,2019-03-15T08:17:20.000Z,QBOX-5000-0000-0000-000000000004,,15/03/2019\ 08:17:23,15/03/2019\ 08:17:17,,,,QBOX-5000-0000-0000-000000000004,SCDL-5ed7-1056-2c0d-8b0cd84f9276,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-0917-3e57-b77862195754,Down,QDisk,,0.0,638438186.2,3.6,521385141.2
15923,2019-03-15T08:21:10.000Z,QBOX-8000-0000-0000-000000000004,,15/03/2019\ 08:21:08,15/03/2019\ 08:21:03,,,,QBOX-8000-0000-0000-000000000004,SCDL-22f1-e4c5-4053-bb57eb82a951,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
