,time,transfer_history.first_attached_node,transfer_history.last_chunk_id,transfer_history.last_completion_date_string,transfer_history.last_creation_date_string,transfer_history.last_data_type,transfer_history.last_data_type_1,transfer_history.last_direction,transfer_history.last_qbox,transfer_history.last_qguid,transfer_history.last_remote_location_name,transfer_history.last_session,transfer_history.last_state,transfer_history.last_task,transfer_history.last_transfer_direction,transfer_history.last_transfer_type,transfer_history.last_transfer_type_1,transfer_history.mean_actually_transferred_size,transfer_history.mean_cached_data_size,transfer_history.mean_time_transfer_sec,transfer_history.mean_transfer_size
21,2019-03-13T12:10:50.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 12:10:46,13/03/2019\ 12:10:39,,,,QBOX-4000-0000-1000-000000000002,SCDL-2d2c-e452-2a61-6866b02ba3f8,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1310-92a1-f7ef0611c8d1,Down,Docker,,852474.5,719780932.5,5.5,712846443.5
23,2019-03-13T12:11:10.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 12:11:10,13/03/2019\ 12:10:56,,,,QBOX-4000-0000-1000-000000000002,SCDL-b398-95c0-c305-0f2c6dac1b07,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0311-1115-996f-9303b7627b3f,Down,QDisk,,0.0,24186632897.666668,10.0,54284187.0
186,2019-03-13T12:38:20.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 12:38:19,13/03/2019\ 12:38:11,,,,QBOX-6000-0000-0000-000000000004,SCDL-cb2d-a574-893e-5a3b9fbb5837,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,6.0,47826896.0
410,2019-03-13T13:15:40.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 13:15:40,13/03/2019\ 13:15:33,,,,QBOX-6000-0000-0000-000000000004,SCDL-e4da-4132-93a5-98b27807ac38,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
423,2019-03-13T13:17:50.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 13:17:34,13/03/2019\ 13:17:31,,,,QBOX-6000-0000-0000-000000000005,SCDL-cd99-3e88-db4c-e13d1cbb5f2e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0311-1115-7ba8-6c03b84ce456,Down,Docker,,3322.0,7323305935.2,7.8,81715604.8
427,2019-03-13T13:18:30.000Z,QBOX-4000-0000-1000-000000000004,,13/03/2019\ 13:18:27,13/03/2019\ 13:18:21,,,,QBOX-4000-0000-1000-000000000004,SCDL-c228-7198-ed32-202775ba21ed,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1418-4dfd-30d0fa3e93b3,Down,QDisk,,664266.25,2173997364.25,3.75,2172241758.0
611,2019-03-13T13:49:10.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 13:49:16,13/03/2019\ 13:49:10,,,,QBOX-7000-0000-0000-000000000001,SCDL-7658-02ab-7c97-e25d8ab0b342,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,6.0,46227208.5
612,2019-03-13T13:49:20.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 13:49:20,13/03/2019\ 13:49:10,,,,QBOX-5000-0000-0000-000000000005,SCDL-7b6b-a459-5b98-855f3c5a723e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0311-1511-e17f-c5587b6c2756,Down,QDisk,,4152.5,9113419278.75,4.75,61431365.75
644,2019-03-13T13:54:40.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 13:54:41,13/03/2019\ 13:54:36,,,,QBOX-6000-0000-0000-000000000004,SCDL-06a2-1c13-52cc-01aee0c1e2cf,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
723,2019-03-13T14:07:50.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 14:07:47,13/03/2019\ 14:07:44,,,,QBOX-6000-0000-0000-000000000005,SCDL-302f-7a4d-8c75-845844988ff0,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
876,2019-03-13T14:33:20.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 14:33:24,13/03/2019\ 14:33:19,,,,QBOX-6000-0000-0000-000000000004,SCDL-2e22-2f08-b966-0765a071a6b0,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
1098,2019-03-13T15:10:20.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 15:10:27,13/03/2019\ 15:10:21,,,,QBOX-6000-0000-0000-000000000004,SCDL-ff6d-462b-6ceb-1b692acaf76f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,6.0,44627521.0
1324,2019-03-13T15:48:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 15:48:07,13/03/2019\ 15:47:59,,,,QBOX-6000-0000-0000-000000000004,SCDL-4824-d75e-1148-5c916186dab2,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,8.0,44627521.0
1325,2019-03-13T15:48:10.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 15:48:06,13/03/2019\ 15:47:59,,,,QBOX-6000-0000-0000-000000000005,SCDL-f233-4491-e067-a93bd738f6d4,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,7.0,44627521.0
1579,2019-03-13T16:30:30.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 16:30:36,13/03/2019\ 16:30:29,,,,QBOX-6000-0000-0000-000000000004,SCDL-38df-4877-8e58-78611c8fcb25,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,7.0,44627521.0
1653,2019-03-13T16:42:50.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 16:42:55,13/03/2019\ 16:42:52,,,,QBOX-4000-0000-1000-000000000002,SCDL-0564-3192-e768-eba583d40d1d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1742-c702-933c98cc13ae,Down,Docker,,0.0,162888367.0,3.0,162888367.0
1658,2019-03-13T16:43:40.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 16:43:43,13/03/2019\ 16:43:40,,,,QBOX-4000-0000-1000-000000000002,SCDL-399f-1f6c-2a53-b7bf4a2cdccb,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1743-9abd-1de9136feee3,Down,Docker,,0.0,162888367.0,3.0,162888367.0
1666,2019-03-13T16:45:00.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 16:44:58,13/03/2019\ 16:44:57,,,,QBOX-4000-0000-1000-000000000002,SCDL-9d2b-e5fe-98d0-cb2604181b0b,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1744-db98-430dc7850ba2,Down,Docker,,0.0,162888367.0,1.0,162888367.0
1743,2019-03-13T16:57:50.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 16:57:56,13/03/2019\ 16:57:55,,,,QBOX-4000-0000-1000-000000000002,SCDL-651c-b611-9b97-c421d99a24fa,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1757-c976-9813d381fe43,Down,Docker,,0.0,162888367.0,3.4,162888367.0
1773,2019-03-13T17:02:50.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 17:02:54,13/03/2019\ 17:02:51,,,,QBOX-4000-0000-1000-000000000002,SCDL-285f-6547-f551-120fa28cd8ec,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1802-c624-2d92574d9e88,Down,Docker,,0.0,162888367.0,3.0,162888367.0
1786,2019-03-13T17:05:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 17:05:02,13/03/2019\ 17:04:55,,,,QBOX-6000-0000-0000-000000000004,SCDL-3177-db4e-ae19-2bd9ab510716,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,7.0,47826896.0
1787,2019-03-13T17:05:10.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 17:05:16,13/03/2019\ 17:05:14,,,,QBOX-4000-0000-1000-000000000002,SCDL-8d7a-2a03-3f93-c18e4ae005fc,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1805-3121-3f2b367e8744,Down,Docker,,0.0,162888367.0,2.0,162888367.0
1810,2019-03-13T17:09:00.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 17:09:02,13/03/2019\ 17:09:00,,,,QBOX-4000-0000-1000-000000000002,SCDL-06fa-6f52-1b33-dfc9d9895e76,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1808-e4ca-3f58ce817ad1,Down,Docker,,0.0,162888367.0,2.0,162888367.0
1845,2019-03-13T17:14:50.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 17:13:24,13/03/2019\ 17:12:34,,,,QBOX-4000-0000-1000-000000000002,SCDL-6827-f88d-fa77-9f2ac1d8e471,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1812-7d6d-62b5bfad0ef5,Down,Docker,,50437367.0,1409193302.5,94.0,744877184.0
1923,2019-03-13T17:27:50.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 17:27:49,13/03/2019\ 17:27:45,,,,QBOX-6000-0000-0000-000000000005,SCDL-4c71-65ae-dee2-0bc8c226c93b,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
2032,2019-03-13T17:46:00.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 17:45:58,13/03/2019\ 17:45:55,,,,QBOX-6000-0000-0000-000000000004,SCDL-81bd-9a1b-1a92-a976d505efcd,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
2138,2019-03-13T18:03:40.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 18:03:39,13/03/2019\ 18:03:36,,,,QBOX-4000-0000-1000-000000000002,SCDL-8562-ecb0-39ef-6879d742363c,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1903-82d7-ecb63cff64d1,Down,Docker,,0.0,162888367.0,3.0,162888367.0
2140,2019-03-13T18:04:00.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 18:04:00,13/03/2019\ 18:03:57,,,,QBOX-4000-0000-1000-000000000002,SCDL-203f-434e-587b-4df7f24aee11,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1903-d5db-9b7748750754,Down,Docker,,0.0,162888367.0,3.0,162888367.0
2206,2019-03-13T18:15:00.000Z,QBOX-4000-0000-1000-000000000002,,13/03/2019\ 18:15:01,13/03/2019\ 18:11:53,,,,QBOX-4000-0000-1000-000000000002,SCDL-427a-b7d1-3a03-f93f905bafa4,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1911-cce9-ea9f7286e5a6,Down,QDisk,,48071681.66666666,1429972273.3333333,108.66666666666669,990406720.3333334
2233,2019-03-13T18:19:30.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 18:19:36,13/03/2019\ 18:19:31,,,,QBOX-6000-0000-0000-000000000004,SCDL-22d4-5695-7048-ab343d28583b,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
2291,2019-03-13T18:29:10.000Z,QBOX-8000-0000-0000-000000000006,,13/03/2019\ 18:29:13,13/03/2019\ 18:29:07,,,,QBOX-8000-0000-0000-000000000004,SCDL-e72e-af49-7d81-b8fd1f0abcda,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1929-16fe-08164d6fb1e1,Down,Docker,,16780002.1875,535591554.375,5.5,494496543.0
2292,2019-03-13T18:29:20.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 18:29:14,13/03/2019\ 18:29:06,,,,QBOX-5000-0000-0000-000000000005,SCDL-8218-811c-f199-f2f47af4de4d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1929-16fe-08164d6fb1e1,Down,QDisk,,6807890.4,571297658.0,5.9,526856417.0
2305,2019-03-13T18:31:30.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 18:31:32,13/03/2019\ 18:31:26,,,,QBOX-8000-0000-0000-000000000004,SCDL-300d-5550-6e12-532d95a51046,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1929-16fe-08164d6fb1e1,Down,QDisk,,5042881.777777778,356675771.8888889,4.5555555555555545,304220391.3333333
2306,2019-03-13T18:31:40.000Z,QBOX-8000-0000-0000-000000000004,,13/03/2019\ 18:31:41,13/03/2019\ 18:31:36,,,,QBOX-8000-0000-0000-000000000004,SCDL-9330-9fbe-3e95-d39a5f50f717,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
2307,2019-03-13T18:31:50.000Z,QBOX-8000-0000-0000-000000000006,,13/03/2019\ 18:31:53,13/03/2019\ 18:31:44,,,,QBOX-5000-0000-0000-000000000004,SCDL-dc3c-42f2-5b8e-71e5f17665e6,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1929-16fe-08164d6fb1e1,Down,QDisk,,0.0,349444410.77777785,6.333333333333332,310898181.1111111
2308,2019-03-13T18:32:00.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 18:31:59,13/03/2019\ 18:31:53,,,,QBOX-5000-0000-0000-000000000004,SCDL-5db2-fb0a-0b88-779227faab2d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,211698380.11111107,5.222222222222221,172626494.55555555
2309,2019-03-13T18:32:10.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 18:32:11,13/03/2019\ 18:32:05,,,,QBOX-6000-0000-0000-000000000001,SCDL-0dd5-0eb3-126b-7f65290d66d0,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48371422.63636363,6.2727272727272725,45790930.09090909
2312,2019-03-13T18:32:40.000Z,QBOX-8000-0000-0000-000000000004,,13/03/2019\ 18:32:41,13/03/2019\ 18:32:36,,,,QBOX-8000-0000-0000-000000000004,SCDL-9031-bf1b-971a-fb384266277d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1929-16fe-08164d6fb1e1,Down,QDisk,,0.0,386138275.5,3.5,342182404.25
2318,2019-03-13T18:33:40.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 18:33:39,13/03/2019\ 18:33:33,,,,QBOX-5000-0000-0000-000000000005,SCDL-3418-0378-8b1b-1e36101ecd12,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1929-16fe-08164d6fb1e1,Down,QDisk,,0.0,696066844.5,3.75,653293699.0
2319,2019-03-13T18:33:50.000Z,QBOX-8000-0000-0000-000000000004,,13/03/2019\ 18:33:54,13/03/2019\ 18:33:49,,,,QBOX-8000-0000-0000-000000000004,SCDL-1e0b-95cb-522f-0bbf9fb91ffd,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1929-16fe-08164d6fb1e1,Down,QDisk,,0.0,342182956.2,3.2,273745923.4
2325,2019-03-13T18:34:50.000Z,QBOX-6000-0000-0000-000000000001,,13/03/2019\ 18:34:54,13/03/2019\ 18:34:47,,,,QBOX-6000-0000-0000-000000000004,SCDL-1fc8-9541-c15d-61347fb76323,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,48940318.71428572,6.428571428571429,46912788.85714286
2326,2019-03-13T18:35:00.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 18:35:00,13/03/2019\ 18:34:53,,,,QBOX-5000-0000-0000-000000000004,SCDL-55cd-dbd0-85d1-1f94a73d0ee5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
2327,2019-03-13T18:35:10.000Z,QBOX-8000-0000-0000-000000000004,,13/03/2019\ 18:35:15,13/03/2019\ 18:35:07,,,,QBOX-8000-0000-0000-000000000004,SCDL-f63d-db94-9f29-a666dcbafbf4,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,7.0,44627521.0
2328,2019-03-13T18:35:20.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 18:35:12,13/03/2019\ 18:35:02,,,,QBOX-5000-0000-0000-000000000005,SCDL-8ea7-604b-c9a7-00c71c9677c8,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,8.0,44627521.0
2381,2019-03-13T18:44:10.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 18:44:12,13/03/2019\ 18:44:06,,,,QBOX-8000-0000-0000-000000000004,SCDL-1ae3-9aae-66cc-f2f497713233,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1944-0f3d-9cc9a327a3be,Down,QDisk,,69732.90322580644,597059262.8064517,4.064516129032258,552670851.7741934
2382,2019-03-13T18:44:20.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 18:44:12,13/03/2019\ 18:44:07,,,,QBOX-2000-0000-0000-000000000004,SCDL-8d98-76c4-57fa-a6eb30571439,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1944-0f3d-9cc9a327a3be,Down,Docker,,108086.0,590125811.4,4.4,522743045.2
2393,2019-03-13T18:46:10.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 18:46:06,13/03/2019\ 18:46:00,,,,QBOX-6000-0000-0000-000000000005,SCDL-df57-8406-9954-e6c0192639ed,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1944-0f3d-9cc9a327a3be,Down,QDisk,,108086.0,590125811.4,3.6,522743045.2
2394,2019-03-13T18:46:20.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 18:46:17,13/03/2019\ 18:46:12,,,,QBOX-7000-0000-0000-000000000001,SCDL-47fa-f876-9b4a-292099932dc5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1944-0f3d-9cc9a327a3be,Down,QDisk,,135107.5,416188933.0,2.75,331960475.25
2395,2019-03-13T18:46:30.000Z,QBOX-8000-0000-0000-000000000006,,13/03/2019\ 18:46:32,13/03/2019\ 18:46:27,,,,QBOX-8000-0000-0000-000000000006,SCDL-030d-dd14-ac80-a40f85192721,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
2396,2019-03-13T18:46:40.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 18:46:41,13/03/2019\ 18:46:35,,,,QBOX-5000-0000-0000-000000000005,SCDL-4893-0393-5e47-a8f139912b33,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,6.0,44627521.0
2397,2019-03-13T18:46:50.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 18:46:43,13/03/2019\ 18:46:36,,,,QBOX-2000-0000-0000-000000000004,SCDL-6201-fb6f-c712-6a2308299da7,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,6.0,44627521.0
2398,2019-03-13T18:47:00.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 18:46:59,13/03/2019\ 18:46:52,,,,QBOX-5000-0000-0000-000000000005,SCDL-0577-7104-37c0-3530f766b058,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1944-0f3d-9cc9a327a3be,Down,QDisk,,0.0,696134398.25,2.5,653293699.0
2400,2019-03-13T18:47:20.000Z,QBOX-8000-0000-0000-000000000004,,13/03/2019\ 18:47:19,13/03/2019\ 18:47:13,,,,QBOX-8000-0000-0000-000000000004,SCDL-7e00-b806-2b6c-9bdf1a692a5f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,6.0,47826896.0
2401,2019-03-13T18:47:30.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 18:47:34,13/03/2019\ 18:47:27,,,,QBOX-8000-0000-0000-000000000004,SCDL-b866-4ddb-a765-c1a0a4b8ef10,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-1944-0f3d-9cc9a327a3be,Down,QDisk,,0.0,231849947.5,5.875,187826522.5
2406,2019-03-13T18:48:20.000Z,QBOX-6000-0000-0000-000000000001,,13/03/2019\ 18:48:17,13/03/2019\ 18:48:12,,,,QBOX-6000-0000-0000-000000000001,SCDL-1172-c8fa-ff69-96fa8ac4840f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
2412,2019-03-13T18:49:20.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 18:49:20,13/03/2019\ 18:49:15,,,,QBOX-5000-0000-0000-000000000004,SCDL-409d-36af-f20d-2cf23786d316,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
2413,2019-03-13T18:49:30.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 18:49:23,13/03/2019\ 18:49:18,,,,QBOX-5000-0000-0000-000000000005,SCDL-0fc5-9b88-752b-a05ddf8cd777,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,3.0,47826896.0
2414,2019-03-13T18:49:40.000Z,QBOX-6000-0000-0000-000000000001,,13/03/2019\ 18:49:41,13/03/2019\ 18:49:35,,,,QBOX-8000-0000-0000-000000000004,SCDL-20b7-cb35-6624-a446b1fa289f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,48940318.71428572,6.0,46912788.85714286
2417,2019-03-13T18:50:10.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 18:50:03,13/03/2019\ 18:49:57,,,,QBOX-2000-0000-0000-000000000004,SCDL-0c51-c5ca-9e52-bed08ad711ac,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,6.0,46227208.5
2472,2019-03-13T18:59:20.000Z,QBOX-7000-0000-0000-000000000001,,13/03/2019\ 18:59:18,13/03/2019\ 18:59:13,,,,QBOX-7000-0000-0000-000000000001,SCDL-9288-db02-6923-70d93ef1c246,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
2502,2019-03-13T19:04:20.000Z,QBOX-6000-0000-0000-000000000004,,13/03/2019\ 19:04:18,13/03/2019\ 19:04:11,,,,QBOX-6000-0000-0000-000000000004,SCDL-8725-a146-d7f9-4aa4f601ae05,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
2542,2019-03-13T19:11:00.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 19:11:05,13/03/2019\ 19:10:59,,,,QBOX-8000-0000-0000-000000000004,SCDL-e3f3-0aae-43ea-cabc559fed8e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2010-df1a-7f73c9d3653f,Down,QDisk,,0.0,484421898.6363637,3.4545454545454546,422323195.3181818
2543,2019-03-13T19:11:10.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 19:11:06,13/03/2019\ 19:10:59,,,,QBOX-6000-0000-0000-000000000001,SCDL-88b5-0f55-362a-63d69e4fd4dd,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2010-df1a-7f73c9d3653f,Down,QDisk,,0.0,564325571.2857143,3.6190476190476186,499720349.04761904
2553,2019-03-13T19:12:50.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 19:12:48,13/03/2019\ 19:12:43,,,,QBOX-6000-0000-0000-000000000005,SCDL-5e51-d5b7-6c96-c6c14bf51519,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
2555,2019-03-13T19:13:10.000Z,QBOX-6000-0000-0000-000000000005,,13/03/2019\ 19:13:14,13/03/2019\ 19:13:06,,,,QBOX-7000-0000-0000-000000000001,SCDL-c929-4613-f842-9561b1f45f2e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,386814232.0,4.5,343382169.875
2558,2019-03-13T19:13:40.000Z,QBOX-8000-0000-0000-000000000006,,13/03/2019\ 19:13:42,13/03/2019\ 19:13:35,,,,QBOX-8000-0000-0000-000000000006,SCDL-4593-7709-61d8-aea7126ca19e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
2561,2019-03-13T19:14:10.000Z,QBOX-2000-0000-0000-000000000004,,13/03/2019\ 19:14:03,13/03/2019\ 19:13:58,,,,QBOX-2000-0000-0000-000000000004,SCDL-c7f4-5342-a0de-2636718728ed,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
2563,2019-03-13T19:14:30.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 19:14:30,13/03/2019\ 19:14:24,,,,QBOX-5000-0000-0000-000000000005,SCDL-7850-9059-76ec-aba79ff3c46c,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,6.0,46227208.5
2564,2019-03-13T19:14:40.000Z,QBOX-5000-0000-0000-000000000004,,13/03/2019\ 19:14:45,13/03/2019\ 19:14:39,,,,QBOX-5000-0000-0000-000000000004,SCDL-9d2e-1dc4-a476-b5ef9b883b29,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,6.0,44627521.0
2565,2019-03-13T19:14:50.000Z,QBOX-5000-0000-0000-000000000005,,13/03/2019\ 19:14:48,13/03/2019\ 19:14:43,,,,QBOX-5000-0000-0000-000000000005,SCDL-cfcb-a1d8-eae5-8d3947c35dd5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0313-2010-df1a-7f73c9d3653f,Down,QDisk,,0.0,696134398.25,2.75,653293699.0
