,time,transfer_history.first_attached_node,transfer_history.last_chunk_id,transfer_history.last_completion_date_string,transfer_history.last_creation_date_string,transfer_history.last_data_type,transfer_history.last_data_type_1,transfer_history.last_direction,transfer_history.last_qbox,transfer_history.last_qguid,transfer_history.last_remote_location_name,transfer_history.last_session,transfer_history.last_state,transfer_history.last_task,transfer_history.last_transfer_direction,transfer_history.last_transfer_type,transfer_history.last_transfer_type_1,transfer_history.mean_actually_transferred_size,transfer_history.mean_cached_data_size,transfer_history.mean_time_transfer_sec,transfer_history.mean_transfer_size
5099,2019-03-17T01:04:00.000Z,QBOX-9000-0000-0000-000000000005,0.0,17/03/2019\ 01:04:49,17/03/2019\ 01:04:46,UserResult,UserResult,Up,QBOX-4000-0000-1000-000000000005,SCDL-94be-c07c-958c-966906cbc788,62bdd56387326f1e9a06abf986294635c8adba6ea729d662bb5fc14a4af3062f,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0204-b0d4-fa7f2a4a8e88,Down,Docker,S3,74.16666666666667,58027728.58333334,2.833333333333333,58027802.75
5100,2019-03-17T01:05:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:05:20,17/03/2019\ 01:05:15,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000003,SCDL-ee7a-1039-fbb5-4f0a65e934aa,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0205-337f-f188a3e0c34f,Down,QDisk,S3,0.0,48025010.28571428,4.357142857142857,44919058.85714286
5101,2019-03-17T01:06:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:06:38,17/03/2019\ 01:06:34,,,,QBOX-4000-0000-1000-000000000005,SCDL-07ad-49d5-032c-4fca8b7392a5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0206-806b-29bad8203f45,Down,Docker,,0.0,31661359.0,4.0,31661359.0
5102,2019-03-17T01:07:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:07:25,17/03/2019\ 01:07:20,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-a813-cadb-8b30-ebe6f6c81184,bb8d1212035eaf00c84112073fa82aae044c5b90d3c6bbfa83f58cf7922f089a,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0205-1963-e548f2faafbc,Down,Docker,Docker,0.0,55225191.0,5.0,52507483.5
5103,2019-03-17T01:08:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:08:11,17/03/2019\ 01:08:08,,,,QBOX-4000-0000-1000-000000000005,SCDL-a307-3fa8-3f24-f373a0727681,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0208-188a-64277c932ba7,Down,QDisk,,0.0,441561003.0,3.0,435322923.0
5104,2019-03-17T01:09:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:08:58,17/03/2019\ 01:08:56,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-c74f-1bb5-ebbe-5bf82862521d,035433e75ef36d452398c82659cdaaef504a3ec7eef7854e7c03942d5371c50c,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0208-db85-6e1eb00c16d0,Down,Docker,Docker,0.0,36137915.0,3.5,33420207.5
5105,2019-03-17T01:10:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:10:22,17/03/2019\ 01:10:18,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000003,SCDL-90ae-c79d-e0e3-f81afce7e349,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0210-47d3-9186deaff951,Down,Docker,S3,2.4285714285714284,298097991.21428573,3.5,294539920.78571427
5106,2019-03-17T01:11:00.000Z,QBOX-9000-0000-0000-000000000005,115.0,17/03/2019\ 01:11:45,17/03/2019\ 01:11:40,UserResult,UserResult,Up,QBOX-4000-0000-1000-000000000005,SCDL-23ad-99c5-1b7d-bdc5421e956c,ac0861baad7ade5ef1fb58398afd6168db098ac108eb34bb778265c857a614af,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0211-9244-a2be6bc95201,Down,Docker,S3,473971.0,16234081.5,4.0,16379596.0
5107,2019-03-17T01:12:00.000Z,QBOX-9000-0000-0000-000000000005,119.0,17/03/2019\ 01:12:51,17/03/2019\ 01:12:48,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-99c5-54af-a040-6d1f599f7a04,ac0861baad7ade5ef1fb58398afd6168db098ac108eb34bb778265c857a614af,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0210-47d3-9186deaff951,Up,S3,S3,270863.4285714286,381609464.14285713,3.4285714285714284,380916120.2857143
5108,2019-03-17T01:13:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:13:07,17/03/2019\ 01:13:03,Docker,Docker,Down,QBOX-4000-0000-1000-000000000003,SCDL-1889-ace8-e8c8-200f746baa09,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0213-0d29-730343c155f1,Down,Docker,Docker,0.0,36541317.0,5.0,33823609.5
5110,2019-03-17T01:15:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:15:35,17/03/2019\ 01:14:21,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000005,SCDL-b6a5-3405-3c51-68be830595f6,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0214-4cb6-1f7599307113,Down,QDisk,S3,31371870.2,707032674.8,77.4,315048945.5
5112,2019-03-17T01:17:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:17:36,17/03/2019\ 01:17:32,UserData,Basesystem,Down,QBOX-4000-0000-1000-000000000005,SCDL-66a3-6978-0c99-6b752ad70716,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0217-75c4-bda70c740995,Down,Docker,S3,0.0,29772312.66666667,3.6666666666666665,27960433.5
5113,2019-03-17T01:18:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:18:06,17/03/2019\ 01:17:35,,,,QBOX-4000-0000-1000-000000000005,SCDL-a1a6-c912-108a-20a788a52039,,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0217-8000-a7eea8b1c2a8,Down,QDisk,,0.0,12987532.2,21.4,12987265.2
5114,2019-03-17T01:19:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:19:33,17/03/2019\ 01:19:32,,,,QBOX-4000-0000-1000-000000000005,SCDL-3ee5-aa03-5d27-c146d7f29664,,QSES-0317-0217-8000-a7eea8b1c2a8,Completed,QJOB-0317-0217-8333-aeecf5878d44,Down,QDisk,,0.0,445.0,1.5,0.0
5115,2019-03-17T01:20:00.000Z,QBOX-4000-0000-1000-000000000005,0.0,17/03/2019\ 01:20:43,17/03/2019\ 01:20:42,UserSnapshotResult,UserSnapshotResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-0e5a-aba3-5bc7-7879ff2e01b8,0fe5dedbc507c6dc5feaff22a69e60705d31087e321f41d7addfe2c46d429ca0,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0217-52d1-d3b3757b4e7a,Up,S3,S3,222.5,16234081.5,2.0,16234304.0
5116,2019-03-17T01:21:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:21:55,17/03/2019\ 01:21:52,Docker,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-862d-a61b-3ae4-4808979235db,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0221-c230-de601acb8eb4,Down,Docker,Docker,0.0,29575555.0,3.0,28410759.64285714
5117,2019-03-17T01:22:00.000Z,QBOX-4000-0000-1000-000000000005,0.0,17/03/2019\ 01:22:31,17/03/2019\ 01:22:31,UserResult,UserData,Down,QBOX-9000-0000-0000-000000000005,SCDL-1da6-6989-685d-6f2305ded247,868d7478dee6b185d654900ed54336458c451c0dcf9370874770e1b6d2508aac,QSES-0317-0221-34fe-3fb82db444fd,Completed,QJOB-0317-0221-37f0-c86c3ac64dde,Up,S3,S3,31.785714285714285,22036275.92857143,13.928571428571427,21259692.714285716
5118,2019-03-17T01:23:00.000Z,QBOX-4000-0000-1000-000000000003,0.0,17/03/2019\ 01:23:41,17/03/2019\ 01:23:40,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-22f6-2786-dacc-2820f6402349,0dd7ef36585633d533c0e6655eb7e6ff641e5589fced7841bbefb25f11d086a3,QSES-0317-0221-2583-81a06408f3b7,Completed,QJOB-0317-0221-27df-9aa2882f8c08,Up,S3,S3,148.33333333333334,10822869.333333334,1.6666666666666667,10822869.333333334
5119,2019-03-17T01:24:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:24:00,17/03/2019\ 01:23:57,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-b3bd-5325-eb60-68f1fc647070,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0223-dd80-1ecdc592a64a,Down,Docker,Docker,0.0,36541317.0,4.5,33823609.5
5120,2019-03-17T01:25:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:25:05,17/03/2019\ 01:25:00,,,,QBOX-4000-0000-1000-000000000005,SCDL-ff02-2f5a-f758-c44a2df020aa,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0224-e8d3-8cb21e8dfae3,Down,Docker,,0.0,32468163.0,5.0,32468163.0
5121,2019-03-17T01:26:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:26:16,17/03/2019\ 01:26:10,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-70b6-255e-f1ab-b25e8c26a56b,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0226-22da-b9906f0fb4e7,Down,S3,Docker,0.0,35571518.428571425,4.6190476190476195,33500884.14285714
5123,2019-03-17T01:28:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:28:32,17/03/2019\ 01:28:29,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-367a-f745-1d64-310ce72ad79c,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0228-731e-5f1b48770af9,Down,Docker,Docker,0.0,36541317.0,4.5,33823609.5
5125,2019-03-17T01:30:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:30:39,17/03/2019\ 01:30:34,Docker,Docker,Down,QBOX-4000-0000-1000-000000000003,SCDL-7df4-f29c-3801-6d3dc16e5b0c,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0228-731e-5f1b48770af9,Down,QDisk,Docker,0.0,34504740.0,4.125,33145886.25
5126,2019-03-17T01:31:00.000Z,QBOX-4000-0000-1000-000000000003,,17/03/2019\ 01:31:54,17/03/2019\ 01:31:50,,,,QBOX-4000-0000-1000-000000000003,SCDL-f893-e312-5e6a-ffe04e640a18,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0231-c0ec-a70842090448,Down,QDisk,,0.0,37355947.8,4.0,34094698.8
5127,2019-03-17T01:32:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:32:43,17/03/2019\ 01:32:37,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-6a4e-5d22-292b-b4f7409e40ba,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0232-9114-107a8d283501,Down,S3,Docker,505178275.0588235,31001543.58823529,40.70588235294117,534581114.8235294
5128,2019-03-17T01:33:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:33:37,17/03/2019\ 01:33:34,,,,QBOX-4000-0000-1000-000000000005,SCDL-6385-9d18-9747-8c4fc9f80934,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0233-7d27-83d6c64e2c98,Down,Docker,,0.0,32468163.0,3.8,32468163.0
5129,2019-03-17T01:34:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:33:58,17/03/2019\ 01:33:58,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-208c-90d9-41a8-eb34f421d331,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0233-ddcd-95876a28f79d,Down,Docker,Docker,0.0,1455578033.3333333,2.333333333333333,1453766080.0
5130,2019-03-17T01:35:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:35:01,17/03/2019\ 01:34:57,,,,QBOX-4000-0000-1000-000000000005,SCDL-eb1e-9569-1d97-32637550cb44,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0234-da2b-3d16e19fe281,Down,Docker,,0.0,32468163.0,4.0,32468163.0
5131,2019-03-17T01:36:00.000Z,QBOX-9000-0000-0000-000000000005,0.0,17/03/2019\ 01:36:46,17/03/2019\ 01:36:39,UserResult,UserResult,Up,QBOX-4000-0000-1000-000000000003,SCDL-8363-1014-6b89-37fb2109617a,8418eb4264bd53468eabf7f595e3d99d80e6600c79235ed8658811f0663b97a2,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0236-94f1-430ffd182e30,Down,QDisk,S3,89.0,887148627.0,3.9,885518091.5
5132,2019-03-17T01:37:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:37:45,17/03/2019\ 01:37:40,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-02aa-b510-e03d-9df77e503c4c,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0237-50c0-4c210d85b504,Down,S3,S3,0.0,367135484.30769235,4.730769230769232,364208722.38461536
5133,2019-03-17T01:38:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:38:26,17/03/2019\ 01:38:22,,,,QBOX-4000-0000-1000-000000000005,SCDL-96a2-f9c2-cd09-2b81e3b0a54e,,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0238-5352-b4d5da740a5a,Down,Docker,,0.0,19480919.8,2.6666666666666665,19480897.8
5134,2019-03-17T01:39:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:39:47,17/03/2019\ 01:39:44,UserData,UserData,Down,QBOX-4000-0000-1000-000000000005,SCDL-c577-52b2-b559-63ab0b5204b6,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0317-0238-3334-5f0a6b562f67,Completed,QJOB-0317-0238-3562-671ef6d84b76,Down,QDisk,S3,28.62903225806452,1834542.4193548388,2.5645161290322585,1658516.935483871
5135,2019-03-17T01:40:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:40:41,17/03/2019\ 01:40:37,,,,QBOX-4000-0000-1000-000000000003,SCDL-8f2f-6d95-ba8c-70bc8061089f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0240-905b-5b10fd1a5833,Down,Docker,,0.0,26387713.0,4.25,25028845.5
5136,2019-03-17T01:41:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:41:39,17/03/2019\ 01:41:36,Docker,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-a23d-f45c-480e-d01bb6aaed95,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0241-86f3-6ecebd0c03f6,Down,Docker,Docker,0.0,35183599.0,3.333333333333333,33371794.0
5137,2019-03-17T01:42:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:42:24,17/03/2019\ 01:42:17,UserData,UserData,Down,QBOX-4000-0000-1000-000000000003,SCDL-df58-0df5-32c0-1b3523aab65c,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0242-433e-a446a3241e12,Down,QDisk,S3,6.25,125359292.30555557,2.7222222222222223,124905358.41666669
5138,2019-03-17T01:43:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:43:46,17/03/2019\ 01:43:42,,,,QBOX-4000-0000-1000-000000000005,SCDL-a03d-dff1-d5a3-f4b6657341db,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0243-a13c-d82288774bde,Down,Docker,,0.0,17316353.6,4.466666666666667,17316353.6
5139,2019-03-17T01:44:00.000Z,QBOX-4000-0000-1000-000000000005,-1.0,17/03/2019\ 01:44:52,17/03/2019\ 01:44:50,UserData,UserData,Down,QBOX-9000-0000-0000-000000000005,SCDL-6b83-6c57-11ef-a68d8d3797eb,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0317-0236-94f1-430ffd182e30,Completed,QJOB-0317-0237-1ed0-14f2f303c069,Down,S3,S3,0.0,10823937.666666666,2.333333333333333,10822721.0
5140,2019-03-17T01:45:00.000Z,QBOX-9000-0000-0000-000000000005,0.0,17/03/2019\ 01:45:15,17/03/2019\ 01:45:10,UserResult,UserResult,Up,QBOX-4000-0000-1000-000000000003,SCDL-bccc-550d-fabf-ee408424f65b,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0236-94f1-430ffd182e30,Down,QDisk,S3,6.666666666666668,293824181.73333335,2.6666666666666665,293098493.06666666
5141,2019-03-17T01:46:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:46:14,17/03/2019\ 01:46:12,Docker,Basesystem,Down,QBOX-2000-0000-0000-000000000004,SCDL-dd44-5ac6-68b7-9f98474d2cc3,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0246-2862-d2f6e0a7fb34,Down,Docker,S3,0.0,1687896922.7692306,4.769230769230768,1684970160.8461535
5142,2019-03-17T01:47:00.000Z,QBOX-4000-0000-1000-000000000006,-1.0,17/03/2019\ 01:47:55,17/03/2019\ 01:47:49,Docker,Docker,Down,QBOX-4000-0000-1000-000000000003,SCDL-0788-d2c9-8478-e3981d80138a,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0247-be84-6affb15f90a4,Down,QDisk,Docker,4586263.714285715,639531711.1428572,3.7142857142857135,642176747.3571428
5143,2019-03-17T01:48:00.000Z,QBOX-4000-0000-1000-000000000003,-1.0,17/03/2019\ 01:48:43,17/03/2019\ 01:48:41,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000003,SCDL-cd7f-b18b-845e-a702e753107e,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0236-94f1-430ffd182e30,Down,Docker,S3,1.2195121951219512,226678857.4878049,3.5365853658536586,225219927.1219512
5144,2019-03-17T01:49:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:49:25,17/03/2019\ 01:49:19,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-529d-f2f2-e6d3-c9a35db5ba75,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0247-e885-e27770fdb0dd,Down,S3,S3,15.714285714285715,16242459.285714285,3.571428571428572,14689527.0
5145,2019-03-17T01:50:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:50:35,17/03/2019\ 01:50:29,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-a881-01fc-c3d5-7d41e2cbd3b7,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0247-be84-6affb15f90a4,Down,S3,Docker,24.444444444444446,11727878.555555554,2.6666666666666665,11123989.555555556
5146,2019-03-17T01:51:00.000Z,QBOX-4000-0000-1000-000000000003,-1.0,17/03/2019\ 01:51:44,17/03/2019\ 01:51:42,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-07ff-f89c-05e7-94bb7ddea543,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0236-94f1-430ffd182e30,Down,Docker,Docker,78.125,272922271.25,3.4375,272581218.125
5147,2019-03-17T01:52:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:52:17,17/03/2019\ 01:52:14,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-0285-7f75-30e6-fa27ec298185,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0252-38c0-f063a2f09248,Down,Docker,Docker,13.75,18270672.25,3.5,16911856.5
5148,2019-03-17T01:53:00.000Z,QBOX-4000-0000-1000-000000000003,,17/03/2019\ 01:53:54,17/03/2019\ 01:53:47,,,,QBOX-4000-0000-1000-000000000003,SCDL-b3ea-14e4-cf4a-85f20f940911,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0253-b833-ae0dfa1d2c5b,Down,QDisk,,0.0,35183599.0,5.0,33371794.0
5149,2019-03-17T01:54:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:54:39,17/03/2019\ 01:54:34,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-749a-8356-6d05-bfa863d72aab,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0254-83ec-76e20c886f83,Down,S3,S3,10.714285714285714,4061597.5,2.642857142857143,3672377.6785714286
5155,2019-03-17T02:00:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 02:00:35,17/03/2019\ 02:00:33,,,,QBOX-4000-0000-1000-000000000005,SCDL-d431-04d4-a8e1-1e0561845991,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0300-7e53-1a8e61766c7a,Down,Docker,,0.0,32468163.0,2.0,32468163.0
5156,2019-03-17T02:01:00.000Z,QBOX-4000-0000-1000-000000000002,,17/03/2019\ 02:00:57,17/03/2019\ 02:00:55,,,,QBOX-4000-0000-1000-000000000002,SCDL-5c4c-d414-8d71-0f29de6ec0ac,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1846-4f19-7a620cf5ebc7,Down,Docker,,0.0,18180687813.5,8.0,81426280.5
5157,2019-03-17T02:02:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 02:01:59,17/03/2019\ 02:01:57,,,,QBOX-4000-0000-1000-000000000005,SCDL-c963-0b22-7e45-75c6c61c2c6e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0301-db22-e4c17e90e28b,Down,Docker,,0.0,32468163.0,2.0,32468163.0
5158,2019-03-17T02:03:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 02:03:29,17/03/2019\ 02:03:25,,,,QBOX-4000-0000-1000-000000000005,SCDL-d7a9-68ed-5005-cbc0aa7b18bf,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0303-5875-ff897f31307c,Down,QDisk,,0.0,10823017.666666666,2.0,10822721.0
5160,2019-03-17T02:05:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 02:05:06,17/03/2019\ 02:05:02,,,,QBOX-4000-0000-1000-000000000005,SCDL-a197-2dd4-6bb3-fed5763b1d67,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0305-003e-cf6f59a76970,Down,Docker,,0.0,70715136.4,3.8,70715136.4
5161,2019-03-17T02:06:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 02:06:42,17/03/2019\ 02:06:38,,,,QBOX-4000-0000-1000-000000000005,SCDL-6999-2d73-4304-cab374231ef2,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0306-91bb-ae13e047d909,Down,QDisk,,0.0,34736846.666666664,2.0,34615565.333333336
5163,2019-03-17T02:08:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 02:08:16,17/03/2019\ 02:08:12,,,,QBOX-4000-0000-1000-000000000005,SCDL-c6a1-9be2-1929-858a1323f81f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0308-2824-2620a72dc288,Down,QDisk,,0.0,873764886.0,2.6666666666666665,870645846.0
5165,2019-03-17T02:10:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 02:10:22,17/03/2019\ 02:10:18,,,,QBOX-4000-0000-1000-000000000005,SCDL-2e4f-8437-9719-3a5928ec1409,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0310-4047-fab660eb27b8,Down,Docker,,0.0,32468163.0,4.0,32468163.0
5167,2019-03-17T02:12:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 02:11:55,17/03/2019\ 02:11:53,,,,QBOX-4000-0000-1000-000000000005,SCDL-e82e-6dd2-6a16-65f0c480364d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0311-c804-03f5f4fc69d2,Down,Docker,,0.0,32468163.0,2.0,32468163.0
5171,2019-03-17T02:16:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 02:16:43,17/03/2019\ 02:16:40,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-92f1-b658-6c5f-b12a4bee0140,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0316-9d2b-c470d87048fa,Down,Docker,Docker,5321416.695652174,261787137.6086957,43.52173913043478,81804754.0
5172,2019-03-17T02:17:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 02:17:05,17/03/2019\ 02:17:03,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-8bf1-67d5-1dff-2f160f17b995,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0317-0a82-d2d5f5064ef8,Down,Docker,Docker,0.0,36541317.0,3.5,33823609.5
