time,transfer_history.first_attached_node,transfer_history.last_chunk_id,transfer_history.last_completion_date_string,transfer_history.last_creation_date_string,transfer_history.last_data_type,transfer_history.last_data_type_1,transfer_history.last_direction,transfer_history.last_qbox,transfer_history.last_qguid,transfer_history.last_remote_location_name,transfer_history.last_session,transfer_history.last_state,transfer_history.last_task,transfer_history.last_transfer_direction,transfer_history.last_transfer_type,transfer_history.last_transfer_type_1,transfer_history.mean_actually_transferred_size,transfer_history.mean_cached_data_size,transfer_history.mean_time_transfer_sec,transfer_history.mean_transfer_size
2019-03-14T04:15:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:16:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:17:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:18:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:19:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:20:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:21:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:22:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:23:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:24:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:25:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:26:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:27:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:28:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:29:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:30:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:31:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:32:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:33:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:34:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:35:00.000Z,QBOX-2000-0000-0000-000000000004,,14/03/2019\ 04:35:12,14/03/2019\ 04:35:08,,,,QBOX-2000-0000-0000-000000000004,SCDL-379f-4fbf-363f-4cf3d6a0b292,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0348-8068-772cc91b2caa,Down,Docker,,0,12135844892,8,68093569
2019-03-14T04:36:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:37:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:38:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:39:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:40:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:41:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:42:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:43:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:44:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:45:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:46:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:47:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:48:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:49:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:50:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:51:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:52:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:53:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:54:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:55:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:56:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 04:56:41,14/03/2019\ 04:56:37,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-4744-0835-b05e-ad436064d3da,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0556-929f-0e6af65e3e96,Down,Docker,Docker,0,36532571,5.5,33814863.5
2019-03-14T04:57:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T04:58:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 04:57:56,14/03/2019\ 04:57:53,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-9e68-3d3f-2795-735d5dd1382d,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0557-d06d-47b1d1f76db9,Down,Docker,Docker,0,36532571,4.5,33814863.5
2019-03-14T04:59:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 04:59:30,14/03/2019\ 04:59:23,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-cf01-5683-53a7-21b9586d31f0,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0559-596c-37f1129deb8b,Down,S3,S3,0,22732602.2,4,20558258.2
2019-03-14T05:00:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:00:52,14/03/2019\ 05:00:45,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-d219-dfcd-5504-ac8ef908fc3e,f0899efce007171250169337e45a4412e4dfe6b551ae6912942f188871e227e6,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0600-a12e-0f7303259424,Down,S3,Docker,89,48951933,4.3,46777856
2019-03-14T05:01:00.000Z,QBOX-4000-0000-1000-000000000005,,14/03/2019\ 05:00:58,14/03/2019\ 05:00:50,,,,QBOX-4000-0000-1000-000000000005,SCDL-f259-2de0-e897-a109306165e9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0600-bf0e-693256bec11e,Down,Docker,,0,46111987.333333336,7.888888888888889,43092312.333333336
2019-03-14T05:02:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:02:35,14/03/2019\ 05:02:29,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-f836-205f-e85d-32772fd63c74,035433e75ef36d452398c82659cdaaef504a3ec7eef7854e7c03942d5371c50c,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0602-7163-5a60aee50fee,Down,Docker,Docker,0,36129169,6,33411461.5
2019-03-14T05:03:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:03:56,14/03/2019\ 05:03:49,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-fa79-aae3-2f2c-f1a56eeaea51,5ccbb2182ba05c1f5df4bf9e6fcac5ef8c236293a566f483717a4b0b7b959588,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0603-bff3-ef9610859956,Down,S3,Docker,4.857142857142857,381606965.28571427,2.4285714285714284,378157019.4285714
2019-03-14T05:04:00.000Z,QBOX-4000-0000-1000-000000000005,,14/03/2019\ 05:04:45,14/03/2019\ 05:04:42,,,,QBOX-6000-0000-0000-000000000004,SCDL-aa0f-f728-5991-97411a309123,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0,198861310.875,4.625,195150091.375
2019-03-14T05:05:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:05:39,14/03/2019\ 05:05:35,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-a059-b7e8-c777-10f41ab469fb,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0314-0605-8953-f9c3c91f8924,Down,Docker,Docker,344691.8181818182,23617491.363636363,4.090909090909091,21746771.363636363
2019-03-14T05:06:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:07:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:07:16,14/03/2019\ 05:07:09,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-be5d-2571-8d0c-ee00fff8f793,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0314-0607-25a3-671ba15fbb3b,Down,S3,S3,0,37887373.666666664,6,34263763.666666664
2019-03-14T05:08:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:09:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:09:41,14/03/2019\ 05:09:38,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-6113-716f-a148-c8f532fc86e6,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0609-92cd-81b5d96ff122,Down,Docker,Docker,0,21106839,2.4,20019578
2019-03-14T05:10:00.000Z,QBOX-9000-0000-0000-000000000005,0,14/03/2019\ 05:10:48,14/03/2019\ 05:10:45,UserSnapshotResult,UserSnapshotResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-fd5a-a450-9f61-4df528701695,0fe5dedbc507c6dc5feaff22a69e60705d31087e321f41d7addfe2c46d429ca0,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0609-92cd-81b5d96ff122,Up,S3,S3,445,0,3,445
2019-03-14T05:11:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:11:21,14/03/2019\ 05:11:16,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-768f-09f0-851f-b6f6724414b0,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0314-0611-3dff-14aa53ffd6f4,Down,S3,S3,0,37887373.666666664,5,34263763.666666664
2019-03-14T05:12:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:11:27,14/03/2019\ 05:11:20,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-eac6-d08d-1902-259185232ba1,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0314-0611-4da5-e9f02382a0b5,Down,S3,S3,0,21919720.6,37.8,20288918.1
2019-03-14T05:13:00.000Z,QBOX-4000-0000-1000-000000000005,,14/03/2019\ 05:13:28,14/03/2019\ 05:13:24,,,,QBOX-4000-0000-1000-000000000005,SCDL-3b52-d452-1944-00fce11cf17a,,00000000-0000-0000-0000-000000000000,Completed,QSES-0314-0611-3dff-14aa53ffd6f4,Down,Docker,,0,36532571,5.5,33814863.5
2019-03-14T05:14:00.000Z,QBOX-9000-0000-0000-000000000005,0,14/03/2019\ 05:14:55,14/03/2019\ 05:11:56,UserResult,UserResult,Up,QBOX-4000-0000-1000-000000000001,SCDL-c62e-db91-0566-0199a72be5eb,9b722656dadae7e471f9b1ce2deb2a6c5d3f0256335c3a10a8bb3094d6a1571b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0611-d125-470b3ec1944d,Down,QDisk,S3,13131400.181818182,409076147.54545456,39.36363636363637,137440860.45454547
2019-03-14T05:15:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:15:14,14/03/2019\ 05:15:09,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-bcef-4e9a-561b-bcdbdc84e200,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0314-0615-22fc-19070832bc18,Down,S3,S3,0,37887373.666666664,4,34263763.666666664
2019-03-14T05:16:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:17:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:17:14,14/03/2019\ 05:17:11,Docker,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-6b87-d7dd-2645-dfbfa9c67a82,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0617-287f-3d68156b87e7,Down,Docker,Docker,0,36293488.176470585,4.882352941176471,33735645.823529415
2019-03-14T05:18:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:19:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:19:09,14/03/2019\ 05:19:03,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-31f7-5084-70cf-d1f781dc552f,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0618-9dc4-750ece213ea9,Down,S3,S3,0,752717477.1666666,5,749093867.1666666
2019-03-14T05:20:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:20:16,14/03/2019\ 05:20:13,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-cbe6-d9b7-580f-7abcab081bfc,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0620-333a-27b8f33a3882,Down,Docker,Docker,0,36532571,4.5,33814863.5
2019-03-14T05:21:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:21:46,14/03/2019\ 05:21:41,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-70a2-7f11-40e0-3ab122bd4de2,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0621-a118-84b18ee9b941,Down,S3,S3,0,881462806.4,3.2,879288462.4
2019-03-14T05:22:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:23:00.000Z,QBOX-9000-0000-0000-000000000005,0,14/03/2019\ 05:23:50,14/03/2019\ 05:23:47,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-210f-aeb6-c378-4d35ea671898,8418eb4264bd53468eabf7f595e3d99d80e6600c79235ed8658811f0663b97a2,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0621-a118-84b18ee9b941,Up,S3,S3,445,0,3,445
2019-03-14T05:24:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:24:02,14/03/2019\ 05:24:00,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-f892-72f9-6776-03b0ee1b7afe,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QSES-0314-0624-02b2-abd501b92a78,Down,Docker,Docker,0,2183358081.5,4,2180640374
2019-03-14T05:25:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:26:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:26:49,14/03/2019\ 05:26:47,UserData,UserData,Down,QBOX-9000-0000-0000-000000000005,SCDL-7cfc-5578-f9ff-93c33ced0d32,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0314-0624-02b2-abd501b92a78,Completed,QJOB-0314-0624-39a5-13e41a19f287,Down,S3,S3,49.193548387096776,798.3870967741935,2.7419354838709675,49.193548387096776
2019-03-14T05:27:00.000Z,QBOX-9000-0000-0000-000000000005,0,14/03/2019\ 05:27:37,14/03/2019\ 05:27:35,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-2b88-336c-83a6-e6db7ef92586,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0314-0624-02b2-abd501b92a78,Completed,QJOB-0314-0624-640f-58f6defd099d,Up,S3,S3,13,780.6666666666666,2.506666666666667,13
2019-03-14T05:28:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:28:46,14/03/2019\ 05:28:43,Docker,Docker,Down,QBOX-2000-0000-0000-000000000004,SCDL-33b6-4750-ca1e-1dcae039a192,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,Docker,0,1115391570.75,4.5,1112849991.25
2019-03-14T05:29:00.000Z,QBOX-2000-0000-0000-000000000004,,14/03/2019\ 05:28:52,14/03/2019\ 05:28:48,,,,QBOX-2000-0000-0000-000000000004,SCDL-10dc-0110-feac-9cefab5d8561,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0628-b204-ba6c8e1f351f,Down,Docker,,0,12135844892,8,68093569
2019-03-14T05:30:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:29:59,14/03/2019\ 05:29:53,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-9f86-38da-e1fc-5a37350b07b8,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QSES-0314-0624-02b2-abd501b92a78,Down,S3,Docker,0,2897611782.3333335,4,2895799977.3333335
2019-03-14T05:31:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:32:00.000Z,QBOX-9000-0000-0000-000000000005,0,14/03/2019\ 05:32:51,14/03/2019\ 05:32:47,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-3e8d-d744-be74-302df61887ed,fb9cecfb45eed643a09ee618bd77e5cfc781ee1829ccd52bd9eccd263298e073,QSES-0314-0624-02b2-abd501b92a78,Completed,QJOB-0314-0624-9bc0-77046a0d0f7c,Up,S3,S3,13.5,909,3.26,13.5
2019-03-14T05:33:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:33:21,14/03/2019\ 05:33:14,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-ad70-107b-5d3f-d7a270f6c3eb,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0633-3728-ed391c8c2e65,Down,S3,Docker,0,35177768.333333336,5,33365963.333333332
2019-03-14T05:34:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:35:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:34:52,14/03/2019\ 05:34:50,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-c0a9-545a-eb06-011b238dc621,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0634-c039-bb61ae13eb4d,Down,Docker,Docker,0,36532571,3.5,33814863.5
2019-03-14T05:36:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:36:20,14/03/2019\ 05:36:17,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-8d23-4dd1-ce38-40eed35ad4d9,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0636-4408-62ea5ff9ce59,Down,Docker,Docker,0,29226145.8,4.2,27051890.8
2019-03-14T05:37:00.000Z,QBOX-9000-0000-0000-000000000005,0,14/03/2019\ 05:37:41,14/03/2019\ 05:37:39,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-1fa7-bc05-f7ff-1673ff9cd8c7,62bdd56387326f1e9a06abf986294635c8adba6ea729d662bb5fc14a4af3062f,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0636-4408-62ea5ff9ce59,Up,S3,S3,445,0,2,445
2019-03-14T05:38:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:38:08,14/03/2019\ 05:38:00,Docker,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-e197-ba45-cf6f-a14dc3607baf,bb8d1212035eaf00c84112073fa82aae044c5b90d3c6bbfa83f58cf7922f089a,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0637-e893-70320e1bb96a,Down,QDisk,Docker,0,53590538.28571428,5.0476190476190474,50743416.14285714
2019-03-14T05:39:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:39:42,14/03/2019\ 05:39:37,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-a18f-6c50-a25c-1e64ae5899b5,88465996368fe23927130b4e99d0e6522700c53785bb12f7fd4c5884aba3bee0,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0639-918d-2f08c1937937,Down,S3,S3,0,37080899.6,3.8,34833964.8
2019-03-14T05:40:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:41:00.000Z,QBOX-9000-0000-0000-000000000005,-1,14/03/2019\ 05:41:20,14/03/2019\ 05:41:14,UserData,UserData,Down,QBOX-4000-0000-1000-000000000005,SCDL-e77d-3849-8bbd-5d6ea512b360,5ccbb2182ba05c1f5df4bf9e6fcac5ef8c236293a566f483717a4b0b7b959588,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0641-34a1-11ad7300b5af,Down,QDisk,S3,301242.1818181818,251923359.54545453,2.727272727272727,247086047.0909091
2019-03-14T05:42:00.000Z,QBOX-9000-0000-0000-000000000005,116,14/03/2019\ 05:42:46,14/03/2019\ 05:42:45,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-c96b-078a-d20d-d1e3de001404,ac0861baad7ade5ef1fb58398afd6168db098ac108eb34bb778265c857a614af,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0641-34a1-11ad7300b5af,Up,S3,S3,947760.5,0,2,290793
2019-03-14T05:43:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:44:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:45:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:46:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:47:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:48:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:49:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:50:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:51:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:52:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:53:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:54:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:55:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:56:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:57:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:58:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T05:59:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:01:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:02:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:03:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:04:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:05:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:06:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:07:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:08:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:09:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:10:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:11:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:12:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:13:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:14:00.000Z,QBOX-4000-0000-1000-000000000001,,14/03/2019\ 06:14:09,14/03/2019\ 06:11:52,,,,QBOX-4000-0000-1000-000000000001,SCDL-4ba0-c6ec-0d20-04a9a911e2a8,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0314-0711-c61c-7f875a6043fc,Down,Docker,,38280261.5,1493585612,137,744819214
2019-03-14T06:15:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:16:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:17:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:18:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:19:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:20:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:21:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:22:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:23:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:24:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:25:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:26:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:27:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:28:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:29:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:30:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:31:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:32:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:33:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:34:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:35:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:36:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:37:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:38:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:39:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:40:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:41:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:42:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:43:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:44:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:45:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:46:00.000Z,QBOX-7000-0000-0000-000000000001,,14/03/2019\ 06:46:17,14/03/2019\ 06:46:09,,,,QBOX-7000-0000-0000-000000000001,SCDL-bc85-4e4f-df6a-f0064761f8e9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0,49403863.666666664,6,47826896
2019-03-14T06:47:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:48:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:49:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:50:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-14T06:51:00.000Z,,,,,,,,,,,,,,,,,,,,
