,actually_transferred_size,direction,id,node,profile,res,size,subtime,time_taken,type,job_id,workload_name,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata,ratio_minus_1
0,445.0,Up,0,QBOX-6000-0000-0000-000000000004,0_profile,1,445.0,247.0,2.0,S3,0,ec5494,247.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,247.00002999999998,0.010036,247.01006600000002,2.9999999999999997e-05,0.010066,1.00299,1700 1707,0.0,,198.28258270227184
1,445.0,Up,1,QBOX-4000-0000-1000-000000000007,1_profile,1,445.0,264.0,2.0,S3,1,ec5494,264.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,264.000045,0.010004,264.01004900000004,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,198.9200319872051
8,946919.0,Up,8,QBOX-4000-0000-1000-000000000007,8_profile,1,289891.0,577.0,2.0,S3,8,ec5494,577.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,577.000045,0.017575,577.01762,4.5e-05,0.01762,1.002561,1697 1707,0.0,,112.79800853485064
15,445.0,Up,15,QBOX-4000-0000-1000-000000000007,15_profile,1,445.0,953.0,3.0,S3,15,ec5494,953.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,953.0000449999999,0.010004,953.010049,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,298.88004798080766
16,445.0,Up,16,QBOX-6000-0000-0000-000000000001,16_profile,1,445.0,969.0,3.0,S3,16,ec5494,969.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,969.0000449999999,0.010036,969.010081,4.5e-05,0.010081,1.004485,1699 1707,0.0,,297.92387405340776
17,445.0,Up,17,QBOX-6000-0000-0000-000000000004,17_profile,1,445.0,1068.0,3.0,S3,17,ec5494,1068.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1068.000045,0.010036,1068.0100810000001,4.5e-05,0.010081,1.004485,1700 1707,0.0,,297.92387405340776
18,445.0,Up,18,QBOX-4000-0000-1000-000000000007,18_profile,1,445.0,1093.0,2.0,S3,18,ec5494,1093.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1093.000045,0.010004,1093.010049,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,198.9200319872051
19,445.0,Up,19,QBOX-4000-0000-1000-000000000007,19_profile,1,445.0,1100.0,4.0,S3,19,ec5494,1100.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1100.000045,0.010004,1100.010049,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,398.8400639744102
20,445.0,Up,20,QBOX-6000-0000-0000-000000000004,20_profile,1,445.0,1108.0,3.0,S3,20,ec5494,1108.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1108.000045,0.010036,1108.0100810000001,4.5e-05,0.010081,1.004485,1700 1707,0.0,,297.92387405340776
22,445.0,Up,22,QBOX-4000-0000-1000-000000000007,22_profile,1,445.0,1192.0,2.0,S3,22,ec5494,1192.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1192.000045,0.010004,1192.010049,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,198.9200319872051
24,445.0,Up,24,QBOX-4000-0000-1000-000000000007,24_profile,1,445.0,1783.0,2.0,S3,24,ec5494,1783.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1783.000045,0.010004,1783.0100489999998,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,198.9200319872051
25,1250.0,Down,25,QBOX-4000-0000-1000-000000000007,25_profile,1,1250.0,1920.0,9.0,S3,25,ec5494,1920.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1920.000045,0.01001,1920.010055,4.5e-05,0.010055,1.0044959999999998,1697 1707,0.0,,898.1008991008991
26,25.0,Up,26,QBOX-4000-0000-1000-000000000007,26_profile,1,25.0,1942.0,2.0,S3,26,ec5494,1942.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1942.000045,0.01,1942.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,199.0
27,25.0,Up,27,QBOX-4000-0000-1000-000000000007,27_profile,1,25.0,1942.0,2.0,S3,27,ec5494,1942.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1942.00006,0.01,1942.01006,5.9999999999999995e-05,0.01006,1.006001,1697 1707,0.0,,199.0
28,25.0,Up,28,QBOX-4000-0000-1000-000000000007,28_profile,1,25.0,1942.0,5.0,S3,28,ec5494,1942.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1942.000075,0.01,1942.010075,7.5e-05,0.010075,1.007501,1697 1707,0.0,,499.0
29,25.0,Up,29,QBOX-4000-0000-1000-000000000007,29_profile,1,25.0,1943.0,4.0,S3,29,ec5494,1943.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1943.000045,0.01,1943.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,399.0
30,25.0,Up,30,QBOX-4000-0000-1000-000000000007,30_profile,1,25.0,1943.0,4.0,S3,30,ec5494,1943.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1943.00006,0.01,1943.01006,5.9999999999999995e-05,0.01006,1.006001,1697 1707,0.0,,399.0
31,25.0,Up,31,QBOX-4000-0000-1000-000000000007,31_profile,1,25.0,1943.0,4.0,S3,31,ec5494,1943.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1943.000075,0.01,1943.010075,7.5e-05,0.010075,1.007501,1697 1707,0.0,,399.0
32,25.0,Up,32,QBOX-4000-0000-1000-000000000007,32_profile,1,25.0,1943.0,4.0,S3,32,ec5494,1943.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1943.0000899999998,0.01,1943.0100899999998,9e-05,0.01009,1.009001,1697 1707,0.0,,399.0
33,25.0,Up,33,QBOX-4000-0000-1000-000000000007,33_profile,1,25.0,1943.0,4.0,S3,33,ec5494,1943.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1943.000105,0.01,1943.010105,0.000105,0.010105,1.010501,1697 1707,0.0,,399.0
35,25.0,Up,35,QBOX-4000-0000-1000-000000000007,35_profile,1,25.0,1956.0,3.0,S3,35,ec5494,1956.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1956.000045,0.01,1956.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,299.0
36,25.0,Up,36,QBOX-4000-0000-1000-000000000007,36_profile,1,25.0,1956.0,3.0,S3,36,ec5494,1956.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1956.00006,0.01,1956.01006,5.9999999999999995e-05,0.01006,1.006001,1697 1707,0.0,,299.0
37,25.0,Up,37,QBOX-4000-0000-1000-000000000007,37_profile,1,25.0,1956.0,3.0,S3,37,ec5494,1956.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1956.000075,0.01,1956.010075,7.5e-05,0.010075,1.007501,1697 1707,0.0,,299.0
38,25.0,Up,38,QBOX-4000-0000-1000-000000000007,38_profile,1,25.0,1956.0,3.0,S3,38,ec5494,1956.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1956.0000899999998,0.01,1956.0100899999998,9e-05,0.01009,1.009001,1697 1707,0.0,,299.0
39,25.0,Up,39,QBOX-4000-0000-1000-000000000007,39_profile,1,25.0,1956.0,7.0,S3,39,ec5494,1956.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1956.000105,0.01,1956.010105,0.000105,0.010105,1.010501,1697 1707,0.0,,699.0
40,25.0,Up,40,QBOX-4000-0000-1000-000000000007,40_profile,1,25.0,1956.0,7.0,S3,40,ec5494,1956.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1956.00012,0.01,1956.01012,0.00011999999999999999,0.01012,1.012001,1697 1707,0.0,,699.0
41,25.0,Up,41,QBOX-4000-0000-1000-000000000007,41_profile,1,25.0,1956.0,7.0,S3,41,ec5494,1956.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1956.0001350000002,0.01,1956.0101350000002,0.000135,0.010135,1.0135020000000001,1697 1707,0.0,,699.0
42,25.0,Up,42,QBOX-4000-0000-1000-000000000007,42_profile,1,25.0,1957.0,6.0,S3,42,ec5494,1957.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1957.000045,0.01,1957.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,599.0
43,25.0,Up,43,QBOX-4000-0000-1000-000000000007,43_profile,1,25.0,1957.0,6.0,S3,43,ec5494,1957.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1957.00006,0.01,1957.01006,5.9999999999999995e-05,0.01006,1.006001,1697 1707,0.0,,599.0
44,25.0,Up,44,QBOX-4000-0000-1000-000000000007,44_profile,1,25.0,1972.0,3.0,S3,44,ec5494,1972.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1972.000045,0.01,1972.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,299.0
45,25.0,Up,45,QBOX-4000-0000-1000-000000000007,45_profile,1,25.0,1972.0,3.0,S3,45,ec5494,1972.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1972.00006,0.01,1972.01006,5.9999999999999995e-05,0.01006,1.006001,1697 1707,0.0,,299.0
46,25.0,Up,46,QBOX-4000-0000-1000-000000000007,46_profile,1,25.0,1972.0,6.0,S3,46,ec5494,1972.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1972.000075,0.01,1972.010075,7.5e-05,0.010075,1.007501,1697 1707,0.0,,599.0
47,25.0,Up,47,QBOX-4000-0000-1000-000000000007,47_profile,1,25.0,1972.0,6.0,S3,47,ec5494,1972.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1972.0000899999998,0.01,1972.0100899999998,9e-05,0.01009,1.009001,1697 1707,0.0,,599.0
48,25.0,Up,48,QBOX-4000-0000-1000-000000000007,48_profile,1,25.0,1972.0,6.0,S3,48,ec5494,1972.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1972.000105,0.01,1972.010105,0.000105,0.010105,1.010501,1697 1707,0.0,,599.0
49,25.0,Up,49,QBOX-4000-0000-1000-000000000007,49_profile,1,25.0,1972.0,6.0,S3,49,ec5494,1972.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1972.00012,0.01,1972.01012,0.00011999999999999999,0.01012,1.012001,1697 1707,0.0,,599.0
50,25.0,Up,50,QBOX-4000-0000-1000-000000000007,50_profile,1,25.0,1973.0,5.0,S3,50,ec5494,1973.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1973.000045,0.01,1973.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,499.0
51,25.0,Up,51,QBOX-4000-0000-1000-000000000007,51_profile,1,25.0,1973.0,5.0,S3,51,ec5494,1973.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1973.00006,0.01,1973.01006,5.9999999999999995e-05,0.01006,1.006001,1697 1707,0.0,,499.0
52,25.0,Up,52,QBOX-4000-0000-1000-000000000007,52_profile,1,25.0,1973.0,5.0,S3,52,ec5494,1973.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,1973.000075,0.01,1973.010075,7.5e-05,0.010075,1.007501,1697 1707,0.0,,499.0
53,1306.0,Up,53,QBOX-4000-0000-1000-000000000007,53_profile,1,1306.0,2138.0,2.0,S3,53,ec5494,2138.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2138.000045,0.01001,2138.010055,4.5e-05,0.010055,1.0044959999999998,1697 1707,0.0,,198.8001998001998
54,55.0,Up,54,QBOX-4000-0000-1000-000000000007,54_profile,1,55.0,2361.0,2.0,S3,54,ec5494,2361.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2361.000045,0.01,2361.010045,4.5e-05,0.010045,1.0045,1697 1707,0.0,,199.0
56,55.0,Up,56,QBOX-4000-0000-1000-000000000007,56_profile,1,55.0,2392.0,5.0,S3,56,ec5494,2392.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2392.000045,0.01,2392.010045,4.5e-05,0.010045,1.0045,1697 1707,0.0,,499.0
57,55.0,Up,57,QBOX-2000-0000-0000-000000000002,57_profile,1,55.0,2432.0,2.0,S3,57,ec5494,2432.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2432.000045,0.010001999999999999,2432.0100469999998,4.5e-05,0.010047,1.0045,1688 1707,0.0,,198.96000799840033
58,55.0,Up,58,QBOX-2000-0000-0000-000000000002,58_profile,1,55.0,2436.0,4.0,S3,58,ec5494,2436.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2436.000045,0.010001999999999999,2436.0100469999998,4.5e-05,0.010047,1.0045,1688 1707,0.0,,398.92001599680066
59,55.0,Up,59,QBOX-2000-0000-0000-000000000002,59_profile,1,55.0,2444.0,2.0,S3,59,ec5494,2444.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2444.000045,0.010001999999999999,2444.0100469999998,4.5e-05,0.010047,1.0045,1688 1707,0.0,,198.96000799840033
60,445.0,Up,60,QBOX-4000-0000-1000-000000000007,60_profile,1,445.0,2455.0,2.0,S3,60,ec5494,2455.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2455.000045,0.010004,2455.010049,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,198.9200319872051
61,25.0,Down,61,QBOX-2000-0000-0000-000000000004,61_profile,1,25.0,2652.0,26.0,S3,61,ec5494,2652.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2652.000045,0.010001000000000001,2652.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,2598.7400259974
62,1658880.0,Up,62,QBOX-4000-0000-1000-000000000007,62_profile,1,262144.0,2676.0,4.0,S3,62,ec5494,2676.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2676.000045,0.023271,2676.023316,4.5e-05,0.023316,1.001934,1697 1707,0.0,,170.8877572944867
63,25.0,Up,63,QBOX-2000-0000-0000-000000000004,63_profile,1,25.0,2686.0,3.0,S3,63,ec5494,2686.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2686.000045,0.010001000000000001,2686.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,298.9700029997
64,25.0,Up,64,QBOX-2000-0000-0000-000000000004,64_profile,1,25.0,2687.0,2.0,S3,64,ec5494,2687.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2687.000045,0.010001000000000001,2687.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,198.9800019998
65,25.0,Up,65,QBOX-2000-0000-0000-000000000004,65_profile,1,25.0,2687.0,5.0,S3,65,ec5494,2687.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2687.0000600000003,0.010001000000000001,2687.010061,5.9999999999999995e-05,0.010061,1.006,1690 1707,0.0,,498.9500049995
66,25.0,Up,66,QBOX-2000-0000-0000-000000000004,66_profile,1,25.0,2687.0,5.0,S3,66,ec5494,2687.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2687.000075,0.010001000000000001,2687.010076,7.5e-05,0.010076,1.0075,1690 1707,0.0,,498.9500049995
67,25.0,Up,67,QBOX-2000-0000-0000-000000000004,67_profile,1,25.0,2688.0,7.0,S3,67,ec5494,2688.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2688.000045,0.010001000000000001,2688.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,698.9300069993
68,25.0,Up,68,QBOX-2000-0000-0000-000000000004,68_profile,1,25.0,2688.0,7.0,S3,68,ec5494,2688.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2688.0000600000003,0.010001000000000001,2688.010061,5.9999999999999995e-05,0.010061,1.006,1690 1707,0.0,,698.9300069993
69,25.0,Up,69,QBOX-2000-0000-0000-000000000004,69_profile,1,25.0,2692.0,3.0,S3,69,ec5494,2692.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2692.000045,0.010001000000000001,2692.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,298.9700029997
70,25.0,Up,70,QBOX-2000-0000-0000-000000000004,70_profile,1,25.0,2693.0,2.0,S3,70,ec5494,2693.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2693.000045,0.010001000000000001,2693.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,198.9800019998
71,25.0,Up,71,QBOX-2000-0000-0000-000000000004,71_profile,1,25.0,2717.0,2.0,S3,71,ec5494,2717.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2717.000045,0.010001000000000001,2717.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,198.9800019998
73,25.0,Up,73,QBOX-2000-0000-0000-000000000004,73_profile,1,25.0,2718.0,4.0,S3,73,ec5494,2718.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2718.0000600000003,0.010001000000000001,2718.010061,5.9999999999999995e-05,0.010061,1.006,1690 1707,0.0,,398.9600039996
74,25.0,Up,74,QBOX-2000-0000-0000-000000000004,74_profile,1,25.0,2720.0,2.0,S3,74,ec5494,2720.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2720.000045,0.010001000000000001,2720.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,198.9800019998
75,25.0,Up,75,QBOX-2000-0000-0000-000000000004,75_profile,1,25.0,2721.0,4.0,S3,75,ec5494,2721.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2721.000045,0.010001000000000001,2721.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,398.9600039996
76,25.0,Up,76,QBOX-2000-0000-0000-000000000004,76_profile,1,25.0,2721.0,4.0,S3,76,ec5494,2721.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2721.0000600000003,0.010001000000000001,2721.010061,5.9999999999999995e-05,0.010061,1.006,1690 1707,0.0,,398.9600039996
77,25.0,Up,77,QBOX-2000-0000-0000-000000000004,77_profile,1,25.0,2721.0,4.0,S3,77,ec5494,2721.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2721.000075,0.010001000000000001,2721.010076,7.5e-05,0.010076,1.0075,1690 1707,0.0,,398.9600039996
78,25.0,Up,78,QBOX-2000-0000-0000-000000000004,78_profile,1,25.0,2721.0,4.0,S3,78,ec5494,2721.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2721.00009,0.010001000000000001,2721.010091,9e-05,0.010091,1.009,1690 1707,0.0,,398.9600039996
79,25.0,Up,79,QBOX-2000-0000-0000-000000000004,79_profile,1,25.0,2722.0,3.0,S3,79,ec5494,2722.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2722.000045,0.010001000000000001,2722.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,298.9700029997
80,25.0,Up,80,QBOX-2000-0000-0000-000000000004,80_profile,1,25.0,2738.0,2.0,S3,80,ec5494,2738.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2738.000045,0.010001000000000001,2738.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,198.9800019998
81,25.0,Up,81,QBOX-2000-0000-0000-000000000004,81_profile,1,25.0,2741.0,2.0,S3,81,ec5494,2741.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2741.000045,0.010001000000000001,2741.010046,4.5e-05,0.010046,1.0045,1690 1707,0.0,,198.9800019998
84,25.0,Up,84,QBOX-2000-0000-0000-000000000004,84_profile,1,25.0,2742.0,4.0,S3,84,ec5494,2742.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2742.000075,0.010001000000000001,2742.010076,7.5e-05,0.010076,1.0075,1690 1707,0.0,,398.9600039996
85,947271.0,Up,85,QBOX-4000-0000-1000-000000000007,85_profile,1,290061.0,2773.0,3.0,S3,85,ec5494,2773.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2773.000045,0.017578,2773.017623,4.5e-05,0.017623,1.0025600000000001,1697 1707,0.0,,169.66788030492663
86,947382.0,Up,86,QBOX-4000-0000-1000-000000000007,86_profile,1,290327.0,2773.0,3.0,S3,86,ec5494,2773.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2773.0000600000003,0.017579,2773.017639,5.9999999999999995e-05,0.017639,1.003414,1697 1707,0.0,,169.6581716821207
87,946916.0,Up,87,QBOX-4000-0000-1000-000000000007,87_profile,1,289888.0,2780.0,2.0,S3,87,ec5494,2780.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2780.000045,0.017575,2780.01762,4.5e-05,0.01762,1.002561,1697 1707,0.0,,112.79800853485064
88,947077.0,Up,88,QBOX-4000-0000-1000-000000000007,88_profile,1,290045.0,2783.0,2.0,S3,88,ec5494,2783.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,2783.000045,0.017577000000000002,2783.017622,4.5e-05,0.017622,1.002561,1697 1707,0.0,,112.78506002161915
90,1297.0,Up,90,QBOX-2000-0000-0000-000000000004,90_profile,1,1297.0,3000.0,3.0,S3,90,ec5494,3000.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,3000.000045,0.010052,3000.010097,4.5e-05,0.010097,1.004477,1690 1707,0.0,,297.44807003581377
103,445.0,Up,103,QBOX-2000-0000-0000-000000000002,103_profile,1,445.0,5368.0,10.0,S3,103,ec5494,5368.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,5368.000045000001,0.010018,5368.010063000001,4.5e-05,0.010062999999999999,1.004493,1688 1707,0.0,,997.2032341784786
107,947344.0,Up,107,QBOX-4000-0000-1000-000000000007,107_profile,1,290312.0,5657.0,2.0,S3,107,ec5494,5657.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,5657.000045000001,0.017579,5657.017624,4.5e-05,0.017624,1.0025600000000001,1697 1707,0.0,,112.77211445474714
108,946941.0,Up,108,QBOX-4000-0000-1000-000000000007,108_profile,1,289913.0,5662.0,3.0,S3,108,ec5494,5662.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,5662.000045000001,0.017575999999999998,5662.017621,4.5e-05,0.017621,1.002561,1697 1707,0.0,,169.68730086481568
110,947360.0,Up,110,QBOX-4000-0000-1000-000000000007,110_profile,1,290305.0,5674.0,3.0,S3,110,ec5494,5674.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,5674.000045000001,0.017579,5674.017624,4.5e-05,0.017624,1.0025600000000001,1697 1707,0.0,,169.6581716821207
113,947196.0,Up,113,QBOX-4000-0000-1000-000000000007,113_profile,1,290168.0,5709.0,2.0,S3,113,ec5494,5709.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,5709.000045000001,0.017578,5709.017623,4.5e-05,0.017623,1.0025600000000001,1697 1707,0.0,,112.77858686995107
118,445.0,Up,118,QBOX-6000-0000-0000-000000000001,118_profile,1,445.0,6029.0,4.0,S3,118,ec5494,6029.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,6029.000045000001,0.010036,6029.010081,4.5e-05,0.010081,1.004485,1699 1707,0.0,,397.5651654045437
119,445.0,Up,119,QBOX-4000-0000-1000-000000000007,119_profile,1,445.0,6138.0,3.0,S3,119,ec5494,6138.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,6138.000045000001,0.010004,6138.010049,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,298.88004798080766
121,445.0,Up,121,QBOX-4000-0000-1000-000000000007,121_profile,1,445.0,6284.0,2.0,S3,121,ec5494,6284.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,6284.000045000001,0.010004,6284.010049,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,198.9200319872051
123,445.0,Up,123,QBOX-4000-0000-1000-000000000007,123_profile,1,445.0,7003.0,3.0,S3,123,ec5494,7003.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7003.000045000001,0.010004,7003.0100489999995,4.5e-05,0.010048999999999999,1.004499,1697 1707,0.0,,298.88004798080766
124,25.0,Up,124,QBOX-4000-0000-1000-000000000007,124_profile,1,25.0,7162.0,4.0,S3,124,ec5494,7162.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7162.000045000001,0.01,7162.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,399.0
125,25.0,Up,125,QBOX-4000-0000-1000-000000000007,125_profile,1,25.0,7163.0,3.0,S3,125,ec5494,7163.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7163.000045000001,0.01,7163.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,299.0
126,25.0,Up,126,QBOX-4000-0000-1000-000000000007,126_profile,1,25.0,7163.0,3.0,S3,126,ec5494,7163.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7163.000059999999,0.01,7163.01006,5.9999999999999995e-05,0.01006,1.006001,1697 1707,0.0,,299.0
127,25.0,Up,127,QBOX-4000-0000-1000-000000000007,127_profile,1,25.0,7163.0,3.0,S3,127,ec5494,7163.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7163.000075,0.01,7163.010075,7.5e-05,0.010075,1.007501,1697 1707,0.0,,299.0
128,25.0,Up,128,QBOX-4000-0000-1000-000000000007,128_profile,1,25.0,7163.0,3.0,S3,128,ec5494,7163.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7163.0000900000005,0.01,7163.010090000001,9e-05,0.01009,1.009001,1697 1707,0.0,,299.0
129,25.0,Up,129,QBOX-4000-0000-1000-000000000007,129_profile,1,25.0,7163.0,6.0,S3,129,ec5494,7163.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7163.000105,0.01,7163.010104999999,0.000105,0.010105,1.010501,1697 1707,0.0,,599.0
130,25.0,Up,130,QBOX-4000-0000-1000-000000000007,130_profile,1,25.0,7163.0,6.0,S3,130,ec5494,7163.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7163.000120000001,0.01,7163.01012,0.00011999999999999999,0.01012,1.012001,1697 1707,0.0,,599.0
131,25.0,Up,131,QBOX-4000-0000-1000-000000000007,131_profile,1,25.0,7163.0,6.0,S3,131,ec5494,7163.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7163.000134999999,0.01,7163.0101349999995,0.000135,0.010135,1.0135020000000001,1697 1707,0.0,,599.0
132,25.0,Up,132,QBOX-4000-0000-1000-000000000007,132_profile,1,25.0,7163.0,6.0,S3,132,ec5494,7163.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7163.00015,0.01,7163.01015,0.00015,0.01015,1.015002,1697 1707,0.0,,599.0
133,25.0,Up,133,QBOX-4000-0000-1000-000000000007,133_profile,1,25.0,7164.0,5.0,S3,133,ec5494,7164.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7164.000045000001,0.01,7164.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,499.0
134,25.0,Up,134,QBOX-4000-0000-1000-000000000007,134_profile,1,25.0,7172.0,3.0,S3,134,ec5494,7172.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7172.000045000001,0.01,7172.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,299.0
135,25.0,Up,135,QBOX-4000-0000-1000-000000000007,135_profile,1,25.0,7176.0,2.0,S3,135,ec5494,7176.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7176.000045000001,0.01,7176.010045,4.5e-05,0.010045,1.004501,1697 1707,0.0,,199.0
136,25.0,Up,136,QBOX-4000-0000-1000-000000000007,136_profile,1,25.0,7176.0,2.0,S3,136,ec5494,7176.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7176.000059999999,0.01,7176.01006,5.9999999999999995e-05,0.01006,1.006001,1697 1707,0.0,,199.0
137,25.0,Up,137,QBOX-4000-0000-1000-000000000007,137_profile,1,25.0,7176.0,2.0,S3,137,ec5494,7176.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,7176.000075,0.01,7176.010075,7.5e-05,0.010075,1.007501,1697 1707,0.0,,199.0
