,actually_transferred_size,direction,id,node,profile,res,size,subtime,time_taken,type,job_id,workload_name,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata,ratio_minus_1
457,375954.0,Up,457,QBOX-4000-0000-1000-000000000005,457_profile,1,305761.0,51446.0,6.0,S3,457,ec5494,51446.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51446.000060000006,0.013008,51446.013068,5.9999999999999995e-05,0.013068000000000001,1.004613,1695 1707,0.0,,460.25461254612543
458,380637.0,Up,458,QBOX-4000-0000-1000-000000000005,458_profile,1,305761.0,51446.0,6.0,S3,458,ec5494,51446.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51446.000075,0.013045,51446.013119999996,7.5e-05,0.01312,1.00575,1695 1707,0.0,,458.9463395937141
459,373271.0,Up,459,QBOX-4000-0000-1000-000000000005,459_profile,1,305761.0,51448.0,7.0,S3,459,ec5494,51448.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51448.000075,0.012986000000000001,51448.013061,7.5e-05,0.013061000000000001,1.005776,1695 1707,0.0,,538.0420452795317
460,381963.0,Up,460,QBOX-4000-0000-1000-000000000005,460_profile,1,305761.0,51451.0,4.0,S3,460,ec5494,51451.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51451.000060000006,0.013056,51451.013116,5.9999999999999995e-05,0.013116,1.0045959999999998,1695 1707,0.0,,305.37254901960785
461,375077.0,Up,461,QBOX-4000-0000-1000-000000000002,461_profile,1,305761.0,51448.0,6.0,S3,461,ec5494,51448.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51448.000089999994,0.013000999999999999,51448.013091,9e-05,0.013091,1.006924,1692 1707,0.0,,460.50296131066847
462,370423.0,Up,462,QBOX-4000-0000-1000-000000000002,462_profile,1,305761.0,51448.0,9.0,S3,462,ec5494,51448.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51448.000105,0.012962999999999999,51448.013068,0.000105,0.013068000000000001,1.008101,1692 1707,0.0,,693.2837306179126
463,376205.0,Up,463,QBOX-2000-0000-0000-000000000004,463_profile,1,305761.0,51451.0,5.0,S3,463,ec5494,51451.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51451.000075,0.025047999999999997,51451.025123,7.5e-05,0.025123,1.002995,1690 1707,0.0,,198.61673586713513
464,383622.0,Up,464,QBOX-2000-0000-0000-000000000004,464_profile,1,305761.0,51451.0,5.0,S3,464,ec5494,51451.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51451.000089999994,0.025345,51451.025435,9e-05,0.025435,1.003551,1690 1707,0.0,,196.27756954034328
465,360294.0,Up,465,QBOX-2000-0000-0000-000000000004,465_profile,1,305761.0,51458.0,5.0,S3,465,ec5494,51458.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51458.000045,0.024412,51458.024457,4.5e-05,0.024457,1.001844,1690 1707,0.0,,203.81730296575455
467,373532.0,Up,467,QBOX-5000-0000-0000-000000000005,467_profile,1,305761.0,51457.0,3.0,S3,467,ec5494,51457.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51457.000045,0.024941,51457.024986000004,4.5e-05,0.024986,1.0018040000000001,1698 1707,0.0,,119.28386993304197
468,367533.0,Up,468,QBOX-5000-0000-0000-000000000005,468_profile,1,305761.0,51460.0,3.0,S3,468,ec5494,51460.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51460.000060000006,0.024701,51460.024761,5.9999999999999995e-05,0.024761000000000002,1.002429,1698 1707,0.0,,120.45257277033319
469,362704.0,Up,469,QBOX-4000-0000-1000-000000000005,469_profile,1,305761.0,51457.0,4.0,S3,469,ec5494,51457.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51457.000060000006,0.012902,51457.012962,5.9999999999999995e-05,0.012962000000000001,1.004651,1695 1707,0.0,,309.0294527980158
470,375569.0,Up,470,QBOX-4000-0000-1000-000000000005,470_profile,1,305761.0,51457.0,4.0,S3,470,ec5494,51457.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51457.000075,0.013005000000000001,51457.013080000004,7.5e-05,0.013080000000000001,1.005768,1695 1707,0.0,,306.57400999615527
471,376105.0,Up,471,QBOX-4000-0000-1000-000000000005,471_profile,1,305761.0,51457.0,7.0,S3,471,ec5494,51457.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51457.000089999994,0.013009,51457.013099,9e-05,0.013099000000000001,1.0069190000000001,1695 1707,0.0,,537.089015297102
472,378318.0,Up,472,QBOX-4000-0000-1000-000000000005,472_profile,1,305761.0,51457.0,7.0,S3,472,ec5494,51457.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51457.000105,0.013027,51457.013132,0.000105,0.013132,1.008062,1695 1707,0.0,,536.345513164965
473,364079.0,Up,473,QBOX-4000-0000-1000-000000000005,473_profile,1,305761.0,51458.0,6.0,S3,473,ec5494,51458.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51458.000060000006,0.012912999999999999,51458.012973000004,5.9999999999999995e-05,0.012972999999999998,1.0046469999999998,1695 1707,0.0,,463.64802911794317
474,369316.0,Up,474,QBOX-4000-0000-1000-000000000005,474_profile,1,305761.0,51460.0,7.0,S3,474,ec5494,51460.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51460.000075,0.012955000000000001,51460.01303,7.5e-05,0.013030000000000002,1.00579,1695 1707,0.0,,539.3319181783095
475,369527.0,Up,475,QBOX-4000-0000-1000-000000000005,475_profile,1,305761.0,51461.0,6.0,S3,475,ec5494,51461.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51461.000045,0.012956,51461.013001,4.5e-05,0.013000999999999999,1.003474,1695 1707,0.0,,462.1058968817536
476,374810.0,Up,476,QBOX-4000-0000-1000-000000000005,476_profile,1,305761.0,51461.0,6.0,S3,476,ec5494,51461.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51461.000060000006,0.012998,51461.013058,5.9999999999999995e-05,0.013058000000000002,1.004617,1695 1707,0.0,,460.6094783812895
479,366152.0,Up,479,QBOX-2000-0000-0000-000000000001,479_profile,1,305761.0,51462.0,3.0,S3,479,ec5494,51462.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51462.000045,0.024646,51462.024691000006,4.5e-05,0.024691,1.001826,1687 1707,0.0,,120.72360626470825
480,376841.0,Up,480,QBOX-2000-0000-0000-000000000001,480_profile,1,305761.0,51467.0,4.0,S3,480,ec5494,51467.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51467.000045,0.025074000000000003,51467.025119,4.5e-05,0.025119,1.001795,1687 1707,0.0,,158.52779771875248
486,367095.0,Up,486,QBOX-5000-0000-0000-000000000005,486_profile,1,305761.0,51469.0,3.0,S3,486,ec5494,51469.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51469.000045,0.024684,51469.024729000004,4.5e-05,0.024728999999999998,1.001823,1698 1707,0.0,,120.53621779290228
487,361179.0,Up,487,QBOX-4000-0000-1000-000000000005,487_profile,1,305761.0,51464.0,6.0,S3,487,ec5494,51464.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51464.000060000006,0.012889,51464.012949,5.9999999999999995e-05,0.012949,1.004656,1695 1707,0.0,,464.5132283342385
488,373252.0,Up,488,QBOX-4000-0000-1000-000000000005,488_profile,1,305761.0,51467.0,3.0,S3,488,ec5494,51467.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51467.000089999994,0.012986000000000001,51467.013075999996,9e-05,0.013075999999999999,1.006931,1695 1707,0.0,,230.0180194055136
489,416412.0,Up,489,QBOX-4000-0000-1000-000000000002,489_profile,1,305761.0,51475.0,3.0,S3,489,ec5494,51475.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51475.000045,0.013331,51475.013376,4.5e-05,0.013375999999999999,1.003376,1692 1707,0.0,,224.03938189183106
490,408464.0,Up,490,QBOX-4000-0000-1000-000000000002,490_profile,1,305761.0,51475.0,3.0,S3,490,ec5494,51475.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51475.000060000006,0.013268,51475.01332799999,5.9999999999999995e-05,0.013328,1.004523,1692 1707,0.0,,225.10792885137172
491,409548.0,Up,491,QBOX-4000-0000-1000-000000000002,491_profile,1,305761.0,51476.0,5.0,S3,491,ec5494,51476.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51476.000045,0.013276,51476.013321,4.5e-05,0.013321000000000001,1.00339,1692 1707,0.0,,375.6194636938837
492,410044.0,Up,492,QBOX-4000-0000-1000-000000000002,492_profile,1,305761.0,51477.0,4.0,S3,492,ec5494,51477.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51477.000045,0.013280000000000002,51477.013325,4.5e-05,0.013325,1.0033889999999999,1692 1707,0.0,,300.2048192771084
493,396436.0,Up,493,QBOX-2000-0000-0000-000000000002,493_profile,1,305761.0,51479.0,3.0,S3,493,ec5494,51479.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51479.000045,0.025856999999999998,51479.025902,4.5e-05,0.025901999999999998,1.001741,1688 1707,0.0,,115.02274045712961
497,377998.0,Up,497,QBOX-5000-0000-0000-000000000005,497_profile,1,305761.0,51473.0,5.0,S3,497,ec5494,51473.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51473.000045,0.02512,51473.025165,4.5e-05,0.025165,1.001792,1698 1707,0.0,,198.04458598726114
498,384726.0,Up,498,QBOX-5000-0000-0000-000000000005,498_profile,1,305761.0,51477.0,4.0,S3,498,ec5494,51477.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51477.000060000006,0.025389,51477.025449,5.9999999999999995e-05,0.025449,1.002364,1698 1707,0.0,,156.54854464531886
499,426719.0,Up,499,QBOX-4000-0000-1000-000000000002,499_profile,1,305761.0,51480.0,4.0,S3,499,ec5494,51480.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51480.000060000006,0.013413999999999999,51480.013474,5.9999999999999995e-05,0.013474000000000002,1.004474,1692 1707,0.0,,297.1959147159684
500,430302.0,Up,500,QBOX-4000-0000-1000-000000000002,500_profile,1,305761.0,51480.0,4.0,S3,500,ec5494,51480.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51480.000075,0.013441999999999999,51480.013517,7.5e-05,0.013517,1.00558,1692 1707,0.0,,296.57476565987207
501,426693.0,Up,501,QBOX-4000-0000-1000-000000000002,501_profile,1,305761.0,51481.0,6.0,S3,501,ec5494,51481.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51481.000045,0.013413999999999999,51481.013458999994,4.5e-05,0.013459,1.003355,1692 1707,0.0,,446.2938720739526
502,430488.0,Up,502,QBOX-4000-0000-1000-000000000002,502_profile,1,305761.0,51485.0,5.0,S3,502,ec5494,51485.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51485.000045,0.013444,51485.013489,4.5e-05,0.013489,1.003348,1692 1707,0.0,,370.91312109491224
503,432859.0,Up,503,QBOX-4000-0000-1000-000000000002,503_profile,1,305761.0,51486.0,4.0,S3,503,ec5494,51486.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51486.000045,0.013463,51486.013508,4.5e-05,0.013508000000000001,1.003343,1692 1707,0.0,,296.11059942063434
504,386568.0,Up,504,QBOX-2000-0000-0000-000000000002,504_profile,1,305761.0,51480.0,5.0,S3,504,ec5494,51480.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51480.000089999994,0.025463,51480.025553,9e-05,0.025553,1.003535,1688 1707,0.0,,195.3633507442171
505,393261.0,Up,505,QBOX-2000-0000-0000-000000000002,505_profile,1,305761.0,51480.0,8.0,S3,505,ec5494,51480.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51480.000105,0.025730000000000003,51480.025835,0.000105,0.025835000000000004,1.004081,1688 1707,0.0,,309.9211037699183
506,395898.0,Up,506,QBOX-2000-0000-0000-000000000002,506_profile,1,305761.0,51481.0,7.0,S3,506,ec5494,51481.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51481.000060000006,0.025836,51481.025896,5.9999999999999995e-05,0.025896,1.0023229999999999,1688 1707,0.0,,269.9397739588171
508,372185.0,Up,508,QBOX-5000-0000-0000-000000000005,508_profile,1,305761.0,51484.0,3.0,S3,508,ec5494,51484.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51484.000045,0.024887,51484.024932,4.5e-05,0.024932,1.001808,1698 1707,0.0,,119.54486277976453
510,430814.0,Up,510,QBOX-4000-0000-1000-000000000005,510_profile,1,305761.0,51488.0,3.0,S3,510,ec5494,51488.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51488.000045,0.013447,51488.013492,4.5e-05,0.013491999999999999,1.003347,1695 1707,0.0,,222.09808879303932
511,431458.0,Up,511,QBOX-4000-0000-1000-000000000002,511_profile,1,305761.0,51486.0,7.0,S3,511,ec5494,51486.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51486.000060000006,0.013452,51486.013512,5.9999999999999995e-05,0.013512,1.004461,1692 1707,0.0,,519.3687184061849
512,430015.0,Up,512,QBOX-4000-0000-1000-000000000002,512_profile,1,305761.0,51487.0,6.0,S3,512,ec5494,51487.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51487.000045,0.01344,51487.013485,4.5e-05,0.013484999999999999,1.003349,1692 1707,0.0,,445.4285714285714
513,430541.0,Up,513,QBOX-4000-0000-1000-000000000002,513_profile,1,305761.0,51487.0,6.0,S3,513,ec5494,51487.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51487.000060000006,0.013444,51487.013504,5.9999999999999995e-05,0.013503999999999999,1.0044629999999999,1692 1707,0.0,,445.2957453138947
514,431159.0,Up,514,QBOX-4000-0000-1000-000000000002,514_profile,1,305761.0,51489.0,7.0,S3,514,ec5494,51489.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51489.000060000006,0.013449000000000001,51489.013509,5.9999999999999995e-05,0.013509,1.0044620000000002,1692 1707,0.0,,519.4847944085062
515,430356.0,Up,515,QBOX-4000-0000-1000-000000000002,515_profile,1,305761.0,51494.0,2.0,S3,515,ec5494,51494.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51494.000045,0.013443,51494.013488,4.5e-05,0.013488,1.003348,1692 1707,0.0,,147.77631481068212
516,431664.0,Up,516,QBOX-4000-0000-1000-000000000002,516_profile,1,305761.0,51494.0,5.0,S3,516,ec5494,51494.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51494.000060000006,0.013453,51494.013513,5.9999999999999995e-05,0.013512999999999999,1.0044600000000001,1692 1707,0.0,,370.6643127926856
517,431300.0,Up,517,QBOX-4000-0000-1000-000000000002,517_profile,1,305761.0,51495.0,4.0,S3,517,ec5494,51495.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51495.000045,0.01345,51495.013495,4.5e-05,0.013494999999999998,1.0033459999999998,1692 1707,0.0,,296.3977695167286
520,373341.0,Up,520,QBOX-5000-0000-0000-000000000005,520_profile,1,305761.0,51495.0,4.0,S3,520,ec5494,51495.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51495.000060000006,0.024934,51495.024994,5.9999999999999995e-05,0.024994,1.002407,1698 1707,0.0,,159.42351808775166
522,387289.0,Up,522,QBOX-5000-0000-0000-000000000005,522_profile,1,305761.0,51498.0,4.0,S3,522,ec5494,51498.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51498.000045,0.025491999999999997,51498.025537,4.5e-05,0.025537,1.001766,1698 1707,0.0,,155.9119723834929
523,432058.0,Up,523,QBOX-4000-0000-1000-000000000005,523_profile,1,305761.0,51498.0,2.0,S3,523,ec5494,51498.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51498.000060000006,0.013456000000000001,51498.013516,5.9999999999999995e-05,0.013516,1.004459,1695 1707,0.0,,147.63258026159335
524,432058.0,Up,524,QBOX-4000-0000-1000-000000000005,524_profile,1,305761.0,51498.0,5.0,S3,524,ec5494,51498.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51498.000075,0.013456000000000001,51498.013531,7.5e-05,0.013531,1.005574,1695 1707,0.0,,370.5814506539833
527,432206.0,Up,527,QBOX-4000-0000-1000-000000000002,527_profile,1,305761.0,51498.0,4.0,S3,527,ec5494,51498.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51498.000105,0.013458000000000001,51498.013563,0.000105,0.013563,1.007803,1692 1707,0.0,,296.2209838014564
528,432204.0,Up,528,QBOX-4000-0000-1000-000000000002,528_profile,1,305761.0,51499.0,3.0,S3,528,ec5494,51499.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51499.000060000006,0.013458000000000001,51499.013518,5.9999999999999995e-05,0.013518,1.004459,1692 1707,0.0,,221.91573785109227
529,432374.0,Up,529,QBOX-4000-0000-1000-000000000002,529_profile,1,305761.0,51500.0,2.0,S3,529,ec5494,51500.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51500.000045,0.013459,51500.013504,4.5e-05,0.013503999999999999,1.003344,1692 1707,0.0,,147.5994501820343
530,432058.0,Up,530,QBOX-4000-0000-1000-000000000002,530_profile,1,305761.0,51501.0,4.0,S3,530,ec5494,51501.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51501.000045,0.013456000000000001,51501.013501,4.5e-05,0.013500999999999999,1.0033450000000002,1692 1707,0.0,,296.26516052318664
531,432128.0,Up,531,QBOX-4000-0000-1000-000000000002,531_profile,1,305761.0,51501.0,5.0,S3,531,ec5494,51501.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51501.000060000006,0.013456999999999998,51501.013517,5.9999999999999995e-05,0.013517,1.004459,1692 1707,0.0,,370.55383815114817
532,432058.0,Up,532,QBOX-4000-0000-1000-000000000002,532_profile,1,305761.0,51505.0,4.0,S3,532,ec5494,51505.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51505.000060000006,0.013456000000000001,51505.013516,5.9999999999999995e-05,0.013516,1.004459,1692 1707,0.0,,296.26516052318664
533,432058.0,Up,533,QBOX-4000-0000-1000-000000000002,533_profile,1,305761.0,51509.0,3.0,S3,533,ec5494,51509.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51509.000045,0.013456000000000001,51509.013501,4.5e-05,0.013500999999999999,1.0033450000000002,1692 1707,0.0,,221.94887039238998
534,432058.0,Up,534,QBOX-2000-0000-0000-000000000001,534_profile,1,305761.0,51507.0,3.0,S3,534,ec5494,51507.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51507.000045,0.027282,51507.027326999996,4.5e-05,0.027326999999999997,1.00165,1687 1707,0.0,,108.96261271167802
535,432222.0,Up,535,QBOX-2000-0000-0000-000000000004,535_profile,1,305761.0,51502.0,3.0,S3,535,ec5494,51502.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51502.000045,0.027288999999999997,51502.027334,4.5e-05,0.027333999999999997,1.001649,1690 1707,0.0,,108.93440580453664
538,403666.0,Up,538,QBOX-5000-0000-0000-000000000005,538_profile,1,305761.0,51502.0,3.0,S3,538,ec5494,51502.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51502.000060000006,0.026147000000000004,51502.026207,5.9999999999999995e-05,0.026206999999999998,1.0022950000000002,1698 1707,0.0,,113.73591616629058
539,396264.0,Up,539,QBOX-5000-0000-0000-000000000005,539_profile,1,305761.0,51502.0,3.0,S3,539,ec5494,51502.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51502.000075,0.025851,51502.025926,7.5e-05,0.025925999999999998,1.002902,1698 1707,0.0,,115.04966925844262
540,432058.0,Up,540,QBOX-4000-0000-1000-000000000005,540_profile,1,305761.0,51507.0,2.0,S3,540,ec5494,51507.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51507.000089999994,0.013456000000000001,51507.013545999995,9e-05,0.013546,1.006689,1695 1707,0.0,,147.63258026159335
541,432058.0,Up,541,QBOX-4000-0000-1000-000000000005,541_profile,1,305761.0,51507.0,5.0,S3,541,ec5494,51507.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51507.000105,0.013456000000000001,51507.013561,0.000105,0.013561000000000002,1.0078040000000001,1695 1707,0.0,,370.5814506539833
542,432058.0,Up,542,QBOX-4000-0000-1000-000000000005,542_profile,1,305761.0,51508.0,7.0,S3,542,ec5494,51508.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51508.000045,0.013456000000000001,51508.013501,4.5e-05,0.013500999999999999,1.0033450000000002,1695 1707,0.0,,519.2140309155767
543,432058.0,Up,543,QBOX-4000-0000-1000-000000000005,543_profile,1,305761.0,51508.0,7.0,S3,543,ec5494,51508.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51508.000060000006,0.013456000000000001,51508.013516,5.9999999999999995e-05,0.013516,1.004459,1695 1707,0.0,,519.2140309155767
544,432058.0,Up,544,QBOX-4000-0000-1000-000000000002,544_profile,1,305761.0,51509.0,9.0,S3,544,ec5494,51509.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51509.000060000006,0.013456000000000001,51509.013516,5.9999999999999995e-05,0.013516,1.004459,1692 1707,0.0,,667.84661117717
545,432058.0,Up,545,QBOX-4000-0000-1000-000000000002,545_profile,1,305761.0,51509.0,9.0,S3,545,ec5494,51509.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51509.000075,0.013456000000000001,51509.013531,7.5e-05,0.013531,1.005574,1692 1707,0.0,,667.84661117717
546,432058.0,Up,546,QBOX-4000-0000-1000-000000000002,546_profile,1,305761.0,51509.0,9.0,S3,546,ec5494,51509.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51509.000089999994,0.013456000000000001,51509.013545999995,9e-05,0.013546,1.006689,1692 1707,0.0,,667.84661117717
547,432058.0,Up,547,QBOX-4000-0000-1000-000000000002,547_profile,1,305761.0,51517.0,4.0,S3,547,ec5494,51517.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51517.000045,0.013456000000000001,51517.013501,4.5e-05,0.013500999999999999,1.0033450000000002,1692 1707,0.0,,296.26516052318664
548,432058.0,Up,548,QBOX-4000-0000-1000-000000000002,548_profile,1,305761.0,51517.0,4.0,S3,548,ec5494,51517.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51517.000060000006,0.013456000000000001,51517.013516,5.9999999999999995e-05,0.013516,1.004459,1692 1707,0.0,,296.26516052318664
550,374312.0,Up,550,QBOX-2000-0000-0000-000000000002,550_profile,1,305761.0,51519.0,3.0,S3,550,ec5494,51519.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51519.000045,0.024972,51519.025017,4.5e-05,0.025016999999999998,1.001802,1688 1707,0.0,,119.1345506967804
551,432058.0,Up,551,QBOX-2000-0000-0000-000000000001,551_profile,1,305761.0,51509.0,4.0,S3,551,ec5494,51509.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51509.000105,0.027282,51509.027387,0.000105,0.027387,1.003849,1687 1707,0.0,,145.61681694890405
552,432058.0,Up,552,QBOX-2000-0000-0000-000000000001,552_profile,1,305761.0,51517.0,3.0,S3,552,ec5494,51517.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51517.000089999994,0.027282,51517.027372000004,9e-05,0.027372000000000004,1.003299,1687 1707,0.0,,108.96261271167802
553,432058.0,Up,553,QBOX-2000-0000-0000-000000000001,553_profile,1,305761.0,51519.0,4.0,S3,553,ec5494,51519.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51519.000060000006,0.027282,51519.027342,5.9999999999999995e-05,0.027342,1.0022,1687 1707,0.0,,145.61681694890405
554,432058.0,Up,554,QBOX-2000-0000-0000-000000000004,554_profile,1,305761.0,51517.0,3.0,S3,554,ec5494,51517.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51517.000105,0.027282,51517.027387,0.000105,0.027387,1.003849,1690 1707,0.0,,108.96261271167802
555,432058.0,Up,555,QBOX-6000-0000-0000-000000000004,555_profile,1,305761.0,51508.0,8.0,S3,555,ec5494,51508.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51508.000075,0.044565,51508.04464,7.5e-05,0.04464,1.001683,1700 1707,0.0,,178.51307079546729
556,432058.0,Up,556,QBOX-6000-0000-0000-000000000004,556_profile,1,305761.0,51517.0,5.0,S3,556,ec5494,51517.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51517.00012,0.044565,51517.044685,0.00011999999999999999,0.044685,1.002693,1700 1707,0.0,,111.19566924716705
557,432058.0,Up,557,QBOX-4000-0000-1000-000000000005,557_profile,1,305761.0,51517.0,5.0,S3,557,ec5494,51517.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51517.000135,0.013456000000000001,51517.013591,0.000135,0.013590999999999999,1.010034,1695 1707,0.0,,370.5814506539833
558,432058.0,Up,558,QBOX-4000-0000-1000-000000000005,558_profile,1,305761.0,51517.0,5.0,S3,558,ec5494,51517.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51517.00015,0.013456000000000001,51517.013606,0.00015,0.013606,1.011149,1695 1707,0.0,,370.5814506539833
559,432058.0,Up,559,QBOX-4000-0000-1000-000000000005,559_profile,1,305761.0,51518.0,7.0,S3,559,ec5494,51518.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51518.000045,0.013456000000000001,51518.013501,4.5e-05,0.013500999999999999,1.0033450000000002,1695 1707,0.0,,519.2140309155767
560,432058.0,Up,560,QBOX-4000-0000-1000-000000000002,560_profile,1,305761.0,51517.0,7.0,S3,560,ec5494,51517.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51517.000165,0.013456000000000001,51517.013621,0.000165,0.013621000000000001,1.012263,1692 1707,0.0,,519.2140309155767
561,432058.0,Up,561,QBOX-4000-0000-1000-000000000002,561_profile,1,305761.0,51517.0,7.0,S3,561,ec5494,51517.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51517.00018,0.013456000000000001,51517.013636,0.00018,0.013636,1.0133780000000001,1692 1707,0.0,,519.2140309155767
562,432058.0,Up,562,QBOX-4000-0000-1000-000000000002,562_profile,1,305761.0,51519.0,5.0,S3,562,ec5494,51519.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51519.000075,0.013456000000000001,51519.013531,7.5e-05,0.013531,1.005574,1692 1707,0.0,,370.5814506539833
563,432058.0,Up,563,QBOX-4000-0000-1000-000000000002,563_profile,1,305761.0,51519.0,8.0,S3,563,ec5494,51519.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51519.000089999994,0.013456000000000001,51519.013545999995,9e-05,0.013546,1.006689,1692 1707,0.0,,593.5303210463734
564,432058.0,Up,564,QBOX-4000-0000-1000-000000000002,564_profile,1,305761.0,51525.0,2.0,S3,564,ec5494,51525.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51525.000045,0.013456000000000001,51525.013501,4.5e-05,0.013500999999999999,1.0033450000000002,1692 1707,0.0,,147.63258026159335
565,432058.0,Up,565,QBOX-2000-0000-0000-000000000002,565_profile,1,305761.0,51525.0,3.0,S3,565,ec5494,51525.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51525.000060000006,0.027282,51525.027342,5.9999999999999995e-05,0.027342,1.0022,1688 1707,0.0,,108.96261271167802
566,432058.0,Up,566,QBOX-2000-0000-0000-000000000002,566_profile,1,305761.0,51527.0,4.0,S3,566,ec5494,51527.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51527.000045,0.027282,51527.027326999996,4.5e-05,0.027326999999999997,1.00165,1688 1707,0.0,,145.61681694890405
567,432058.0,Up,567,QBOX-2000-0000-0000-000000000002,567_profile,1,305761.0,51528.0,3.0,S3,567,ec5494,51528.0,1,-1.0,1,COMPLETED_SUCCESSFULLY,51528.000045,0.027282,51528.027326999996,4.5e-05,0.027326999999999997,1.00165,1688 1707,0.0,,108.96261271167802
