time,transfer_history.actually_transferred_size,transfer_history.attached_node,transfer_history.cached_data_size,transfer_history.chunk_id,transfer_history.completion_date_string,transfer_history.creation_date_string,transfer_history.data_type,transfer_history.remote_location_name,transfer_history.serializer_sampling_time,transfer_history.serializer_session,transfer_history.serializer_task,transfer_history.state,transfer_history.time_transfer_sec,transfer_history.transfer_direction,transfer_history.transfer_size,transfer_history.transfer_type
2019-03-25T21:15:52.057Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:15:39,25/03/2019\ 21:15:35,,,2019-03-25T21:15:42.1089400Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,4,Down,32468163,Docker
2019-03-25T21:16:22.052Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:16:12,25/03/2019\ 21:16:09,,,2019-03-25T21:16:15.2584310Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
2019-03-25T21:16:52.054Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:16:48,25/03/2019\ 21:16:43,,,2019-03-25T21:16:48.4124180Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,35179056,QDisk
2019-03-25T21:17:32.053Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:17:24,25/03/2019\ 21:17:18,,,2019-03-25T21:17:24.5676750Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:17:49.298Z,0,QBOX-6000-0000-0000-000000000001,51026271,,25/03/2019\ 21:17:45,25/03/2019\ 21:17:41,,,2019-03-25T21:17:48.6243850Z,00000000-0000-0000-0000-000000000000,424f4a51-0307-1124-91be-93edf97c6c2e,Completed,4,Down,51026271,Docker
2019-03-25T21:18:02.051Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:17:54,25/03/2019\ 21:17:52,,,2019-03-25T21:17:57.7125420Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,2,Down,32468163,Docker
2019-03-25T21:18:19.472Z,139615748,QBOX-4000-0000-1000-000000000005,3712122715,,25/03/2019\ 21:18:17,25/03/2019\ 21:12:03,,,2019-03-25T21:18:17.9015700Z,00000000-0000-0000-0000-000000000000,424f4a51-0325-2212-083a-df1e3c9b94ca,Completed,374,Down,23313742,QDisk
2019-03-25T21:18:19.473Z,0,QBOX-4000-0000-1000-000000000005,1466940583,,25/03/2019\ 21:12:11,25/03/2019\ 21:12:03,,,2019-03-25T21:18:17.9016000Z,00000000-0000-0000-0000-000000000000,424f4a51-0325-2212-083a-df1e3c9b94ca,Completed,8,Down,1466940583,Docker
2019-03-25T21:18:32.053Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:18:30,25/03/2019\ 21:18:26,,,2019-03-25T21:18:30.8523230Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,4,Down,32468163,Docker
2019-03-25T21:19:12.052Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:19:07,25/03/2019\ 21:19:00,,,2019-03-25T21:19:07.0046200Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,7,Down,35179056,QDisk
2019-03-25T21:19:12.053Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:19:03,25/03/2019\ 21:19:00,,,2019-03-25T21:19:07.0046660Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
2019-03-25T21:19:42.055Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:19:40,25/03/2019\ 21:19:34,,,2019-03-25T21:19:40.1451800Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:19:42.056Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:19:37,25/03/2019\ 21:19:34,,,2019-03-25T21:19:40.1452370Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
