time,qchunk_state.completion_date_string,qchunk_state.computed_range,qchunk_state.cpu_average_ghz,qchunk_state.cpu_model,qchunk_state.creation_date_string,qchunk_state.failed_range,qchunk_state.initial_range,qchunk_state.name,qchunk_state.name_1,qchunk_state.owner_qarnot_id,qchunk_state.priority,qchunk_state.processed_range,qchunk_state.q_mobo,qchunk_state.qguid,qchunk_state.resources_download_batches,qchunk_state.scaling_cpu_average_ghz,qchunk_state.scaling_time_compute_ghz,qchunk_state.serializer_q_mobo,qchunk_state.serializer_sampling_time,qchunk_state.serializer_session,qchunk_state.state,qchunk_state.state_1,qchunk_state.time_compute,qchunk_state.time_compute_ghz,qchunk_state.time_download,qchunk_state.time_environment,qchunk_state.time_upload
2019-05-06T03:39:33.360Z,06/05/2019\ 03:39:24,[0-1],0,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 03:20:20,,[0-1],docker.base.config>docker.base>docker-batch>sample3-dockerhub-library/debian:jessie,docker.base.config>docker.base>docker-batch>sample3-dockerhub-library/debian:jessie,<Unknown>,-5,[0-1],MOBO-adf0-084e-ac12-00d861156af8,QJOB-0506-0520-40c0-ece6ed522f17,"SCDL-e37b-ca34-5f5c-349fb8dc404e\,SCDL-a1b0-cc3e-a3a3-9954f0c53f77",0,0,4f424f4d-adf0-084e-ac12-00d861156af8,2019-05-06T03:39:24.9155230Z,00000000-0000-0000-0000-000000000000,Completed,Completed,10,0,10700,740,10
2019-05-06T03:39:50.370Z,,,0,,06/05/2019\ 03:39:45,,[0-1],docker.base.config>docker.base>docker-batch>sample4-dockerhub-private,docker.base.config>docker.base>docker-batch>sample4-dockerhub-private,<Unknown>,-5,,MOBO-adf0-094e-09e2-00d8611556aa,QJOB-0506-0539-aaf7-19e9a2e4cec9,,0,0,4f424f4d-adf0-094e-09e2-00d8611556aa,2019-05-06T03:39:45.6242040Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T03:43:10.304Z,06/05/2019\ 03:43:02,[0-1],0,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 03:39:45,,[0-1],docker.base.config>docker.base>docker-batch>sample4-dockerhub-private,docker.base.config>docker.base>docker-batch>sample4-dockerhub-private,<Unknown>,-5,[0-1],MOBO-adf0-094e-09e2-00d8611556aa,QJOB-0506-0539-aaf7-19e9a2e4cec9,"SCDL-a14d-b4ce-dfec-fb15fd391627\,SCDL-2cdc-3b5f-c693-0a86e96f884b",0,0,4f424f4d-adf0-094e-09e2-00d8611556aa,2019-05-06T03:43:02.7298850Z,00000000-0000-0000-0000-000000000000,Completed,Completed,10,0,1240,700,20
2019-05-06T03:43:20.361Z,,,0,,06/05/2019\ 03:43:19,,[115-116],docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,<Unknown>,-5,,MOBO-adf0-094e-09e2-00d86115561a,QJOB-0506-0543-4607-15f6286ddcd9,,0,0,4f424f4d-adf0-094e-09e2-00d86115561a,2019-05-06T03:43:19.8187280Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T03:43:23.357Z,,,0,,06/05/2019\ 03:43:19,,[116-117],docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,<Unknown>,-5,,MOBO-adf0-084e-ac12-00d8611575c2,QJOB-0506-0543-4607-15f6286ddcd9,,0,0,4f424f4d-adf0-084e-ac12-00d8611575c2,2019-05-06T03:43:19.9171000Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T03:43:23.358Z,,,0,,06/05/2019\ 03:43:19,,[118-119],docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,<Unknown>,-5,,MOBO-adf0-084e-ac12-00d861156af6,QJOB-0506-0543-4607-15f6286ddcd9,,0,0,4f424f4d-adf0-084e-ac12-00d861156af6,2019-05-06T03:43:19.9187980Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T03:43:23.359Z,,,0,,06/05/2019\ 03:43:19,,[120-121],docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,<Unknown>,-5,,MOBO-adf0-084e-ac12-00d8611556c4,QJOB-0506-0543-4607-15f6286ddcd9,,0,0,4f424f4d-adf0-084e-ac12-00d8611556c4,2019-05-06T03:43:19.9204450Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T03:47:08.978Z,,,0,,06/05/2019\ 03:46:59,,[129-130],docker.base.config>docker.base>docker-mining>money\ money\ money\ prod,docker.base.config>docker.base>docker-mining>money money money prod,_coin_miner,-15,,MOBO-58d8-00d7-a3c3-309c23a7828b,QJOB-0425-1504-9b73-148267a8fd96,,0,0,4f424f4d-58d8-00d7-a3c3-309c23a7828b,2019-05-06T03:47:00.0547090Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T03:49:07.061Z,06/05/2019\ 03:49:06,,0,Intel(R)\ Core(TM)\ i7-4770K\ CPU\ @\ 3.50GHz,06/05/2019\ 00:11:53,,[137-138],docker.base.config>docker.base>docker-mining>money\ money\ money\ prod,docker.base.config>docker.base>docker-mining>money money money prod,_coin_miner,-15,,MOBO-0400-9ea3-b794-94de80a6167e,QJOB-0425-1504-9b73-148267a8fd96,"SCDL-4f69-4856-5f39-6b3636ceffd8\,SCDL-f19f-e707-35a5-4ce59dc75f3b",0,479073.15625,4f424f4d-0400-9ea3-b794-94de80a6167e,2019-05-06T03:49:06.3255770Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,129770,454270.3125,10,550,0
2019-05-06T03:51:23.372Z,06/05/2019\ 03:51:16,[116-117],0,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 03:43:19,,[116-117],docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,<Unknown>,-5,[116-117],MOBO-adf0-084e-ac12-00d8611575c2,QJOB-0506-0543-4607-15f6286ddcd9,"SCDL-f7f8-8f4f-f13d-0ced73c05eaa\,SCDL-654c-d6ab-5c60-d7c614883e5e\,SCDL-c977-7c39-591b-326e5f7702a5",0,84.1085815429688,4f424f4d-adf0-084e-ac12-00d8611575c2,2019-05-06T03:51:16.6204270Z,00000000-0000-0000-0000-000000000000,Completed,Completed,50,78.3686065673828,3960,710,40
2019-05-06T03:51:23.373Z,06/05/2019\ 03:51:19,[118-119],0,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 03:43:19,,[118-119],docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,<Unknown>,-5,[118-119],MOBO-adf0-084e-ac12-00d861156af6,QJOB-0506-0543-4607-15f6286ddcd9,"SCDL-f7f8-8f4f-f13d-0ced73c05eaa\,SCDL-654c-d6ab-5c60-d7c614883e5e\,SCDL-c977-7c39-591b-326e5f7702a5",0,125.352241516113,4f424f4d-adf0-084e-ac12-00d861156af6,2019-05-06T03:51:19.6252060Z,00000000-0000-0000-0000-000000000000,Completed,Completed,50,116.680076599121,3960,750,20
2019-05-06T03:51:23.374Z,06/05/2019\ 03:51:22,[119-120],0,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 03:43:19,,[119-120],docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,<Unknown>,-5,[119-120],MOBO-adf0-084e-ac12-00d861155691,QJOB-0506-0543-4607-15f6286ddcd9,"SCDL-f7f8-8f4f-f13d-0ced73c05eaa\,SCDL-654c-d6ab-5c60-d7c614883e5e\,SCDL-c977-7c39-591b-326e5f7702a5",0,187.800109863281,4f424f4d-adf0-084e-ac12-00d861155691,2019-05-06T03:51:22.7923480Z,00000000-0000-0000-0000-000000000000,Completed,Completed,50,173.023025512695,3960,770,30
2019-05-06T03:51:33.376Z,06/05/2019\ 03:51:31,[120-121],0,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 03:43:19,,[120-121],docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,<Unknown>,-5,[120-121],MOBO-adf0-084e-ac12-00d8611556c4,QJOB-0506-0543-4607-15f6286ddcd9,"SCDL-f7f8-8f4f-f13d-0ced73c05eaa\,SCDL-654c-d6ab-5c60-d7c614883e5e\,SCDL-c977-7c39-591b-326e5f7702a5",0,82.1633453369141,4f424f4d-adf0-084e-ac12-00d8611556c4,2019-05-06T03:51:31.7197500Z,00000000-0000-0000-0000-000000000000,Completed,Completed,50,77.1388931274414,3960,880,20
2019-05-06T04:00:10.263Z,06/05/2019\ 04:00:01,[115-116],0,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 03:43:19,,[115-116],docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,docker.base.config>docker.base>blender.base>blender-2.78c>sample5-blender,<Unknown>,-5,[115-116],MOBO-adf0-094e-09e2-00d86115561a,QJOB-0506-0543-4607-15f6286ddcd9,"SCDL-1e90-0e5b-1617-88bbcecd5b1c\,SCDL-9171-f883-709f-ea47d72f72de\,SCDL-a727-b19e-1ec7-8385daeb1596",0,78.9740753173828,4f424f4d-adf0-094e-09e2-00d86115561a,2019-05-06T04:00:01.6331940Z,00000000-0000-0000-0000-000000000000,Completed,Completed,50,74.2388458251953,9170,780,10
2019-05-06T04:00:20.295Z,,,0,,06/05/2019\ 04:00:13,,[0-1],docker.base.config>docker.base>docker-batch>Session>sample6-pool,docker.base.config>docker.base>docker-batch>Session>sample6-pool,<Unknown>,-5,,MOBO-adf0-094e-09e2-00d8611556aa,QSES-0506-0600-2f63-cfd88bdd52d8,,0,0,4f424f4d-adf0-094e-09e2-00d8611556aa,2019-05-06T04:00:13.5871010Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T04:00:23.375Z,,,0,,06/05/2019\ 04:00:13,,[1-2],docker.base.config>docker.base>docker-batch>Session>sample6-pool,docker.base.config>docker.base>docker-batch>Session>sample6-pool,<Unknown>,-5,,MOBO-adf0-084e-ac12-00d8611575c2,QSES-0506-0600-2f63-cfd88bdd52d8,,0,0,4f424f4d-adf0-084e-ac12-00d8611575c2,2019-05-06T04:00:13.7096560Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T04:00:23.376Z,,,0,,06/05/2019\ 04:00:13,,[2-3],docker.base.config>docker.base>docker-batch>Session>sample6-pool,docker.base.config>docker.base>docker-batch>Session>sample6-pool,<Unknown>,-5,,MOBO-adf0-084e-ac12-00d861156aff,QSES-0506-0600-2f63-cfd88bdd52d8,,0,0,4f424f4d-adf0-084e-ac12-00d861156aff,2019-05-06T04:00:13.7110690Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T04:00:48.964Z,06/05/2019\ 04:00:48,,3.39954042434692,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[15-16],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8adc-309c23a7858b,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.39629054069519,978912.8125,4f424f4d-58d8-00d7-8adc-309c23a7858b,2019-05-06T04:00:48.3220980Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288230,979849.5625,640,970,0
2019-05-06T04:00:48.965Z,06/05/2019\ 04:00:48,,3.39978456497192,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[0-1],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8929-309c23a7812d,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.46672701835632,999076.0625,4f424f4d-58d8-00d7-8929-309c23a7812d,2019-05-06T04:00:48.4853290Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288190,979783.9375,640,1010,0
2019-05-06T04:00:48.966Z,06/05/2019\ 04:00:48,,3.39964938163757,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[1-2],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8b45-309c23845831,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.47075462341309,1000375.625,4f424f4d-58d8-00d7-8b45-309c23845831,2019-05-06T04:00:48.6296430Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288230,979880.9375,640,970,0
2019-05-06T04:00:56.760Z,,,0,,06/05/2019\ 04:00:55,,[1-2],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-adf0-084e-abed-00d861156c91,QJOB-0505-2156-376e-9a03f2e4adbf,,0,0,4f424f4d-adf0-084e-abed-00d861156c91,2019-05-06T04:00:55.0845540Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T04:00:56.761Z,,,0,,06/05/2019\ 04:00:55,,[5-6],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-adf0-084e-abed-00d861156ba3,QJOB-0505-2156-376e-9a03f2e4adbf,,0,0,4f424f4d-adf0-084e-abed-00d861156ba3,2019-05-06T04:00:55.0926810Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T04:00:56.762Z,,,0,,06/05/2019\ 04:00:55,,[9-10],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-adf0-084e-abed-00d861156b50,QJOB-0505-2156-376e-9a03f2e4adbf,,0,0,4f424f4d-adf0-084e-abed-00d861156b50,2019-05-06T04:00:55.1040900Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T04:00:56.763Z,,,0,,06/05/2019\ 04:00:55,,[13-14],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-adf0-084e-abed-00d861156b47,QJOB-0505-2156-376e-9a03f2e4adbf,,0,0,4f424f4d-adf0-084e-abed-00d861156b47,2019-05-06T04:00:55.1122430Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T04:00:56.764Z,,,0,,06/05/2019\ 04:00:55,,[16-17],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-adf0-084e-abed-00d861156b42,QJOB-0505-2156-376e-9a03f2e4adbf,,0,0,4f424f4d-adf0-084e-abed-00d861156b42,2019-05-06T04:00:55.1285520Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T04:00:56.765Z,,,0,,06/05/2019\ 04:00:55,,[19-20],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-adf0-084e-abed-00d861156b2f,QJOB-0505-2156-376e-9a03f2e4adbf,,0,0,4f424f4d-adf0-084e-abed-00d861156b2f,2019-05-06T04:00:55.1340770Z,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T04:00:58.967Z,06/05/2019\ 04:00:48,,3.39988970756531,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[2-3],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8bdb-309c23a7861b,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.34577798843384,964320.125,4f424f4d-58d8-00d7-8bdb-309c23a7861b,2019-05-06T04:00:48.8552160Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288220,979916.1875,640,980,0
2019-05-06T04:00:58.968Z,06/05/2019\ 04:00:49,,3.39976978302002,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[6-7],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8959-309c23845913,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.36969494819641,971247.1875,4f424f4d-58d8-00d7-8959-309c23845913,2019-05-06T04:00:49.0092280Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288230,979915.625,640,960,0
2019-05-06T04:00:58.969Z,06/05/2019\ 04:00:49,,3.39986395835876,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[7-8],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8abe-309c23a78109,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.39262866973877,977755.5625,4f424f4d-58d8-00d7-8abe-309c23a78109,2019-05-06T04:00:49.2274940Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288200,979840.8125,640,1000,0
2019-05-06T04:00:58.970Z,06/05/2019\ 04:00:49,,3.39988875389099,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[3-4],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8a94-309c23845819,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.43930077552795,991275.25,4f424f4d-58d8-00d7-8a94-309c23845819,2019-05-06T04:00:49.4063320Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288220,979915.9375,640,970,0
2019-05-06T04:00:58.971Z,06/05/2019\ 04:00:49,,3.39987063407898,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[5-6],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8bae-309c23a785ba,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.49444437026978,1007133.8125,4f424f4d-58d8-00d7-8bae-309c23a785ba,2019-05-06T04:00:49.7426130Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288210,979876.6875,640,990,0
2019-05-06T04:00:58.972Z,06/05/2019\ 04:00:49,,3.39942073822021,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[8-9],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8ae2-309c23a781b1,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.39678311347961,979054.8125,4f424f4d-58d8-00d7-8ae2-309c23a781b1,2019-05-06T04:00:49.8869410Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288230,979815.0625,640,970,0
2019-05-06T04:00:58.973Z,06/05/2019\ 04:00:50,,3.3998806476593,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[9-10],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8a2e-309c23a783c1,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.43645644187927,990489.8125,4f424f4d-58d8-00d7-8a2e-309c23a783c1,2019-05-06T04:00:50.2340760Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288230,979947.625,640,970,0
2019-05-06T04:00:58.974Z,06/05/2019\ 04:00:50,,3.39952254295349,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[12-13],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-8791-309c23a7838e,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.47648096084595,1002026.125,4f424f4d-58d8-00d7-8791-309c23a7838e,2019-05-06T04:00:50.5642970Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288230,979844.375,640,970,0
2019-05-06T04:00:58.975Z,06/05/2019\ 04:00:50,,3.39999794960022,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[13-14],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-87a6-309c23a785f0,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.43977308273315,991445.8125,4f424f4d-58d8-00d7-87a6-309c23a785f0,2019-05-06T04:00:50.7112490Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288230,979981.4375,640,970,0
2019-05-06T04:00:58.976Z,06/05/2019\ 04:00:50,,3.3998806476593,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[11-12],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-884e-309c23a7826d,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.45691227912903,996385.8125,4f424f4d-58d8-00d7-884e-309c23a7826d,2019-05-06T04:00:50.8590190Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288230,979947.625,640,970,0
2019-05-06T04:00:58.977Z,06/05/2019\ 04:00:51,,3.39989280700684,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,05/05/2019\ 19:57:43,,[17-18],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-g|na|60013,<Unknown>,10,,MOBO-58d8-00d7-89d4-309c23a7818d,QJOB-0505-2156-376e-9a03f2e4adbf,"SCDL-f6d1-a9b1-95bd-8fcc1409a360\,SCDL-2b1f-78d0-7121-aadd5524bc32\,SCDL-6fa9-611a-b0f3-4f1551abfa07",3.48290181159973,1003807.125,4f424f4d-58d8-00d7-89d4-309c23a7818d,2019-05-06T04:00:51.1813120Z,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288210,979883.125,640,990,0
