time,energy,event_type,wattmin,epower
231985,2.76588e+09,e,90900,15940
231994,2.76602e+09,e,90900,15860
231997,2.76607e+09,e,90900,15780
232008,2.76624e+09,e,90900,15700
232011,2.76629e+09,e,90900,15620
232014,2.76633e+09,e,90900,15540
232041,2.76676e+09,e,90900,15460
232044,2.7668e+09,e,90900,15380
232045,2.76682e+09,e,90900,15300
232051,2.76691e+09,e,90900,15220
232059,2.76703e+09,e,90900,15140
232064,2.7671e+09,e,90900,15060
232066,2.76713e+09,e,90900,14980
232068,2.76716e+09,e,90900,14900
232076,2.76729e+09,e,90900,14820
232077,2.7673e+09,e,90900,14740
232086,2.76743e+09,e,90900,14660
232094,2.76755e+09,e,90900,14580
232101,2.76765e+09,e,90900,14500
232107,2.76773e+09,e,90900,14420
232115,2.76784e+09,e,90900,14340
232115,2.76785e+09,e,90900,14260
232125,2.76799e+09,e,90900,14180
232128,2.76804e+09,e,90900,14100
232140,2.7682e+09,e,90900,14020
232143,2.76824e+09,e,90900,13940
232147,2.76829e+09,e,90900,13860
232164,2.76854e+09,e,90900,13780
232170,2.76862e+09,e,90900,13700
232171,2.76862e+09,e,90900,13620
232173,2.76866e+09,e,90900,13540
232192,2.76891e+09,e,90900,13460
232225,2.76935e+09,e,90900,13380
232247,2.76964e+09,e,90900,13300
232276,2.77003e+09,e,90900,13220
232279,2.77007e+09,e,90900,13140
232310,2.77048e+09,e,90900,13060
232322,2.77062e+09,e,90900,12980
232331,2.77075e+09,e,90900,12900
232340,2.77086e+09,e,90900,12820
232353,2.77103e+09,e,90900,12740
232363,2.77115e+09,e,90900,12660
232372,2.77127e+09,e,90900,12580
232375,2.77131e+09,e,90900,12500
232377,2.77133e+09,e,90900,12420
232392,2.77152e+09,e,90900,12340
232433,2.77202e+09,e,90900,12260
232436,2.77206e+09,e,90900,12180
232582,2.77382e+09,e,90900,12100
232597,2.774e+09,e,90900,12020
232664,2.7748e+09,e,90900,11940
232669,2.77486e+09,e,90900,11860
232689,2.7751e+09,e,90900,11780
232745,2.77575e+09,e,90900,11700
232770,2.77604e+09,e,90900,11620
232786,2.77622e+09,e,90900,11540
232794,2.77631e+09,e,90900,11460
232833,2.77676e+09,e,90900,11380
232874,2.77722e+09,e,90900,11300
232877,2.77725e+09,e,90900,11220
232903,2.77754e+09,e,90900,11140
233057,2.77925e+09,e,90900,11060
233074,2.77943e+09,e,90900,10980
233099,2.77971e+09,e,90900,10900
233106,2.77978e+09,e,90900,10820
233147,2.78022e+09,e,90900,10740
233168,2.78045e+09,e,90900,10660
233224,2.78104e+09,e,90900,10580
233237,2.78118e+09,e,90900,10500
233253,2.78134e+09,e,90900,10420
233402,2.78289e+09,e,90900,10340
233449,2.78336e+09,e,90900,10260
234411,2.79316e+09,e,90900,10180
240540,2.85506e+09,s,90900,10100
240540,2.85506e+09,s,90900,10180
240540,2.85506e+09,s,90900,10260
240540,2.85506e+09,s,90900,10340
240540,2.85506e+09,s,90900,10420
240540,2.85506e+09,s,90900,10500
240540,2.85506e+09,s,90900,10580
240540,2.85506e+09,s,90900,10660
240540,2.85506e+09,s,90900,10740
240540,2.85506e+09,s,90900,10820
240540,2.85506e+09,s,90900,10900
240540,2.85506e+09,s,90900,10980
240540,2.85506e+09,s,90900,11060
240540,2.85506e+09,s,90900,11140
240540,2.85506e+09,s,90900,11220
240540,2.85506e+09,s,90900,11300
240540,2.85506e+09,s,90900,11380
240540,2.85506e+09,s,90900,11460
240540,2.85506e+09,s,90900,11540
240540,2.85506e+09,s,90900,11620
240540,2.85506e+09,s,90900,11700
240540,2.85506e+09,s,90900,11780
240540,2.85506e+09,s,90900,11860
240540,2.85506e+09,s,90900,11940
240540,2.85506e+09,s,90900,12020
240540,2.85506e+09,s,90900,12100
240540,2.85506e+09,s,90900,12180
240540,2.85506e+09,s,90900,12260
240540,2.85506e+09,s,90900,12340
240540,2.85506e+09,s,90900,12420
240540,2.85506e+09,s,90900,12500
240540,2.85506e+09,s,90900,12580
240540,2.85506e+09,s,90900,12660
240540,2.85506e+09,s,90900,12740
240540,2.85506e+09,s,90900,12820
240540,2.85506e+09,s,90900,12900
240540,2.85506e+09,s,90900,12980
240540,2.85506e+09,s,90900,13060
240540,2.85506e+09,s,90900,13140
240540,2.85506e+09,s,90900,13220
240540,2.85506e+09,s,90900,13300
240540,2.85506e+09,s,90900,13380
240540,2.85506e+09,s,90900,13460
240540,2.85506e+09,s,90900,13540
240540,2.85506e+09,s,90900,13620
240540,2.85506e+09,s,90900,13700
240540,2.85506e+09,s,90900,13780
240540,2.85506e+09,s,90900,13860
240540,2.85506e+09,s,90900,13940
240540,2.85506e+09,s,90900,14020
240540,2.85506e+09,s,90900,14100
240540,2.85506e+09,s,90900,14180
240540,2.85506e+09,s,90900,14260
240540,2.85506e+09,s,90900,14340
240540,2.85506e+09,s,90900,14420
240540,2.85506e+09,s,90900,14500
240540,2.85506e+09,s,90900,14580
240540,2.85506e+09,s,90900,14660
240540,2.85506e+09,s,90900,14740
240540,2.85506e+09,s,90900,14820
240540,2.85506e+09,s,90900,14900
240540,2.85506e+09,s,90900,14980
240540,2.85506e+09,s,90900,15060
240540,2.85506e+09,s,90900,15140
240540,2.85506e+09,s,90900,15220
240540,2.85506e+09,s,90900,15300
240540,2.85506e+09,s,90900,15380
240540,2.85506e+09,s,90900,15460
240540,2.85506e+09,s,90900,15540
240540,2.85506e+09,s,90900,15620
240540,2.85506e+09,s,90900,15700
240540,2.85506e+09,s,90900,15780
240540,2.85506e+09,s,90900,15860
240540,2.85506e+09,s,90900,15940
240540,2.85506e+09,s,90900,16020
240540,2.85506e+09,s,90900,16100
240540,2.85506e+09,s,90900,16180
240540,2.85506e+09,s,90900,16260
240540,2.85506e+09,s,90900,16340
240540,2.85506e+09,s,90900,16420
240540,2.85506e+09,s,90900,16500
240540,2.85506e+09,s,90900,16580
240540,2.85506e+09,s,90900,16660
240540,2.85506e+09,s,90900,16740
240540,2.85506e+09,s,90900,16820
240540,2.85506e+09,s,90900,16900
240540,2.85506e+09,s,90900,16980
240540,2.85506e+09,s,90900,17060
240540,2.85506e+09,s,90900,17140
240540,2.85506e+09,s,90900,17220
240540,2.85506e+09,s,90900,17300
240540,2.85506e+09,s,90900,17380
240540,2.85506e+09,s,90900,17460
240540,2.85506e+09,s,90900,17540
240540,2.85506e+09,s,90900,17620
240540,2.85506e+09,s,90900,17700
240540,2.85506e+09,s,90900,17780
240540,2.85506e+09,s,90900,17860
240540,2.85506e+09,s,90900,17940
240540,2.85506e+09,s,90900,18020
240540,2.85506e+09,s,90900,18100
240540,2.85506e+09,s,90900,18180
240540,2.85506e+09,s,90900,18260
240540,2.85506e+09,s,90900,18340
240540,2.85506e+09,s,90900,18420
240540,2.85506e+09,s,90900,18500
240540,2.85506e+09,s,90900,18580
240540,2.85506e+09,s,90900,18660
240540,2.85506e+09,s,90900,18740
240540,2.85506e+09,s,90900,18820
240540,2.85506e+09,s,90900,18900
240540,2.85506e+09,s,90900,18980
240540,2.85506e+09,s,90900,19060
240540,2.85506e+09,s,90900,19140
240540,2.85506e+09,s,90900,19220
240540,2.85506e+09,s,90900,19300
240540,2.85506e+09,s,90900,19380
240540,2.85506e+09,s,90900,19460
240540,2.85506e+09,s,90900,19540
240540,2.85506e+09,s,90900,19620
240540,2.85506e+09,s,90900,19700
240540,2.85506e+09,s,90900,19780
240540,2.85506e+09,s,90900,19860
240540,2.85506e+09,s,90900,19940
240540,2.85506e+09,s,90900,20020
240540,2.85506e+09,s,90900,20100
240540,2.85506e+09,s,90900,20180
240540,2.85506e+09,s,90900,20260
240540,2.85506e+09,s,90900,20340
240540,2.85506e+09,s,90900,20420
240540,2.85506e+09,s,90900,20500
240540,2.85506e+09,s,90900,20580
240540,2.85506e+09,s,90900,20660
240540,2.85506e+09,s,90900,20740
240540,2.85506e+09,s,90900,20820
240540,2.85506e+09,s,90900,20900
240540,2.85506e+09,s,90900,20980
240540,2.85506e+09,s,90900,21060
240540,2.85506e+09,s,90900,21140
240540,2.85506e+09,s,90900,21220
240540,2.85506e+09,s,90900,21300
240781,2.86021e+09,e,90900,21380
240782,2.86023e+09,e,90900,21300
240795,2.86052e+09,e,90900,21220
240799,2.86059e+09,e,90900,21140
240806,2.86075e+09,e,90900,21060
240813,2.8609e+09,e,90900,20980
240817,2.86098e+09,e,90900,20900
240820,2.86104e+09,e,90900,20820
240821,2.86105e+09,e,90900,20740
240824,2.86111e+09,e,90900,20660
240832,2.86129e+09,e,90900,20580
240834,2.86132e+09,e,90900,20500
240845,2.86156e+09,e,90900,20420
240846,2.86158e+09,e,90900,20340
240850,2.86166e+09,e,90900,20260
240852,2.86169e+09,e,90900,20180
240853,2.86172e+09,e,90900,20100
240853,2.86172e+09,e,90900,20020
240853,2.86172e+09,e,90900,19940
240854,2.86173e+09,e,90900,19860
240856,2.86177e+09,e,90900,19780
240858,2.86181e+09,e,90900,19700
240860,2.86184e+09,e,90900,19620
240861,2.86188e+09,e,90900,19540
240865,2.86194e+09,e,90900,19460
240867,2.86199e+09,e,90900,19380
240869,2.86203e+09,e,90900,19300
240873,2.86211e+09,e,90900,19220
240875,2.86213e+09,e,90900,19140
240875,2.86214e+09,e,90900,19060
240878,2.8622e+09,e,90900,18980
240879,2.86222e+09,e,90900,18900
240879,2.86222e+09,e,90900,18820
240880,2.86223e+09,e,90900,18740
240880,2.86223e+09,e,90900,18660
240882,2.86227e+09,e,90900,18580
240887,2.86236e+09,e,90900,18500
240889,2.8624e+09,e,90900,18420
240889,2.8624e+09,e,90900,18340
240891,2.86243e+09,e,90900,18260
240892,2.86246e+09,e,90900,18180
240892,2.86246e+09,e,90900,18100
240893,2.86247e+09,e,90900,18020
240894,2.86249e+09,e,90900,17940
240894,2.8625e+09,e,90900,17860
240897,2.86254e+09,e,90900,17780
240897,2.86254e+09,e,90900,17700
240901,2.86262e+09,e,90900,17620
240903,2.86265e+09,e,90900,17540
240903,2.86266e+09,e,90900,17460
240904,2.86267e+09,e,90900,17380
240908,2.86274e+09,e,90900,17300
240909,2.86276e+09,e,90900,17220
240910,2.86277e+09,e,90900,17140
240911,2.86278e+09,e,90900,17060
240915,2.86285e+09,e,90900,16980
240917,2.86289e+09,e,90900,16900
240927,2.86306e+09,e,90900,16820
240928,2.86308e+09,e,90900,16740
240937,2.86323e+09,e,90900,16660
240937,2.86323e+09,e,90900,16580
240940,2.86328e+09,e,90900,16500
240940,2.86328e+09,e,90900,16420
240948,2.86341e+09,e,90900,16340
240952,2.86347e+09,e,90900,16260
240953,2.86349e+09,e,90900,16180
240954,2.86351e+09,e,90900,16100
240957,2.86356e+09,e,90900,16020
240962,2.86363e+09,e,90900,15940
240963,2.86364e+09,e,90900,15860
240965,2.86368e+09,e,90900,15780
240965,2.86368e+09,e,90900,15700
240970,2.86375e+09,e,90900,15620
240974,2.86381e+09,e,90900,15540
240976,2.86386e+09,e,90900,15460
240988,2.86404e+09,e,90900,15380
240992,2.86409e+09,e,90900,15300
240992,2.86409e+09,e,90900,15220
240992,2.86409e+09,e,90900,15140
240994,2.86413e+09,e,90900,15060
240999,2.86421e+09,e,90900,14980
241001,2.86423e+09,e,90900,14900
241001,2.86424e+09,e,90900,14820
241005,2.86429e+09,e,90900,14740
241007,2.86431e+09,e,90900,14660
241007,2.86432e+09,e,90900,14580
241013,2.86441e+09,e,90900,14500
241013,2.86441e+09,e,90900,14420
241015,2.86443e+09,e,90900,14340
241017,2.86446e+09,e,90900,14260
241021,2.86452e+09,e,90900,14180
241021,2.86452e+09,e,90900,14100
241025,2.86457e+09,e,90900,14020
241035,2.86472e+09,e,90900,13940
241036,2.86472e+09,e,90900,13860
241055,2.86499e+09,e,90900,13780
241058,2.86504e+09,e,90900,13700
241059,2.86505e+09,e,90900,13620
241059,2.86505e+09,e,90900,13540
241060,2.86505e+09,e,90900,13460
241061,2.86508e+09,e,90900,13380
241069,2.86517e+09,e,90900,13300
241069,2.86518e+09,e,90900,13220
241070,2.86519e+09,e,90900,13140
241070,2.8652e+09,e,90900,13060
241071,2.86521e+09,e,90900,12980
241075,2.86526e+09,e,90900,12900
241083,2.86536e+09,e,90900,12820
241085,2.86538e+09,e,90900,12740
241085,2.86539e+09,e,90900,12660
241085,2.86539e+09,e,90900,12580
241086,2.8654e+09,e,90900,12500
241092,2.86548e+09,e,90900,12420
241096,2.86552e+09,e,90900,12340
241096,2.86553e+09,e,90900,12260
241098,2.86555e+09,e,90900,12180
241098,2.86555e+09,e,90900,12100
241099,2.86555e+09,e,90900,12020
241103,2.86561e+09,e,90900,11940
241106,2.86565e+09,e,90900,11860
241110,2.86568e+09,e,90900,11780
241113,2.86572e+09,e,90900,11700
241120,2.8658e+09,e,90900,11620
241135,2.86597e+09,e,90900,11540
241143,2.86607e+09,e,90900,11460
241240,2.86717e+09,e,90900,11380
241283,2.86766e+09,e,90900,11300
241463,2.86968e+09,e,90900,11220
241471,2.86977e+09,e,90900,11140
241478,2.86984e+09,e,90900,11060
241516,2.87026e+09,e,90900,10980
241532,2.87044e+09,e,90900,10900
241544,2.87057e+09,e,90900,10820
241569,2.87083e+09,e,90900,10740
241575,2.8709e+09,e,90900,10660
241577,2.87092e+09,e,90900,10580
241596,2.87112e+09,e,90900,10500
241607,2.87124e+09,e,90900,10420
241637,2.87154e+09,e,90900,10340
241662,2.8718e+09,e,90900,10260
242303,2.87833e+09,e,90900,10180
255120,3.00778e+09,s,90900,10100
255120,3.00778e+09,s,90900,10180
255120,3.00778e+09,s,90900,10260
255120,3.00778e+09,s,90900,10340
255120,3.00778e+09,s,90900,10420
255120,3.00778e+09,s,90900,10500
255120,3.00778e+09,s,90900,10580
255120,3.00778e+09,s,90900,10660
255120,3.00778e+09,s,90900,10740
255120,3.00778e+09,s,90900,10820
255120,3.00778e+09,s,90900,10900
255120,3.00778e+09,s,90900,10980
255120,3.00778e+09,s,90900,11060
255120,3.00778e+09,s,90900,11140
255120,3.00778e+09,s,90900,11220
255120,3.00778e+09,s,90900,11300
255120,3.00778e+09,s,90900,11380
255120,3.00778e+09,s,90900,11460
255120,3.00778e+09,s,90900,11540
255120,3.00778e+09,s,90900,11620
255120,3.00778e+09,s,90900,11700
255120,3.00778e+09,s,90900,11780
255120,3.00778e+09,s,90900,11860
255120,3.00778e+09,s,90900,11940
255120,3.00778e+09,s,90900,12020
255120,3.00778e+09,s,90900,12100
255120,3.00778e+09,s,90900,12180
255120,3.00778e+09,s,90900,12260
255120,3.00778e+09,s,90900,12340
255120,3.00778e+09,s,90900,12420
255120,3.00778e+09,s,90900,12500
255120,3.00778e+09,s,90900,12580
255120,3.00778e+09,s,90900,12660
255120,3.00778e+09,s,90900,12740
255120,3.00778e+09,s,90900,12820
255120,3.00778e+09,s,90900,12900
255120,3.00778e+09,s,90900,12980
255120,3.00778e+09,s,90900,13060
255120,3.00778e+09,s,90900,13140
255120,3.00778e+09,s,90900,13220
255120,3.00778e+09,s,90900,13300
255120,3.00778e+09,s,90900,13380
255120,3.00778e+09,s,90900,13460
255120,3.00778e+09,s,90900,13540
255120,3.00778e+09,s,90900,13620
255120,3.00778e+09,s,90900,13700
255120,3.00778e+09,s,90900,13780
255120,3.00778e+09,s,90900,13860
255120,3.00778e+09,s,90900,13940
255120,3.00778e+09,s,90900,14020
255120,3.00778e+09,s,90900,14100
255120,3.00778e+09,s,90900,14180
255120,3.00778e+09,s,90900,14260
255120,3.00778e+09,s,90900,14340
255120,3.00778e+09,s,90900,14420
255120,3.00778e+09,s,90900,14500
255120,3.00778e+09,s,90900,14580
255120,3.00778e+09,s,90900,14660
255120,3.00778e+09,s,90900,14740
255120,3.00778e+09,s,90900,14820
255120,3.00778e+09,s,90900,14900
255120,3.00778e+09,s,90900,14980
255120,3.00778e+09,s,90900,15060
255120,3.00778e+09,s,90900,15140
255120,3.00778e+09,s,90900,15220
255120,3.00778e+09,s,90900,15300
255120,3.00778e+09,s,90900,15380
255120,3.00778e+09,s,90900,15460
255120,3.00778e+09,s,90900,15540
255120,3.00778e+09,s,90900,15620
255120,3.00778e+09,s,90900,15700
255120,3.00778e+09,s,90900,15780
255120,3.00778e+09,s,90900,15860
255120,3.00778e+09,s,90900,15940
255120,3.00778e+09,s,90900,16020
255120,3.00778e+09,s,90900,16100
255120,3.00778e+09,s,90900,16180
255120,3.00778e+09,s,90900,16260
255120,3.00778e+09,s,90900,16340
255120,3.00778e+09,s,90900,16420
255324,3.01114e+09,e,90900,16500
255353,3.01161e+09,e,90900,16420
255389,3.01221e+09,e,90900,16340
255390,3.01222e+09,e,90900,16260
255390,3.01222e+09,e,90900,16180
255400,3.01239e+09,e,90900,16100
255405,3.01246e+09,e,90900,16020
255418,3.01268e+09,e,90900,15940
255419,3.01269e+09,e,90900,15860
255420,3.0127e+09,e,90900,15780
255422,3.01274e+09,e,90900,15700
255423,3.01275e+09,e,90900,15620
255424,3.01276e+09,e,90900,15540
255425,3.01278e+09,e,90900,15460
255434,3.01292e+09,e,90900,15380
255435,3.01294e+09,e,90900,15300
255437,3.01297e+09,e,90900,15220
255442,3.01304e+09,e,90900,15140
255442,3.01305e+09,e,90900,15060
255443,3.01306e+09,e,90900,14980
255446,3.0131e+09,e,90900,14900
255449,3.01315e+09,e,90900,14820
255454,3.01323e+09,e,90900,14740
255455,3.01323e+09,e,90900,14660
255455,3.01323e+09,e,90900,14580
255457,3.01326e+09,e,90900,14500
255458,3.01328e+09,e,90900,14420
255461,3.01332e+09,e,90900,14340
255461,3.01332e+09,e,90900,14260
255462,3.01334e+09,e,90900,14180
255462,3.01334e+09,e,90900,14100
255465,3.01338e+09,e,90900,14020
255467,3.01341e+09,e,90900,13940
255468,3.01342e+09,e,90900,13860
255472,3.01348e+09,e,90900,13780
255473,3.01349e+09,e,90900,13700
255475,3.01352e+09,e,90900,13620
255478,3.01356e+09,e,90900,13540
255481,3.01359e+09,e,90900,13460
255486,3.01367e+09,e,90900,13380
255487,3.01368e+09,e,90900,13300
255488,3.01369e+09,e,90900,13220
255490,3.01371e+09,e,90900,13140
255492,3.01374e+09,e,90900,13060
255494,3.01377e+09,e,90900,12980
255496,3.01379e+09,e,90900,12900
255498,3.01382e+09,e,90900,12820
255505,3.01391e+09,e,90900,12740
255506,3.01392e+09,e,90900,12660
255519,3.01408e+09,e,90900,12580
255537,3.01431e+09,e,90900,12500
255547,3.01444e+09,e,90900,12420
255571,3.01473e+09,e,90900,12340
255610,3.0152e+09,e,90900,12260
255618,3.01531e+09,e,90900,12180
255623,3.01537e+09,e,90900,12100
255628,3.01543e+09,e,90900,12020
255629,3.01543e+09,e,90900,11940
255663,3.01585e+09,e,90900,11860
255673,3.01596e+09,e,90900,11780
255681,3.01605e+09,e,90900,11700
255705,3.01633e+09,e,90900,11620
255705,3.01633e+09,e,90900,11540
255731,3.01663e+09,e,90900,11460
255740,3.01673e+09,e,90900,11380
255744,3.01678e+09,e,90900,11300
255746,3.0168e+09,e,90900,11220
255746,3.0168e+09,e,90900,11140
255753,3.01687e+09,e,90900,11060
255758,3.01693e+09,e,90900,10980
255765,3.01701e+09,e,90900,10900
255781,3.01718e+09,e,90900,10820
255788,3.01725e+09,e,90900,10740
255805,3.01743e+09,e,90900,10660
255806,3.01745e+09,e,90900,10580
255840,3.0178e+09,e,90900,10500
255846,3.01787e+09,e,90900,10420
255859,3.01801e+09,e,90900,10340
255875,3.01816e+09,e,90900,10260
255885,3.01827e+09,e,90900,10180
262860,3.08872e+09,s,90900,10100
262860,3.08872e+09,s,90900,10100
262861,3.08873e+09,e,90900,10100
262862,3.08873e+09,e,90900,10100
262862,3.08873e+09,s,90900,10100
262886,3.08898e+09,e,90900,10180
262980,3.08993e+09,s,90900,10100
262982,3.08995e+09,e,90900,10100
262982,3.08995e+09,s,90900,10100
262987,3.09e+09,e,90900,10180
263040,3.09054e+09,s,90900,10100
263040,3.09054e+09,s,90900,10100
263040,3.09054e+09,s,90900,10100
263042,3.09055e+09,e,90900,10100
263042,3.09055e+09,s,90900,10100
263042,3.09055e+09,e,90900,10180
263042,3.09056e+09,e,90900,10180
263042,3.09056e+09,s,90900,10180
263043,3.09057e+09,e,90900,10260
263045,3.09059e+09,e,90900,10180
263220,3.09236e+09,s,90900,10100
263272,3.09288e+09,e,90900,10100
263272,3.09288e+09,s,90900,10100
263272,3.09288e+09,s,90900,10180
263272,3.09288e+09,s,90900,10260
263272,3.09288e+09,s,90900,10340
263272,3.09288e+09,s,90900,10420
263328,3.09347e+09,e,90900,10500
263360,3.0938e+09,e,90900,10420
263374,3.09395e+09,e,90900,10340
263402,3.09423e+09,e,90900,10260
263419,3.09441e+09,e,90900,10180
263760,3.09785e+09,s,90900,10100
263763,3.09788e+09,e,90900,10180
263820,3.09846e+09,s,90900,10100
263822,3.09848e+09,e,90900,10180
264120,3.10149e+09,s,90900,10100
264120,3.10149e+09,s,90900,10180
264120,3.10149e+09,s,90900,10260
264125,3.10154e+09,e,90900,10340
264128,3.10157e+09,e,90900,10260
264144,3.10173e+09,e,90900,10180
264240,3.1027e+09,s,90900,10100
264288,3.10319e+09,e,90900,10180
264540,3.10574e+09,s,90900,10100
264541,3.10575e+09,e,90900,10100
264541,3.10575e+09,s,90900,10100
264543,3.10576e+09,e,90900,10180
264600,3.10634e+09,s,90900,10100
264602,3.10636e+09,e,90900,10100
264602,3.10636e+09,s,90900,10100
264621,3.10655e+09,e,90900,10180
264660,3.10695e+09,s,90900,10100
264662,3.10697e+09,e,90900,10100
264662,3.10697e+09,s,90900,10100
264666,3.10701e+09,e,90900,10180
264720,3.10756e+09,s,90900,10100
264721,3.10757e+09,e,90900,10100
264721,3.10757e+09,s,90900,10100
264726,3.10761e+09,e,90900,10180
264780,3.10816e+09,s,90900,10100
264780,3.10816e+09,s,90900,10100
264780,3.10816e+09,s,90900,10180
264780,3.10816e+09,s,90900,10260
264780,3.10816e+09,s,90900,10340
264780,3.10816e+09,s,90900,10420
264780,3.10816e+09,e,90900,10500
264780,3.10816e+09,s,90900,10500
264820,3.10859e+09,e,90900,10580
264820,3.10859e+09,e,90900,10500
264820,3.10859e+09,e,90900,10420
264827,3.10866e+09,e,90900,10340
264828,3.10866e+09,e,90900,10260
264828,3.10866e+09,e,90900,10180
264840,3.10879e+09,s,90900,10100
264840,3.10879e+09,s,90900,10180
264840,3.10879e+09,s,90900,10260
264840,3.10879e+09,s,90900,10340
264840,3.10879e+09,s,90900,10420
264840,3.10879e+09,s,90900,10500
264840,3.10879e+09,s,90900,10580
264840,3.10879e+09,s,90900,10660
264840,3.10879e+09,s,90900,10740
264840,3.10879e+09,s,90900,10820
264840,3.10879e+09,s,90900,10900
264840,3.10879e+09,s,90900,10980
264840,3.10879e+09,s,90900,11060
264840,3.10879e+09,s,90900,11140
264840,3.10879e+09,s,90900,11220
264840,3.10879e+09,s,90900,11300
264840,3.10879e+09,s,90900,11380
264840,3.10879e+09,s,90900,11460
264840,3.10879e+09,s,90900,11540
264840,3.10879e+09,s,90900,11620
264840,3.10879e+09,s,90900,11700
264840,3.10879e+09,s,90900,11780
264840,3.10879e+09,s,90900,11860
264840,3.10879e+09,s,90900,11940
264840,3.10879e+09,s,90900,12020
264840,3.10879e+09,s,90900,12100
264840,3.10879e+09,s,90900,12180
264840,3.10879e+09,s,90900,12260
264840,3.10879e+09,s,90900,12340
264840,3.10879e+09,s,90900,12420
264840,3.10879e+09,s,90900,12500
264840,3.10879e+09,s,90900,12580
264840,3.10879e+09,s,90900,12660
264840,3.10879e+09,s,90900,12740
264840,3.10879e+09,s,90900,12820
264840,3.10879e+09,s,90900,12900
264840,3.10879e+09,s,90900,12980
264842,3.10882e+09,e,90900,13060
264850,3.10892e+09,e,90900,12980
264856,3.109e+09,e,90900,12900
264858,3.10902e+09,e,90900,12820
264863,3.10908e+09,e,90900,12740
264864,3.10909e+09,e,90900,12660
264864,3.1091e+09,e,90900,12580
264865,3.10911e+09,e,90900,12500
264865,3.10911e+09,e,90900,12420
264867,3.10914e+09,e,90900,12340
264870,3.10917e+09,e,90900,12260
264871,3.10919e+09,e,90900,12180
264873,3.1092e+09,e,90900,12100
264875,3.10924e+09,e,90900,12020
264877,3.10925e+09,e,90900,11940
264878,3.10927e+09,e,90900,11860
264880,3.1093e+09,e,90900,11780
264881,3.1093e+09,e,90900,11700
264884,3.10934e+09,e,90900,11620
264884,3.10934e+09,e,90900,11540
264885,3.10935e+09,e,90900,11460
264885,3.10935e+09,e,90900,11380
264885,3.10935e+09,e,90900,11300
264886,3.10936e+09,e,90900,11220
264886,3.10936e+09,e,90900,11140
264886,3.10936e+09,e,90900,11060
264886,3.10936e+09,e,90900,10980
264886,3.10936e+09,e,90900,10900
264887,3.10938e+09,e,90900,10820
264888,3.10939e+09,e,90900,10740
264890,3.1094e+09,e,90900,10660
264891,3.10942e+09,e,90900,10580
264896,3.10947e+09,e,90900,10500
264898,3.10948e+09,e,90900,10420
264900,3.10951e+09,s,90900,10340
264900,3.10951e+09,s,90900,10420
264900,3.10951e+09,s,90900,10500
264900,3.10951e+09,s,90900,10580
264900,3.10951e+09,s,90900,10660
264900,3.10951e+09,s,90900,10740
264900,3.10951e+09,s,90900,10820
264900,3.10951e+09,s,90900,10900
264900,3.10951e+09,s,90900,10980
264904,3.10955e+09,e,90900,11060
264906,3.10958e+09,e,90900,10980
264906,3.10958e+09,e,90900,10900
264907,3.10958e+09,e,90900,10820
264907,3.10959e+09,e,90900,10740
264912,3.10964e+09,e,90900,10660
264936,3.10989e+09,e,90900,10580
264950,3.11004e+09,e,90900,10500
264950,3.11004e+09,e,90900,10420
264951,3.11005e+09,e,90900,10340
264952,3.11006e+09,e,90900,10260
264952,3.11006e+09,e,90900,10180
264960,3.11014e+09,s,90900,10100
264960,3.11014e+09,e,90900,10180
265020,3.11075e+09,s,90900,10100
265020,3.11075e+09,s,90900,10180
265029,3.11084e+09,e,90900,10260
265044,3.111e+09,e,90900,10180
265080,3.11136e+09,s,90900,10100
265081,3.11137e+09,e,90900,10100
265081,3.11137e+09,s,90900,10100
265104,3.1116e+09,e,90900,10180
265200,3.11257e+09,s,90900,10100
265202,3.11259e+09,e,90900,10100
265202,3.11259e+09,s,90900,10100
265320,3.11379e+09,s,90900,10180
265320,3.11379e+09,s,90900,10180
265322,3.11381e+09,e,90900,10180
265322,3.11381e+09,s,90900,10180
265323,3.11382e+09,e,90900,10260
265323,3.11382e+09,s,90900,10260
265323,3.11382e+09,e,90900,10340
265324,3.11384e+09,e,90900,10260
265474,3.11536e+09,e,90900,10180
267060,3.13138e+09,s,90900,10100
267060,3.13138e+09,s,90900,10100
267060,3.13138e+09,s,90900,10100
267061,3.13139e+09,e,90900,10100
267061,3.13139e+09,s,90900,10100
267061,3.13139e+09,e,90900,10180
267061,3.13139e+09,s,90900,10180
267061,3.13139e+09,e,90900,10260
267061,3.13139e+09,s,90900,10260
267062,3.13139e+09,e,90900,10340
267091,3.1317e+09,e,90900,10260
267106,3.13184e+09,e,90900,10180
277860,3.24046e+09,s,90900,10100
277860,3.24046e+09,s,90900,10100
277860,3.24046e+09,s,90900,10180
277860,3.24047e+09,e,90900,10260
277861,3.24048e+09,e,90900,10180
277861,3.24048e+09,s,90900,10180
277894,3.24081e+09,e,90900,10260
277900,3.24087e+09,e,90900,10180
285360,3.31622e+09,s,90900,10100
285363,3.31625e+09,e,90900,10100
285363,3.31625e+09,s,90900,10100
285364,3.31626e+09,e,90900,10180
285600,3.31864e+09,s,90900,10100
285600,3.31864e+09,s,90900,10100
285600,3.31864e+09,s,90900,10100
285603,3.31868e+09,e,90900,10100
285603,3.31868e+09,s,90900,10100
285603,3.31868e+09,e,90900,10180
285603,3.31868e+09,s,90900,10180
285603,3.31868e+09,e,90900,10260
285603,3.31868e+09,s,90900,10260
