batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
v3.0.0-185-g1e5a792,15046780801.843616,1209600.000060,327.366391,572040.000060,6060.000210,1.667171,2147.758732,172.909027,1024,0,17954,17954,600,0,17354,0,252.577710,1290.518513,0.966581,35480616.089155,702532917.334298,0.000000,0.000000,0.000000,0.000000
